"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮爾龐特與我時常意見相左，但是他很聰明，知道激怒虛空假面有多危險。我不是很喜歡克拉錫利姆條約，因為操縱時空很好玩啊，但你知道什麼更好玩嗎？就是不讓自己的時間線被抹去。"
"DCG_VO_meepo_kill_rival_02"	"我可不只是靠人格取勝……"
"DCG_VO_meepo_kill_rival_03"	"沒想到我還有這一手吧，嗯？"
"DCG_VO_meepo_kill_rival_04"	"面對像我這麼厲害的人，你沒戲的……"
"DCG_VO_meepo_kill_rival_05"	"跟三教九流的人混久了，總會學到一兩招。"
"DCG_VO_meepo_kill_rival_06"	"別太驚訝，我就是這麼在行。"
"DCG_VO_meepo_kill_rival_07"	"我可不是只有光說不練"
"DCG_VO_meepo_kill_rival_08"	"還有誰想來試試？"
"DCG_VO_meepo_kill_rival_09"	"看到了嗎？看到了嗎？"
"DCG_VO_meepo_kill_rival_10"	"啊唷，我好厲害！"
"DCG_VO_meepo_use_include_01"	"嘿，米波！"
"DCG_VO_meepo_use_include_02"	"米波，這邊！"
"DCG_VO_meepo_use_include_03"	"到這兒來，米波！"
"DCG_VO_meepo_unique_01"	"我們要把命保住，行吧？"
"DCG_VO_meepo_unique_02"	"一起去搞點事吧……"
"DCG_VO_meepo_unique_03"	"親愛的，要麼大幹一場，要麼一起滾回家。"
"DCG_VO_meepo_unique_04"	"不會是出了什麼差錯吧……"
"DCG_VO_meepo_unique_05"	"能和真正懂我的人一起戰鬥感覺真好，你懂的。"
"DCG_VO_meepo_unique_06"	"剛鐸，夥計，兄弟，你不會想殺我的。"
"DCG_VO_meepo_unique_07"	"剛鐸，你掏什麼刀子啊。我是你的老朋友米波。"
"DCG_VO_meepo_unique_08"	"哇哇哇哇，把刀放下，兄弟，我只是要和你談談。我覺得他不會上當。"
"DCG_VO_meepo_unique_09"	"麻煩不要拿我的東西。"
"DCG_VO_meepo_unique_10"	"我不知道別的勾財黑鴉是怎麼說我的，但是其中至少有兩成不是真的。"
"DCG_VO_meepo_unique_11"	"我不知道那個米波是怎麼想的，但我希望他計畫好了……"
"DCG_VO_meepo_unique_12"	"我對天發誓，要是那個米波把自己害死了，那我會很火大的。"
"DCG_VO_meepo_unique_13"	"梅茲，你真是不錯。"
"DCG_VO_meepo_unique_14"	"梅茲，我跟你說，我們這種人總是被人誤解。"
"DCG_VO_meepo_unique_15"	"我只想說清楚，就算我們當中有誰加入了古銅軍團，也不代表我們全都入夥了，明白嗎？"
"DCG_VO_meepo_unique_16"	"嘿，打完仗，你能借100金錢給我嗎？我最近手頭有點緊……"
"DCG_VO_meepo_unique_17"	"等完事之後，我們找個時間談談。我聽說了個新活。活包準沒問題，來錢快。"
"DCG_VO_meepo_unique_18"	"魅惑魔女，如果你能保我不死，我會感激涕零的。"
"DCG_VO_meepo_unique_19"	"我知道你在算計什麼，巫妖。別動這念頭。"
"DCG_VO_meepo_unique_20"	"魯服崔倫，如果你不介意的話，我希望盡我所能地多待在你身邊，越久越好。"
"DCG_VO_meepo_healed_01"	"啊……"
"DCG_VO_meepo_healed_02"	"謝謝。"
"DCG_VO_meepo_healed_03"	"我欠你個人情。"
"DCG_VO_meepo_healed_04"	"你真是個好朋友。"
"DCG_VO_meepo_healed_05"	"我之前還擔心來著……"
"DCG_VO_meepo_taunt_generic_01"	"有什麼要幫忙的？"
"DCG_VO_meepo_taunt_generic_02"	"看看這都有誰……"
"DCG_VO_meepo_taunt_generic_03"	"遺跡？不是問題。"
"DCG_VO_meepo_taunt_generic_04"	"塔的事，就包在米波身上……"
"DCG_VO_meepo_taunt_generic_05"	"交給我吧。"
"DCG_VO_meepo_taunt_generic_06"	"一起把這些呆子們幹掉吧！"
"DCG_VO_meepo_taunt_generic_07"	"我們贏定了！"
"DCG_VO_meepo_taunt_generic_08"	"你不該惹上我們……"
"DCG_VO_meepo_taunt_generic_09"	"讓米波來為你示範一下……"
"DCG_VO_meepo_taunt_generic_10"	"等著看我的計畫吧……"
"DCG_VO_meepo_potential_kill_01"	"這不是個人恩怨，但總得有個人死。"
"DCG_VO_meepo_potential_kill_02"	"這是你自找的。"
"DCG_VO_meepo_potential_kill_03"	"這可是你先開的頭。"
"DCG_VO_meepo_potential_kill_04"	"我本來不想管閒事，但是現在我得把你殺了……"
"DCG_VO_meepo_potential_kill_05"	"小子，你命不好……"
"DCG_VO_meepo_potential_save_01"	"你就這點本事嗎？"
"DCG_VO_meepo_potential_save_02"	"小子，你沒搞清你的對手是誰。"
"DCG_VO_meepo_potential_save_03"	"不不不不不……"
"DCG_VO_meepo_potential_save_04"	"休想。"
"DCG_VO_meepo_potential_save_05"	"不，不。"
"DCG_VO_meepo_permanent_armor_01"	"我感覺挺好的……"
"DCG_VO_meepo_permanent_armor_02"	"永遠要照顧好老大……"
"DCG_VO_meepo_permanent_armor_03"	"下次不怕誰拿著刀子上門來了……"
"DCG_VO_meepo_permanent_armor_04"	"我正需要這個……"
"DCG_VO_meepo_permanent_armor_05"	"不怕一萬，就怕萬一。"
"DCG_VO_meepo_permanent_attack_01"	"你永遠不會知道什麼時候誰會來收賬。"
"DCG_VO_meepo_permanent_attack_02"	"現在瞧瞧誰還敢找我的麻煩……"
"DCG_VO_meepo_permanent_attack_03"	"我可不是好打發的人……"
"DCG_VO_meepo_permanent_attack_04"	"我不會這麼容易放過他們……"
"DCG_VO_meepo_permanent_attack_05"	"如果我要打，那我會狠命地打……"
"DCG_VO_meepo_permanent_health_01"	"沒命可不是我的風格。"
"DCG_VO_meepo_permanent_health_02"	"看起來很好，米波……看起來。很好。"
"DCG_VO_meepo_permanent_health_03"	"騙術第一條：心肺功能要好。"
"DCG_VO_meepo_permanent_health_04"	"嘿，感覺好棒。"
"DCG_VO_meepo_permanent_health_05"	"好吧……"
"DCG_VO_meepo_cast_spell_01"	"你剛剛是不是分心了？"
"DCG_VO_meepo_cast_spell_02"	"幫個忙！"
"DCG_VO_meepo_cast_spell_03"	"我總會準備好一兩樣驚喜……"
"DCG_VO_meepo_cast_spell_04"	"我本來希望用不上……"
"DCG_VO_meepo_cast_spell_05"	"該全力以赴了……"
"DCG_VO_meepo_cast_spell_06"	"我只需要爭取一點時間……"
"DCG_VO_meepo_cast_spell_07"	"你不能等著好事上門，你得去爭取……"
"DCG_VO_meepo_cast_spell_08"	"沒錯，我還要沒死……"
"DCG_VO_meepo_cast_spell_09"	"這是我準備的一點新玩意……"
"DCG_VO_meepo_cast_spell_10"	"我專門為你準備了一份特殊驚喜……"
"DCG_VO_meepo_buff_ally_01"	"收好了……"
"DCG_VO_meepo_buff_ally_02"	"你是不是很慶幸帶上了我？"
"DCG_VO_meepo_buff_ally_03"	"有我在。"
"DCG_VO_meepo_buff_ally_04"	"我甚至都沒收你錢……"
"DCG_VO_meepo_buff_ally_05"	"出外靠朋友，對吧？"
"DCG_VO_meepo_buff_ally_06"	"我知道你以後肯定會幫我忙的。"
"DCG_VO_meepo_buff_ally_07"	"這個給你，但是請保護我……"
"DCG_VO_meepo_buff_ally_08"	"這個應該對你有用……"
"DCG_VO_meepo_buff_ally_09"	"看到了嗎？我很善於團隊合作。"
"DCG_VO_meepo_buff_ally_10"	"我罩你啦……"
"DCG_VO_meepo_debuff_enemy_01"	"這個不適合你，是吧？"
"DCG_VO_meepo_debuff_enemy_02"	"你來這裡真是大錯特錯……"
"DCG_VO_meepo_debuff_enemy_03"	"你誰也傷不了……"
"DCG_VO_meepo_debuff_enemy_04"	"你高攀不上……"
"DCG_VO_meepo_debuff_enemy_05"	"你在多管閒事……"
"DCG_VO_meepo_debuff_enemy_06"	"你要咽氣了……"
"DCG_VO_meepo_debuff_enemy_07"	"小子，我想你是輸了……"
"DCG_VO_meepo_debuff_enemy_08"	"建議你別招惹我們"
"DCG_VO_meepo_debuff_enemy_09"	"你聰明的話，早就收拾東西走了……"
"DCG_VO_meepo_debuff_enemy_10"	"收拾行李吧，小子。這裡沒你的事了。"
"DCG_VO_meepo_single_target_damage_01"	"太簡單了。"
"DCG_VO_meepo_single_target_damage_02"	"你以為我會怕你嗎？"
"DCG_VO_meepo_single_target_damage_03"	"只有你和我……"
"DCG_VO_meepo_single_target_damage_04"	"我要打得你屁滾尿流。"
"DCG_VO_meepo_single_target_damage_05"	"我要把你打得面目全非。"
"DCG_VO_meepo_single_target_damage_06"	"你想玩陰的？也行。"
"DCG_VO_meepo_single_target_damage_07"	"有你好看的！"
"DCG_VO_meepo_single_target_damage_08"	"你殺不了我！"
"DCG_VO_meepo_single_target_damage_09"	"沒人能傷害我的朋友！"
"DCG_VO_meepo_single_target_damage_10"	"你別想走回家了……"
"DCG_VO_meepo_multi_damage_small_01"	"你們在世上的時間不多了。"
"DCG_VO_meepo_multi_damage_small_02"	"起碼有人陪你送死……"
"DCG_VO_meepo_multi_damage_small_03"	"看招……"
"DCG_VO_meepo_multi_damage_small_04"	"你想惹米波？來試試看啊？"
"DCG_VO_meepo_multi_damage_small_05"	"看看你有沒有學到教訓。"
"DCG_VO_meepo_multi_damage_small_06"	"給。我。滾。"
"DCG_VO_meepo_multi_damage_small_07"	"我不介意在你們身上花些時間……"
"DCG_VO_meepo_multi_damage_small_08"	"你們已經是強弩之末了。"
"DCG_VO_meepo_multi_damage_small_09"	"我從不擔心人數……"
"DCG_VO_meepo_multi_damage_small_10"	"別擔心，我為你的朋友都準備了些東西……"
"DCG_VO_meepo_multi_damage_large_01"	"來吧，親愛的！"
"DCG_VO_meepo_multi_damage_large_02"	"真是很過癮，對吧……"
"DCG_VO_meepo_multi_damage_large_03"	"我不會被嚇跑的。"
"DCG_VO_meepo_multi_damage_large_04"	"我用自己的方式做事。"
"DCG_VO_meepo_multi_damage_large_05"	"如果你覺得你要贏了，說明你太粗心了。"
"DCG_VO_meepo_multi_damage_large_06"	"我會把你們全部打敗！"
"DCG_VO_meepo_multi_damage_large_07"	"我不在乎你們有多少人！"
"DCG_VO_meepo_multi_damage_large_08"	"客套話說完了……"
"DCG_VO_meepo_multi_damage_large_09"	"還沒完呢！"
"DCG_VO_meepo_multi_damage_large_10"	"噢，不，不！"
"DCG_VO_meepo_pleased_01"	"好……"
"DCG_VO_meepo_pleased_02"	"不錯，這真不錯……"
"DCG_VO_meepo_pleased_03"	"還不算太糟……"
"DCG_VO_meepo_pleased_04"	"我喜歡這種情況……"
"DCG_VO_meepo_pleased_05"	"漂亮！"
"DCG_VO_meepo_pleased_06"	"嘿，我覺得我們要贏了！"
"DCG_VO_meepo_pleased_07"	"你們都太棒了！"
"DCG_VO_meepo_pleased_08"	"我帶了朋友來，希望你不介意……"
"DCG_VO_meepo_pleased_09"	"這真是個驚喜……"
"DCG_VO_meepo_pleased_10"	"啊，真是太棒了……"
"DCG_VO_meepo_concerned_01"	"天啊，希望我們早有安排……"
"DCG_VO_meepo_concerned_02"	"不是我想像的那樣……"
"DCG_VO_meepo_concerned_03"	"米波，加油……"
"DCG_VO_meepo_concerned_04"	"這都是你的錯，米波！"
"DCG_VO_meepo_concerned_05"	"沒事，沒事……就是我可能要死而已，沒別的了……"
"DCG_VO_meepo_concerned_06"	"噢噢，這對我可不太妙……"
"DCG_VO_meepo_concerned_07"	"我本該到碧玉會碰碰運氣的……"
"DCG_VO_meepo_concerned_08"	"我人生的路沒走對，是吧？"
"DCG_VO_meepo_concerned_09"	"我們是怎麼落到這地步的……"
"DCG_VO_meepo_concerned_10"	"肯定有什麼辦法可以補救……"
"DCG_VO_meepo_angry_01"	"來啊！"
"DCG_VO_meepo_angry_02"	"這根本不公平！"
"DCG_VO_meepo_angry_03"	"你要惹米波嗎？！"
"DCG_VO_meepo_angry_04"	"你以為我很好打發嗎？"
"DCG_VO_meepo_angry_05"	"這下我們惹上大麻煩了……"
"DCG_VO_meepo_angry_06"	"這是你惹的麻煩，不過我會處理的……"
"DCG_VO_meepo_angry_07"	"不准來這裡殺米波！"
"DCG_VO_meepo_angry_08"	"好吧，事情稍微有點失控了……"
"DCG_VO_meepo_angry_09"	"慢一點，夥計！"
"DCG_VO_meepo_angry_10"	"你想走嗎？很好。"
"DCG_VO_meepo_arrogant_01"	"我才貌雙全！"
"DCG_VO_meepo_arrogant_02"	"我天下無雙。"
"DCG_VO_meepo_arrogant_03"	"相信我，你會愛上我的。"
"DCG_VO_meepo_arrogant_04"	"誰會比我更好？不必回答我。"
"DCG_VO_meepo_arrogant_05"	"本來不必這麼麻煩的……"
"DCG_VO_meepo_arrogant_06"	"我神機妙算……"
"DCG_VO_meepo_arrogant_07"	"我還以為這會很難……"
"DCG_VO_meepo_arrogant_08"	"我當初竟然會為這緊張……"
"DCG_VO_meepo_arrogant_09"	"我看你是不知道我是誰……"
"DCG_VO_meepo_arrogant_10"	"你不會如願的……"
"DCG_VO_meepo_enigmatic_01"	"準備開個眼界了嗎？"
"DCG_VO_meepo_enigmatic_02"	"見識一下。"
"DCG_VO_meepo_enigmatic_03"	"我的計畫，你是招架不住的。"
"DCG_VO_meepo_enigmatic_04"	"你那個小腦袋吃不消這個。"
"DCG_VO_meepo_enigmatic_05"	"我喜歡被人低估。"
"DCG_VO_meepo_enigmatic_06"	"他們根本想不到……"
"DCG_VO_meepo_enigmatic_07"	"我連一半本事都沒拿出來……"
"DCG_VO_meepo_enigmatic_08"	"我才剛開始……"
"DCG_VO_meepo_enigmatic_09"	"你看到過別人這樣做嗎？"
"DCG_VO_meepo_enigmatic_10"	"也許下次你會更把我當一回事……"
"DCG_VO_meepo_death_01"	"<i>尖叫</i>"
"DCG_VO_luna_intro"	"我曾經像索爾拉可汗一樣，是個為所欲為的戰士。我擁有強大且永恆的力量，人或野獸都無可匹敵……直到我因自傲而失去一切。在我人生的低谷，賽莉蒙娜找到了我，考驗我，帶領我踏上這條灑滿月光的道路。自從那一天起已過了許久，現在我的人生目標與榮耀，就是與其他暗月成員一起保護銀夜森林。然而，我聽聞索爾拉可汗開始長征，雖然我們未曾謀面，但我知她如知己，因此我決定前往玫葉城擊敗她，避免她自取滅亡。"
"DCG_VO_luna_eclipse_intro"	"賽莉蒙娜為獎勵我對她的信仰，賜給了我令人生畏的力量，我並立誓絕不濫用。"
"DCG_VO_luna_equip_generic_weapon_01"	"我不害怕動武。"
"DCG_VO_luna_equip_generic_weapon_02"	"我知道我該做什麼。"
"DCG_VO_luna_equip_generic_weapon_03"	"賽莉蒙娜的敵人必將倒下。"
"DCG_VO_luna_equip_generic_weapon_04"	"我會保衛這個地方。"
"DCG_VO_luna_equip_generic_weapon_05"	"他們將見識到賽莉蒙娜的憤怒！"
"DCG_VO_luna_equip_generic_armor_01"	"沒人能打敗我。"
"DCG_VO_luna_equip_generic_armor_02"	"我準備好戰鬥了。"
"DCG_VO_luna_equip_generic_armor_03"	"它會在月光下閃耀。"
"DCG_VO_luna_equip_generic_armor_04"	"這裡是我的領土。"
"DCG_VO_luna_equip_generic_armor_05"	"我會在戰場上戰到最後！"
"DCG_VO_luna_equip_generic_accessory_01"	"來自女神的禮物。"
"DCG_VO_luna_equip_generic_accessory_02"	"感謝賽莉蒙娜。"
"DCG_VO_luna_equip_generic_accessory_03"	"他們會懼怕我。"
"DCG_VO_luna_equip_generic_accessory_04"	"給暗月的成員再適合不過了。"
"DCG_VO_luna_equip_generic_accessory_05"	"很好。"
"DCG_VO_luna_kill_rival_01"	"真可悲。"
"DCG_VO_luna_kill_rival_02"	"我的理由正當，劍刃鋒利。"
"DCG_VO_luna_kill_rival_03"	"對這場戰鬥的結局，我從不曾懷疑。"
"DCG_VO_luna_kill_rival_04"	"你就這麼點本事？"
"DCG_VO_luna_kill_rival_05"	"你不該挑起我的怒火。"
"DCG_VO_luna_kill_rival_06"	"到這裡來將是你犯下的最後一個錯誤。"
"DCG_VO_luna_kill_rival_07"	"你自認是名戰士？"
"DCG_VO_luna_kill_rival_08"	"哈哈哈"
"DCG_VO_luna_kill_rival_09"	"很難熬，是吧？"
"DCG_VO_luna_kill_rival_10"	"太簡單了……"
"DCG_VO_luna_use_include_01"	"就讓天空撕裂不配受神恩典的人！"
"DCG_VO_luna_use_include_02"	"月蝕！"
"DCG_VO_luna_use_include_03"	"祝福今夜！"
"DCG_VO_luna_unique_01"	"我與月亮同行……"
"DCG_VO_luna_unique_02"	"月光輕撫之地，我都能前往……"
"DCG_VO_luna_unique_03"	"賽莉蒙娜，你的力量在我體內湧動！"
"DCG_VO_luna_unique_04"	"不盡如人意，但我要盡一己之力。"
"DCG_VO_luna_unique_05"	"賽莉蒙娜的力量可不止這樣。"
"DCG_VO_luna_unique_06"	"我該等久一點的。"
"DCG_VO_luna_unique_07"	"感受賽莉蒙娜之怒吧！"
"DCG_VO_luna_unique_08"	"我就是執行賽莉蒙娜意志的人！"
"DCG_VO_luna_unique_09"	"會怕暗月代表你還不笨……"
"DCG_VO_luna_unique_10"	"紅霧根本不該來到這裡！"
"DCG_VO_luna_unique_11"	"我曾經也像你一樣，索爾拉……但不再是了……"
"DCG_VO_luna_unique_12"	"懺悔吧，索爾拉。現在還不算太晚。"
"DCG_VO_luna_unique_13"	"離開這裡吧，特蕾絲汀。趁現在還來得及。"
"DCG_VO_luna_unique_14"	"石堂城撈過界了，妳的軍團玩完了。"
"DCG_VO_luna_unique_15"	"你的命運也就是古銅軍團的命運。"
"DCG_VO_luna_unique_16"	"怎麼會這樣！"
"DCG_VO_luna_unique_17"	"穿刺閃光！"
"DCG_VO_luna_unique_18"	"我還沒出力呢……"
"DCG_VO_luna_unique_19"	"對我來說太簡單了……"
"DCG_VO_luna_unique_20"	"這還只是熱身運動……"
"DCG_VO_luna_healed_01"	"啊……"
"DCG_VO_luna_healed_02"	"謝謝你。"
"DCG_VO_luna_healed_03"	"非常感謝。"
"DCG_VO_luna_healed_04"	"我很感激。"
"DCG_VO_luna_healed_05"	"好多了……"
"DCG_VO_luna_taunt_generic_01"	"摧毀遺跡！"
"DCG_VO_luna_taunt_generic_02"	"與我們作對的都將倒下！"
"DCG_VO_luna_taunt_generic_03"	"局面對我們有利！"
"DCG_VO_luna_taunt_generic_04"	"戰鬥就要結束了！"
"DCG_VO_luna_taunt_generic_05"	"我們占盡優勢！"
"DCG_VO_luna_taunt_generic_06"	"終結這一切吧！"
"DCG_VO_luna_taunt_generic_07"	"為了賽莉蒙娜！"
"DCG_VO_luna_taunt_generic_08"	"不要驕傲，戰鬥還沒有結束。"
"DCG_VO_luna_taunt_generic_09"	"勝利屬於我們！"
"DCG_VO_luna_taunt_generic_10"	"你不該激怒賽莉蒙娜……"
"DCG_VO_luna_potential_kill_01"	"你逃不出暗月的追捕！"
"DCG_VO_luna_potential_kill_02"	"我不會讓你如此輕易地逃脫……"
"DCG_VO_luna_potential_kill_03"	"我不容違背……"
"DCG_VO_luna_potential_kill_04"	"你逃不掉的……"
"DCG_VO_luna_potential_kill_05"	"不要以為自己安全了。"
"DCG_VO_luna_potential_save_01"	"賽莉蒙娜保護著我！"
"DCG_VO_luna_potential_save_02"	"我的死期不是今天……"
"DCG_VO_luna_potential_save_03"	"休想。"
"DCG_VO_luna_potential_save_04"	"這場戰鬥還沒有結束。"
"DCG_VO_luna_potential_save_05"	"我不會這麼輕易就死了。"
"DCG_VO_luna_permanent_armor_01"	"我準備好戰鬥了。"
"DCG_VO_luna_permanent_armor_02"	"我感受到了賽莉蒙娜的庇護。"
"DCG_VO_luna_permanent_armor_03"	"真美啊。"
"DCG_VO_luna_permanent_armor_04"	"看看他們怎麼接這一招……"
"DCG_VO_luna_permanent_armor_05"	"現在開始來真的了……"
"DCG_VO_luna_permanent_attack_01"	"月光的力量在我體內湧動。"
"DCG_VO_luna_permanent_attack_02"	"沒有我殺不死的敵人。"
"DCG_VO_luna_permanent_attack_03"	"我所向披靡！"
"DCG_VO_luna_permanent_attack_04"	"我就是賽莉蒙娜的怒火！"
"DCG_VO_luna_permanent_attack_05"	"我能夠感覺到力量在翻湧……"
"DCG_VO_luna_permanent_health_01"	"我更加堅韌了。"
"DCG_VO_luna_permanent_health_02"	"我覺得更有精神了。"
"DCG_VO_luna_permanent_health_03"	"這正是我需要的。"
"DCG_VO_luna_permanent_health_04"	"能留在戰場上越久越好。"
"DCG_VO_luna_permanent_health_05"	"我得照顧好自己。"
"DCG_VO_luna_cast_spell_01"	"嚐嚐我的厲害！"
"DCG_VO_luna_cast_spell_02"	"讚歎賽莉蒙娜的力量吧！"
"DCG_VO_luna_cast_spell_03"	"月亮盯上你了。"
"DCG_VO_luna_cast_spell_04"	"月亮為你帶來了不幸的消息。"
"DCG_VO_luna_cast_spell_05"	"你一定沒料到吧……"
"DCG_VO_luna_cast_spell_06"	"暗月歸我管是有原因的。"
"DCG_VO_luna_cast_spell_07"	"我的力量不容忽視。"
"DCG_VO_luna_cast_spell_08"	"賽莉蒙娜正看著你。"
"DCG_VO_luna_cast_spell_09"	"這場仗的結局在開始前就寫好了。"
"DCG_VO_luna_cast_spell_10"	"你半點機會都沒有。"
"DCG_VO_luna_death_01"	"<i>尖叫</i>"
"DCG_VO_winter_wyvern_intro"	"寫作瓶頸。這種可怕的情形，即便是最知名多產的作家也躲不過。曾幾何時，文字從我唇齒間自如地流淌到抄寫員瑟瑞爾的耳中……但是最近……我被小古流入世中的低俗趣味和胡言亂語分散了注意力。我不知道為什麼一個寡言少語紅色暴徒的歷險能吸引這麼多讀者，但老實說，相比之下，我自己的作品卻又顯得著實無聊……這真令人惱火。啊好吧，我想我該去找到小古，把她給吃了。"
"DCG_VO_winter_wyvern_winters_curse"	"軟弱的意志可以提供暫時的消遣。"
"DCG_VO_winter_wyvern_use_ability_01"	"凜冽寒風！"
"DCG_VO_winter_wyvern_use_ability_02"	"乘冬之翼！"
"DCG_VO_winter_wyvern_use_ability_03"	"冰龍之吻！"
"DCG_VO_winter_wyvern_use_ability_04"	"你招致了寒冬滅頂！"
"DCG_VO_winter_wyvern_use_ability_05"	"絕望嚴寒的灼燒！"
"DCG_VO_winter_wyvern_equip_generic_weapon_01"	"妄想對付我的蠢貨正身處險境。"
"DCG_VO_winter_wyvern_equip_generic_weapon_02"	"我會把他們切成猩紅的碎片。"
"DCG_VO_winter_wyvern_equip_generic_weapon_03"	"他們的軍隊將一敗塗地。"
"DCG_VO_winter_wyvern_equip_generic_weapon_04"	"誰會愚蠢到挑戰我？"
"DCG_VO_winter_wyvern_equip_generic_weapon_05"	"勝利將屬於我們。"
"DCG_VO_winter_wyvern_equip_generic_armor_01"	"這會有幫助。"
"DCG_VO_winter_wyvern_equip_generic_armor_02"	"我會得到保護。"
"DCG_VO_winter_wyvern_equip_generic_armor_03"	"我是不滅的寒冬女王。"
"DCG_VO_winter_wyvern_equip_generic_armor_04"	"今天不是我的死期。"
"DCG_VO_winter_wyvern_equip_generic_armor_05"	"我不會被擊敗。"
"DCG_VO_winter_wyvern_equip_generic_accessory_01"	"啊，就是它。"
"DCG_VO_winter_wyvern_equip_generic_accessory_02"	"原來不是書，有意思。"
"DCG_VO_winter_wyvern_equip_generic_accessory_03"	"我聽說過這個小玩意。"
"DCG_VO_winter_wyvern_equip_generic_accessory_04"	"這個應該有用。"
"DCG_VO_winter_wyvern_equip_generic_accessory_05"	"這應該能用。"
"DCG_VO_winter_wyvern_kill_rival_01"	"你沒有任何勝算。"
"DCG_VO_winter_wyvern_kill_rival_02"	"來這裡簡直愚蠢。"
"DCG_VO_winter_wyvern_kill_rival_03"	"我可不是好惹的。"
"DCG_VO_winter_wyvern_kill_rival_04"	"你在劫難逃。"
"DCG_VO_winter_wyvern_kill_rival_05"	"你還能有幾分機會？"
"DCG_VO_winter_wyvern_kill_rival_06"	"真可悲。"
"DCG_VO_winter_wyvern_kill_rival_07"	"我為世界做了一點貢獻。"
"DCG_VO_winter_wyvern_kill_rival_08"	"一如既往地可以預見……"
"DCG_VO_winter_wyvern_kill_rival_09"	"在寒冬飛龍面前顫抖吧。"
"DCG_VO_winter_wyvern_kill_rival_10"	"你的死法太沒意思了。"
"DCG_VO_winter_wyvern_use_include_01"	"寒冬詛咒降臨！"
"DCG_VO_winter_wyvern_use_include_02"	"降臨在你的朋友身上。"
"DCG_VO_winter_wyvern_use_include_03"	"給我點消遣。"
"DCG_VO_winter_wyvern_unique_01"	"這是我最珍貴的收藏……"
"DCG_VO_winter_wyvern_unique_02"	"該看看傳奇英雄是否名不虛傳了……"
"DCG_VO_winter_wyvern_unique_03"	"我先幹掉你，然後去找小古。"
"DCG_VO_winter_wyvern_unique_04"	"你比我想像的更粗野，斧王。"
"DCG_VO_winter_wyvern_unique_05"	"好吧斧王，讓我瞧瞧那些關於你的故事，到底是真是假的……"
"DCG_VO_winter_wyvern_unique_06"	"看起來小古似乎並沒有我想的那麼添油加醋……"
"DCG_VO_winter_wyvern_unique_07"	"我不會拐彎抹角，斧王，希望你打完仗後把小古給我。你想用什麼來交換？一把閃爍斧頭嗎？"
"DCG_VO_winter_wyvern_unique_08"	"我周遊了半個世界，結果還是無法避開你，莉萊。"
"DCG_VO_winter_wyvern_unique_09"	"冰川殘骸的軍隊集結到了一起……"
"DCG_VO_winter_wyvern_unique_10"	"我將與你並肩作戰，冰川殘骸的守護者……"
"DCG_VO_winter_wyvern_unique_11"	"指揮官，你獲勝的機會渺茫……讓我來幫忙。"
"DCG_VO_winter_wyvern_unique_12"	"別誤會，巫妖，我們之間是工作關係。"
"DCG_VO_winter_wyvern_unique_13"	"我厭倦了你的得寸進尺，巫妖。"
"DCG_VO_winter_wyvern_unique_14"	"瑞克斯，你的故事很有吸引力。"
"DCG_VO_winter_wyvern_unique_15"	"你願意為勝利付出多少代價，瑞克斯……"
"DCG_VO_winter_wyvern_unique_16"	"我會幫助你贏得戰爭，瑞克斯，但你的傳記得讓我來寫……"
"DCG_VO_winter_wyvern_unique_17"	"冰川殘骸的守護者……有本事就擊敗我。"
"DCG_VO_winter_wyvern_unique_18"	"你要攻擊你的鄰居嗎，冰晶聖女？"
"DCG_VO_winter_wyvern_unique_19"	"我很尊敬歐格羅迪……"
"DCG_VO_winter_wyvern_unique_20"	"你是個令人印象深刻的女性，索爾拉，為什麼人們不寫寫你的故事，而是去寫斧王呢？"
"DCG_VO_winter_wyvern_healed_01"	"啊……"
"DCG_VO_winter_wyvern_healed_02"	"非常感謝……"
"DCG_VO_winter_wyvern_healed_03"	"謝謝你。"
"DCG_VO_winter_wyvern_healed_04"	"這樣好多了。"
"DCG_VO_winter_wyvern_healed_05"	"很好。"
"DCG_VO_winter_wyvern_taunt_generic_01"	"一切都將倒在我的陰影之下！"
"DCG_VO_winter_wyvern_taunt_generic_02"	"你擋不住我們！"
"DCG_VO_winter_wyvern_taunt_generic_03"	"你躲不開我們的。"
"DCG_VO_winter_wyvern_taunt_generic_04"	"勝利屬於我們！"
"DCG_VO_winter_wyvern_taunt_generic_05"	"勝利的曙光就在前面！"
"DCG_VO_winter_wyvern_taunt_generic_06"	"他們無法抵擋我們的進攻！"
"DCG_VO_winter_wyvern_taunt_generic_07"	"我會奪得榮耀！"
"DCG_VO_winter_wyvern_taunt_generic_08"	"死亡緊隨我的龍翼降臨……"
"DCG_VO_winter_wyvern_taunt_generic_09"	"無處可逃！"
"DCG_VO_winter_wyvern_taunt_generic_10"	"摧毀他們！"
"DCG_VO_winter_wyvern_potential_kill_01"	"你的死期要到了……"
"DCG_VO_winter_wyvern_potential_kill_02"	"你活不了多久……"
"DCG_VO_winter_wyvern_potential_kill_03"	"你死定了……"
"DCG_VO_winter_wyvern_potential_kill_04"	"你不可能智勝我……"
"DCG_VO_winter_wyvern_potential_kill_05"	"你沒有絲毫機會。"
"DCG_VO_winter_wyvern_potential_save_01"	"你以為你要贏了？"
"DCG_VO_winter_wyvern_potential_save_02"	"我在這裡的工作還沒有結束……"
"DCG_VO_winter_wyvern_potential_save_03"	"我不會失敗。"
