"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"W wielu sprawach nie zgadzam się z Pierpontem, ale był dość mądry, by przewidzieć konsekwencje drażnienia Bezlicej Pustki. Nie jestem wielką zwolenniczką układu z Claszureme, chronomancja była bardzo zabawna. Ale wiesz, co jest równie zabawne? Uchronienie swojej osi czasu od unicestwienia."
"DCG_VO_abaddon_cast_spell_05"	"Twój los został zapisany we mgle."
"DCG_VO_abaddon_cast_spell_06"	"Wkrótce poczujesz smak porażki."
"DCG_VO_abaddon_cast_spell_07"	"Ród Avernusów nie okaże ci litości."
"DCG_VO_abaddon_cast_spell_08"	"Wszyscy, którzy się nam opierają, zostaną zniszczeni!"
"DCG_VO_abaddon_cast_spell_09"	"Ujrzyj moją potęgę."
"DCG_VO_abaddon_cast_spell_10"	"Powinieneś się nas obawiać."
"DCG_VO_abaddon_death_01"	"<i>krzyczy</i>"
"DCG_VO_lycan_intro"	"Mój ojciec był dobrym człowiekiem. Jako regent ziem należących do Slom rządził uczciwie i sprawiedliwie. Moja matka była ucieleśnieniem cierpliwości i współczucia, kobietą uwielbianą przez swój lud, który kochała jak własne dzieci. Moje rodzeństwo? Bogowie, byliśmy nieznośni. Pamiętam dzień, w którym znaleźliśmy kolekcję zabytkowych map ojca. Tressa uznała, że byłoby zabawnie, gdybyśmy... To już nie ma znaczenia. Wszyscy nie żyją. "
"DCG_VO_lycan_savage_wolf"	"Odebrano mi rodzinę, ale w mojej samotności odnalazłem nową... i to ona pomoże mi się zemścić."
"DCG_VO_lycan_savage_wolf_intro"	"Wilki podążają za mną, ale nie jestem ich panem... tylko ich opiekunem."
"DCG_VO_lycan_unearthed_secrets_intro"	"Przez długi czas bałem się powrotu do domu... ale nadszedł czas, by zmierzyć się z przeszłością."
"DCG_VO_lycan_equip_generic_weapon_01"	"Pomszczę ród Ambry."
"DCG_VO_lycan_equip_generic_weapon_02"	"Rozedrę moich wrogów na strzępy!"
"DCG_VO_lycan_equip_generic_weapon_03"	"Potrzebowałem tego."
"DCG_VO_lycan_equip_generic_weapon_04"	"Cudownie."
"DCG_VO_lycan_equip_generic_weapon_05"	"Wilki będą ucztować na ciałach naszych wrogów."
"DCG_VO_lycan_equip_generic_armor_01"	"Ostatnie dziecko Slom musi mieć ochronę."
"DCG_VO_lycan_equip_generic_armor_02"	"Niełatwo będzie mnie zabić."
"DCG_VO_lycan_equip_generic_armor_03"	"Muszę być przygotowany na to, co nadejdzie."
"DCG_VO_lycan_equip_generic_armor_04"	"Jesteśmy na wojnie, muszę być gotowy."
"DCG_VO_lycan_equip_generic_armor_05"	"Dziękuję za pancerz."
"DCG_VO_lycan_equip_generic_accessory_01"	"Nie jestem przyzwyczajony do noszenia ozdób..."
"DCG_VO_lycan_equip_generic_accessory_02"	"Wykorzystam to."
"DCG_VO_lycan_equip_generic_accessory_03"	"Właśnie tego potrzebowałem."
"DCG_VO_lycan_equip_generic_accessory_04"	"Idealnie."
"DCG_VO_lycan_equip_generic_accessory_05"	"Wyśmienicie."
"DCG_VO_lycan_kill_rival_01"	"Nikt nie odbierze mi zemsty!"
"DCG_VO_lycan_kill_rival_02"	"Śmierć naszym wrogom!"
"DCG_VO_lycan_kill_rival_03"	"Giń!"
"DCG_VO_lycan_kill_rival_04"	"Nie zatrzymam się, dopóki nie wygramy!"
"DCG_VO_lycan_kill_rival_05"	"Wydawało ci się, że możesz mnie pokonać?"
"DCG_VO_lycan_kill_rival_06"	"Zginiesz śmiercią wojownika."
"DCG_VO_lycan_kill_rival_07"	"To było nieuniknione."
"DCG_VO_lycan_kill_rival_08"	"Nie spocznę, dopóki mój ród nie zostanie pomszczony."
"DCG_VO_lycan_kill_rival_09"	"Poznaj gniew rodu Ambry..."
"DCG_VO_lycan_kill_rival_10"	"Duch mojego ojca uśmiecha się, widząc moje zwycięstwa."
"DCG_VO_lycan_use_include_01"	"Moja wataha się zbiera..."
"DCG_VO_lycan_use_include_02"	"Wilki, do mnie!"
"DCG_VO_lycan_use_include_03"	"Chodźcie przyjaciele... Musicie być głodni..."
"DCG_VO_lycan_unique_01"	"Musimy uczyć się na swoich błędach..."
"DCG_VO_lycan_unique_02"	"Czasem upadek daje nam najlepszą lekcję..."
"DCG_VO_lycan_unique_03"	"Ród Ambry upadł, ale nie jest martwy."
"DCG_VO_lycan_unique_04"	"Musimy bronić wieży!"
"DCG_VO_lycan_unique_05"	"Nie pozwolę, by ta wieża upadła!"
"DCG_VO_lycan_unique_06"	"Ród Ambry utrzyma pozycje."
"DCG_VO_lycan_unique_07"	"Teraz jest właściwy czas, by uderzyć!"
"DCG_VO_lycan_unique_08"	"Ich upadek jest coraz bliższy!"
"DCG_VO_lycan_unique_09"	"Przejąć ich wieżę!"
"DCG_VO_lycan_unique_10"	"To będzie mój sposób na zemstę."
"DCG_VO_lycan_unique_11"	"Złowrogie ostrze do złowrogich czynów."
"DCG_VO_lycan_unique_12"	"Droga wolna!"
"DCG_VO_lycan_unique_13"	"To jest nasza chwila!"
"DCG_VO_lycan_unique_14"	"Nie ma nikogo, kto by nas powstrzymał!"
"DCG_VO_lycan_unique_15"	"Jesteś głodny, przyjacielu?"
"DCG_VO_lycan_unique_16"	"Moje wilki dobiorą się wam do gardeł..."
"DCG_VO_lycan_unique_17"	"Ród Ambry wspiera ród Avernusów."
"DCG_VO_lycan_unique_18"	"Słono za to zapłacisz."
"DCG_VO_lycan_unique_19"	"NIE!"
"DCG_VO_lycan_unique_20"	"Byli wszystkim, co mi zostało..."
"DCG_VO_lycan_healed_01"	"Aaach."
"DCG_VO_lycan_healed_02"	"Dziękuję."
"DCG_VO_lycan_healed_03"	"Moje podziękowania."
"DCG_VO_lycan_healed_04"	"Odwdzięczę się."
"DCG_VO_lycan_healed_05"	"Nie zapomnę tego."
"DCG_VO_lycan_taunt_generic_01"	"Rozwalić to tak, by nie został kamień na kamieniu!"
"DCG_VO_lycan_taunt_generic_02"	"Musimy być nieustępliwi!"
"DCG_VO_lycan_taunt_generic_03"	"Nie okazywać łaski!"
"DCG_VO_lycan_taunt_generic_04"	"Wykończyć ich!"
"DCG_VO_lycan_taunt_generic_05"	"Zniszczyć Starożytnego!"
"DCG_VO_lycan_taunt_generic_06"	"Zburzyć Starożytnego!"
"DCG_VO_lycan_taunt_generic_07"	"Rozerwać ich na strzępy!"
"DCG_VO_lycan_taunt_generic_08"	"Możemy wygrać tę walkę!"
"DCG_VO_lycan_taunt_generic_09"	"Nie możemy tego przegrać!"
"DCG_VO_lycan_taunt_generic_10"	"Nie zatrzymamy się, dopóki wszyscy nie zginiecie!"
"DCG_VO_lycan_potential_kill_01"	"Nigdy nie przerywam pościgu..."
"DCG_VO_lycan_potential_kill_02"	"Jesteś moją zdobyczą..."
"DCG_VO_lycan_potential_kill_03"	"Nie uciekniesz przede mną..."
"DCG_VO_lycan_potential_kill_04"	"Nie prześcigniesz mnie..."
"DCG_VO_lycan_potential_kill_05"	"Nie ukryjesz się przede mną..."
"DCG_VO_lycan_potential_save_01"	"Trzeba czegoś więcej..."
"DCG_VO_lycan_potential_save_02"	"Nie przechytrzysz mnie..."
"DCG_VO_lycan_potential_save_03"	"Moje zmysły zapewniają mi ochronę..."
"DCG_VO_lycan_potential_save_04"	"Jak sądzisz, kto na kogo poluje?"
"DCG_VO_lycan_potential_save_05"	"Lepsi od ciebie próbowali mnie zabić..."
"DCG_VO_lycan_permanent_armor_01"	"Mój instynkt przetrwania wyostrzył się..."
"DCG_VO_lycan_permanent_armor_02"	"Jestem ostatnim z rodu. Nie mogę zginąć."
"DCG_VO_lycan_permanent_armor_03"	"Mam zapewnioną ochronę..."
"DCG_VO_lycan_permanent_armor_04"	"Ambry nie upadną ponownie."
"DCG_VO_lycan_permanent_armor_05"	"Nie porzucę tej walki..."
"DCG_VO_lycan_permanent_attack_01"	"Teraz jestem silniejszy..."
"DCG_VO_lycan_permanent_attack_02"	"Jestem gotów rozszarpać gardła moich wrogów..."
"DCG_VO_lycan_permanent_attack_03"	"Zemsta będzie moja..."
"DCG_VO_lycan_permanent_attack_04"	"Mam dość siły, by zabić moich wrogów..."
"DCG_VO_lycan_permanent_attack_05"	"Moja zemsta będzie błyskawiczna..."
"DCG_VO_lycan_permanent_health_01"	"Mogę przetrwać wszystko..."
"DCG_VO_lycan_permanent_health_02"	"Nie umrę tu..."
"DCG_VO_lycan_permanent_health_03"	"Linia rodu Ambry jest silna."
"DCG_VO_lycan_permanent_health_04"	"Nikt nie jest bardziej wytrzymały ode mnie..."
"DCG_VO_lycan_permanent_health_05"	"Niestraszne mi żadne ostrze..."
"DCG_VO_lycan_cast_spell_01"	"Dar od rodu Ambry..."
"DCG_VO_lycan_cast_spell_02"	"Pościg trwa..."
"DCG_VO_lycan_cast_spell_03"	"Zabić naszych wrogów!"
"DCG_VO_lycan_cast_spell_04"	"Za ród Ambry!"
"DCG_VO_lycan_cast_spell_05"	"Znajdę zadośćuczynienie..."
"DCG_VO_lycan_cast_spell_06"	"Nie zawiodę mojej rodziny..."
"DCG_VO_lycan_cast_spell_07"	"Nie przegram tej walki..."
"DCG_VO_lycan_cast_spell_08"	"To jest moje królestwo!"
"DCG_VO_lycan_cast_spell_09"	"Nie powstrzymasz nas!"
"DCG_VO_lycan_cast_spell_10"	"Sprawiedliwość już po ciebie idzie..."
"DCG_VO_lycan_death_01"	"<i>krzyczy</i>"
"DCG_VO_thunderhide_packmate_summon_01_01"	"<i>dyszy z rykiem</i>"
"DCG_VO_thunderhide_packmate_summon_01_02"	"<i>ryczy nisko</i>"
"DCG_VO_thunderhide_packmate_summon_01_03"	"<i>dyszy z rykiem</i>"
"DCG_VO_thunderhide_packmate_summon_01_04"	"<i>dyszy z rykiem</i>"
"DCG_VO_thunderhide_packmate_summon_03_01"	"<i>potężnie ryczy</i>"
"DCG_VO_thunderhide_packmate_summon_03_02"	"<i>potężnie ryczy</i>"
"DCG_VO_thunderhide_packmate_summon_03_03"	"<i>potężnie ryczy</i>"
"DCG_VO_thunderhide_packmate_healed_01_01"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_packmate_healed_01_02"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_packmate_healed_01_03"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_packmate_healed_01_04"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_packmate_summon_03"	"<i>przerażający ryk</i>"
"DCG_VO_thunderhide_packmate_healed_01"	"<i>odpręża/uspokaja się</i>"
"DCG_VO_thunderhide_packmate_healed_02"	"<i>odpręża/uspokaja się</i>"
"DCG_VO_thunderhide_packmate_healed_03"	"<i>odpręża/uspokaja się</i>"
"DCG_VO_thunderhide_packmate_death_01"	"<i>krzyczy</i>"
"DCG_VO_thunderhide_alpha_summon_01_01"	"<i>ryczy głośno</i>"
"DCG_VO_thunderhide_alpha_summon_01_02"	"<i>ryczy głośno</i>"
"DCG_VO_thunderhide_alpha_summon_01_04"	"<i>ryczy głośno</i>"
"DCG_VO_thunderhide_alpha_summon_02_01"	"<i>ryk, który rozdziera niebiosa</i>"
"DCG_VO_thunderhide_alpha_summon_02_02"	"<i>ryk, który rozdziera niebiosa</i>"
"DCG_VO_thunderhide_alpha_summon_02_03"	"<i>ryk, który rozdziera niebiosa</i>"
"DCG_VO_thunderhide_alpha_summon_02_04"	"<i>ryk, który rozdziera niebiosa</i>"
"DCG_VO_thunderhide_alpha_healed_01_01"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_alpha_healed_01_02"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_alpha_healed_01_03"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_alpha_healed_01_04"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_thunderhide_alpha_death_01"	"<i>krzyczy</i>"
"DCG_VO_plague_ward_hiss_02"		"<i>syczy złowrogo</i>"
"DCG_VO_plague_ward_pain_01"		"<i>stęka z bólu</i>"
"DCG_VO_plague_ward_pain_08"		"<i>odsuwa się ze wstrętem</i>"
"DCG_VO_loyal_boar_summon_01_01"	"<i>warczy ostrzegawczo</i>"
"DCG_VO_loyal_boar_summon_01_02"	"<i>warczy ostrzegawczo</i>"
"DCG_VO_loyal_boar_summon_01_03"	"<i>warczy ostrzegawczo</i>"
"DCG_VO_loyal_boar_healed_01_03"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_loyal_boar_healed_02_01"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_loyal_boar_healed_02_02"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_loyal_boar_death_01"	"<i>krzyczy</i>"
"DCG_VO_rampaging_hellbear_summon_02_05"	"<i>burczy z niezadowoleniem</i>"
"DCG_VO_rampaging_hellbear_summon_03_01"	"<i>mruczy drapieżnie</i>"
"DCG_VO_rampaging_hellbear_summon_03_02"	"<i>mruczy drapieżnie</i>"
"DCG_VO_rampaging_hellbear_summon_03_03"	"<i>mruczy drapieżnie</i>"
"DCG_VO_rampaging_hellbear_summon_03_04"	"<i>mruczy drapieżnie</i>"
"DCG_VO_rampaging_hellbear_summon_03_05"	"<i>mruczy drapieżnie</i>"
"DCG_VO_rampaging_hellbear_summon_02"	"<i>Wrogie ostrzeżenie</i>"
"DCG_VO_rampaging_hellbear_summon_03"	"<i>przerażający ryk</i>"
"DCG_VO_rampaging_hellbear_healed_01_01"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_rampaging_hellbear_healed_01_02"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_rampaging_hellbear_healed_01_03"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_rampaging_hellbear_death_01"	"<i>krzyczy</i>"
"DCG_VO_hellbear_crippler_summon_02_01"	"<i>warczy</i>"
"DCG_VO_hellbear_crippler_summon_03_01"	"<i>mruczy ostrzegająco</i>"
"DCG_VO_hellbear_crippler_summon_03_03"	"<i>mruczy ostrzegająco</i>"
"DCG_VO_hellbear_crippler_healed_01_03"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_hellbear_crippler_healed_01_04"	"<i>dyszy z zadowoleniem</i>"
"DCG_VO_hellbear_crippler_death_01"	"<i>krzyczy</i>"
"DCG_VO_savage_wolf_growls_01"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_02"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_03"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_04"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_05"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_06"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_07"	"<i>warczy</i>"
"DCG_VO_savage_wolf_growls_12"	"<i>skomle z bólu</i>"
"DCG_VO_savage_wolf_death_01"	"<i>krzyczy</i>"
"DCG_VO_hound_of_war_summon_01_03"	"<i>szczeka agresywnie</i>"
"DCG_VO_hound_of_war_summon_01_04"	"<i>szczeka agresywnie</i>"
"DCG_VO_hound_of_war_summon_03_02"	"<i>warczy brutalnie</i>"
"DCG_VO_hound_of_war_death_01"	"<i>krzyczy</i>"
"DCG_VO_blood_golem_intro"	"Cena została zapłacona. Słucham. Walczę. Zabijam. "
"DCG_VO_blood_golem_summon_01"	"Tak, panie."
"DCG_VO_blood_golem_summon_02"	"Służę."
"DCG_VO_blood_golem_summon_03"	"Giń."
"DCG_VO_blood_golem_ancient_attack_01"	"<i>ryczy</i>"
"DCG_VO_blood_golem_ancient_attack_02"	"<i>ryczy</i>"
"DCG_VO_blood_golem_ancient_protect_01"	"Ochraniam."
"DCG_VO_blood_golem_ancient_protect_02"	"Bronię."
"DCG_VO_blood_golem_healed_01"	"Aaach."
"DCG_VO_blood_golem_healed_02"	"<i>Aaach/uspokojenie</i>"
"DCG_VO_blood_golem_healed_03"	"<i>Aaach/uspokojenie</i>"
"DCG_VO_blood_golem_death_01"	"<i>krzyczy</i>"
"DCG_VO_prowler_vanguard_intro"	"Nie wiem, dlaczego dziecko jest ważne... Wiem tylko, że powierzono nam jej ochronę i że nie zawiedziemy szamana."
"DCG_VO_prowler_vanguard_summon_01"	"Jestem tu, by bronić."
"DCG_VO_prowler_vanguard_summon_02"	"Zostań u mego boku."
"DCG_VO_prowler_vanguard_summon_03"	"Jestem przygotowany na wszystko."
"DCG_VO_prowler_vanguard_ancient_attack_01"	"Jestem tu, by pomóc!"
"DCG_VO_prowler_vanguard_ancient_attack_02"	"Co mam zrobić?"
"DCG_VO_prowler_vanguard_ancient_protect_01"	"Utrzymam pozycję."
"DCG_VO_prowler_vanguard_ancient_protect_02"	"Nie przepuszczę ich."
"DCG_VO_prowler_vanguard_ancient_both_01"	"Oddam życie, jeśli to zapewni zwycięstwo."
"DCG_VO_prowler_vanguard_ancient_both_02"	"Nie możemy się poddać!"
"DCG_VO_prowler_vanguard_hero_friend_01"	"Dziewczyna jest bezpieczna pod naszą opieką."
"DCG_VO_prowler_vanguard_hero_friend_02"	"Powiedz, czego potrzebujesz, szamanie..."
"DCG_VO_prowler_vanguard_hero_friend_03"	"Mądrze było zaufać czatownikom..."
"DCG_VO_prowler_vanguard_hero_rival_01"	"Starożytni nie są tu mile widziani!"
"DCG_VO_prowler_vanguard_hero_rival_02"	"Co chcesz mi zrobić, Żmiju..."
"DCG_VO_prowler_vanguard_hero_rival_03"	"To nie miejsce dla Czerwonej Mgły!"
"DCG_VO_prowler_vanguard_unique_01"	"Nie przepuścimy nikogo..."
"DCG_VO_prowler_vanguard_unique_02"	"Walka u twego boku, to zaszczyt."
"DCG_VO_prowler_vanguard_unique_03"	"Nie dadzą rady nas stąd ruszyć..."
"DCG_VO_prowler_vanguard_unique_04"	"Ze mną jesteś bezpieczna, Zaklinaczko..."
"DCG_VO_prowler_vanguard_unique_05"	"Dobrze nam idzie współpraca, Likan."
"DCG_VO_prowler_vanguard_unique_06"	"Dzięki za pomoc, Likan..."
"DCG_VO_prowler_vanguard_unique_07"	"Będę cię chronić, Luno."
"DCG_VO_prowler_vanguard_unique_08"	"Postaram się dać ci jak najwięcej czasu."
"DCG_VO_prowler_vanguard_healed_01"	"Aaach."
"DCG_VO_prowler_vanguard_healed_02"	"Dziękuję."
"DCG_VO_prowler_vanguard_healed_03"	"Dziękuję, że czuwasz nade mną."
"DCG_VO_prowler_vanguard_death_01"	"<i>krzyczy</i>"
"DCG_VO_troll_soothsayer_intro"	"Horda Czerwonej Mgły to dopiero początek. Zbliża się tu inna siła. Wyczułam ją w podmuchach wiatru i zobaczyłam w kościach. Coś CIEMNEGO. Coś KUSZĄCEGO. Coś ZŁEGO. Jeśli się odpowiednio nie przygotujemy, nim to nadejdzie, z pewnością pochłonie nas wszystkich."
"DCG_VO_troll_soothsayer_summon_01"	"Nadchodzą mroczne czasy..."
"DCG_VO_troll_soothsayer_summon_02"	"Wiem, jaka przyszłość cię czeka."
"DCG_VO_troll_soothsayer_summon_03"	"Przychodzę, by podzielić się wiedzą..."
"DCG_VO_troll_soothsayer_ancient_attack_01"	"Koniec jest już bliski..."
"DCG_VO_troll_soothsayer_ancient_attack_02"	"W naszej przyszłości dostrzegam zwycięstwo..."
"DCG_VO_troll_soothsayer_ancient_protect_01"	"Kości podpowiedzą nam, co zrobić..."
"DCG_VO_troll_soothsayer_ancient_protect_02"	"Muszę zapytać kości..."
"DCG_VO_troll_soothsayer_ancient_both_01"	"Przyszłość daje się... kształtować."
"DCG_VO_troll_soothsayer_ancient_both_02"	"Bogowie poddają nas próbie... Nie możemy zawieść."
"DCG_VO_troll_soothsayer_hero_friend_01"	"Jestem na twe rozkazy, wodzu."
"DCG_VO_troll_soothsayer_hero_friend_03"	"Kroczysz niebezpieczną ścieżką, Rix, bądź ostrożny."
"DCG_VO_troll_soothsayer_hero_rival_01"	"Czas twojego przywództwa kończy się, wodzu!"
"DCG_VO_troll_soothsayer_hero_rival_02"	"Rix... Uratuję cię przed tobą samym."
"DCG_VO_troll_soothsayer_hero_rival_03"	"Plugawisz to miejsce swoją obecnością, Czarcie Cienia."
"DCG_VO_troll_soothsayer_unique_01"	"Chroń mnie, Zaklinaczko, a zostaniesz wynagrodzona."
"DCG_VO_troll_soothsayer_unique_02"	"Drzewcu, razem dokonamy wielkich rzeczy."
"DCG_VO_troll_soothsayer_unique_03"	"Nie zabijaj mnie, Liczu, żywa bardziej ci się przydam."
"DCG_VO_troll_soothsayer_unique_08"	"Ochroń mnie, a pokażę ci przyszłość."
"DCG_VO_troll_soothsayer_healed_01"	"Aaach."
"DCG_VO_troll_soothsayer_healed_02"	"Wiedziałam, że to jeszcze nie mój czas."
"DCG_VO_troll_soothsayer_healed_03"	"Kości pokazały mi twoje miłosierdzie."
"DCG_VO_troll_soothsayer_death_01"	"<i>krzyczy</i>"
"DCG_VO_roseleaf_rejuvinator_intro"	"Drzewce z Różoliścia i vhule od pokoleń żyją obok siebie w pokoju. Ale teraz pojawili się intruzi, którzy zmieniają nasz dom w pole bitwy. Wysłaliśmy wezwanie do naszych kuzynów z Doliny Przepowiedni – vhule muszą otrzymać ochronę... A ci, którzy sprofanowali to miejsce, muszą zniknąć."
"DCG_VO_roseleaf_rejuvinator_summon_01"	"Wasze wybawienie jest w zasięgu ręki."
"DCG_VO_roseleaf_rejuvinator_summon_02"	"Będę was chronić."
"DCG_VO_roseleaf_rejuvinator_summon_03"	"Będziemy chronić słabszych."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_01"	"Prędzej, czy później, czeka ich upadek."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_02"	"To jest nasza chwila!"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_01"	"Nie dojdzie do upadku!"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_02"	"Przynoszę wybawienie."
"DCG_VO_roseleaf_rejuvinator_ancient_both_01"	"Staniemy do walki z podniesionym czołem!"
"DCG_VO_roseleaf_rejuvinator_ancient_both_02"	"To miejsce jest pod moją opieką!"
"DCG_VO_roseleaf_rejuvinator_hero_friend_01"	"To zaszczyt stanąć u twego boku, Rooftrellen..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_02"	"Razem obronimy las..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_03"	"Czas załatwić tych intruzów."
"DCG_VO_roseleaf_rejuvinator_hero_rival_01"	"Czekałam na ten moment, Wyrwidrzewie..."
"DCG_VO_roseleaf_rejuvinator_hero_rival_02"	"Bystrzy nie są tu mile widziani."
"DCG_VO_roseleaf_rejuvinator_hero_rival_03"	"Odpowiesz za to, co zrobiłeś, Wyrwidrzewie..."
"DCG_VO_roseleaf_rejuvinator_unique_01"	"Pozdrowienia, bracie."
"DCG_VO_roseleaf_rejuvinator_unique_02"	"Vhule są pod naszą ochroną."
"DCG_VO_roseleaf_rejuvinator_unique_03"	"Jesteś ohydny, Mazzie... a jednak dziwnie rozbrajający."
"DCG_VO_roseleaf_rejuvinator_unique_04"	"Musisz odpokutować za wiele grzechów, Wyrwidrzewie..."
"DCG_VO_roseleaf_rejuvinator_unique_05"	"To jest tymczasowy układ, Rizzrack..."
"DCG_VO_roseleaf_rejuvinator_unique_06"	"Rooftrellen, czy to roztropne, ufać Bystrym?"
"DCG_VO_roseleaf_rejuvinator_unique_07"	"Bądź ostrożny, Rooftrellen. Wyrwidrzew zdradzi nas bez wahania."
"DCG_VO_roseleaf_rejuvinator_unique_08"	"Walczysz o szlachetną sprawę, Rix."
"DCG_VO_roseleaf_rejuvinator_healed_01"	"Aaach."
"DCG_VO_roseleaf_rejuvinator_healed_02"	"Dziękuję."
"DCG_VO_roseleaf_rejuvinator_healed_03"	"Czuję się odnowiona."
"DCG_VO_roseleaf_rejuvinator_death_01"	"<i>krzyczy</i>"
"DCG_VO_roseleaf_rejuvinator_undead_moan_01"	"<i>jęczy</i>"
"DCG_VO_roseleaf_rejuvinator_undead_anger_01"	"<i>warczy</i>"
"DCG_VO_champion_of_the_ancient_intro"	"Moi towarzysze poświęcili życie służbie Starożytnemu... Giną, tworząc ze swoich ciał żywą falę, która chroni Świetlistego przed Kanną i jej Mrocznymi heretykami. Ja dzięki błogosławieństwu Świetlistego stałem się miażdżącym czołem tej fali... i dam Mrocznym prawdziwy powód do przerażenia..."
"DCG_VO_champion_of_the_ancient_summon_01"	"Podziwiaj potęgę Starożytnego!"
"DCG_VO_champion_of_the_ancient_summon_02"	"Służę Starożytnemu!"
"DCG_VO_champion_of_the_ancient_summon_03"	"Wola Starożytnego jest wszechpotężna."
"DCG_VO_champion_of_the_ancient_ancient_attack_01"	"Twój Starożytny upadnie!"
"DCG_VO_champion_of_the_ancient_ancient_attack_02"	"Zniszczyć Starożytnego!"
"DCG_VO_champion_of_the_ancient_ancient_protect_01"	"Obronię Starożytnego za wszelką cenę."
"DCG_VO_champion_of_the_ancient_ancient_protect_02"	"Zostaw to mnie..."
"DCG_VO_champion_of_the_ancient_ancient_both_01"	"Za Starożytnego!"
"DCG_VO_champion_of_the_ancient_ancient_both_02"	"Na rozkaz Starożytnego..."
"DCG_VO_champion_of_the_ancient_hero_friend_01"	"Czego ci trzeba, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_02"	"Dziękuję za błogosławieństwo, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_03"	"Za Świetlistego!"
"DCG_VO_champion_of_the_ancient_hero_rival_01"	"Jesteś heretyczką, Kanna..."
"DCG_VO_champion_of_the_ancient_hero_rival_02"	"Zapłacisz za to, że odwróciłaś się od Świetlistego..."
"DCG_VO_champion_of_the_ancient_hero_rival_03"	"Prellex jest skłonna ci wybaczyć... ja nie."
"DCG_VO_champion_of_the_ancient_unique_01"	"Widziałem potęgę Mrocznego."
"DCG_VO_champion_of_the_ancient_unique_02"	"Będę posłuszny, Kanno."
"DCG_VO_champion_of_the_ancient_unique_03"	"Widziałem twoją moc, Kanno... Tylko ty możesz nas prowadzić."
"DCG_VO_champion_of_the_ancient_unique_04"	"Podziwiajcie potęgę Świetlistego!"
"DCG_VO_champion_of_the_ancient_unique_05"	"Utrzymam pozycję!"
"DCG_VO_champion_of_the_ancient_unique_06"	"Zatrzymam wszystkich!"
"DCG_VO_champion_of_the_ancient_unique_07"	"Jestem ci potrzebny do tego?"
"DCG_VO_champion_of_the_ancient_unique_08"	"Do tego wystarczyłaby jedynie cząstka mojej mocy..."
"DCG_VO_champion_of_the_ancient_healed_01"	"Aaach."
"DCG_VO_champion_of_the_ancient_healed_02"	"Niech spłynie na ciebie błogosławieństwo."
"DCG_VO_champion_of_the_ancient_healed_03"	"Odwdzięczę się."
"DCG_VO_champion_of_the_ancient_death_01"	"<i>krzyczy</i>"
"DCG_VO_champion_of_the_ancient_undead_moan_01"	"<i>jęczy</i>"
"DCG_VO_champion_of_the_ancient_undead_anger_01"	"<i>ryczy</i>"
"DCG_VO_red_mist_pillager_intro"	"Brązowy Legion jeszcze wierzy, że może nas zatrzymać w Różoliściu, ale widać już pierwsze pęknięcia. Tresdin ma urojenia, jeśli sądzi, że może walczyć z rebelią Rixa i Czerwoną Mgłą jednocześnie. Nie. Kamieniogród upadnie! To tylko kwestia czasu."
"DCG_VO_red_mist_pillager_summon_01"	"Chodźcie, bracia!"
"DCG_VO_red_mist_pillager_summon_02"	"Podane jak na tacy..."
"DCG_VO_red_mist_pillager_summon_03"	"Po mnie przyjdą inni."
"DCG_VO_red_mist_pillager_ancient_attack_01"	"<i>śmieje się maniakalnie</i>"
"DCG_VO_red_mist_pillager_ancient_attack_02"	"To będzie aż nazbyt łatwe..."
"DCG_VO_red_mist_pillager_ancient_protect_01"	"Nim się zorientujesz, będzie nas więcej..."
"DCG_VO_red_mist_pillager_ancient_protect_02"	"Szturmować wieżę!"
