"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_abaddon_kill_rival_10"	"None will stand against me and survive."
"DCG_VO_abaddon_use_include_01"	"A shield impenetrable."
"DCG_VO_abaddon_use_include_02"	"The mists will protect me."
"DCG_VO_abaddon_use_include_03"	"The mists will protect you."
"DCG_VO_abaddon_unique_01"	"I can show them my power."
"DCG_VO_abaddon_unique_02"	"Perhaps I'll remind them of my power."
"DCG_VO_abaddon_unique_03"	"The power of Avernus is unquestionable."
"DCG_VO_abaddon_unique_04"	"Come my friends, and bathe in the mist."
"DCG_VO_abaddon_unique_05"	"Let the Mist of Avernus make you strong."
"DCG_VO_abaddon_unique_06"	"My allies will receive the blessings of Avernus."
"DCG_VO_abaddon_unique_07"	"Only I can truly master the Mist of Avernus."
"DCG_VO_abaddon_unique_08"	"The mist has blessed me with power, and I will not squander it."
"DCG_VO_abaddon_unique_09"	"You were weak Maiden, but now you are strong."
"DCG_VO_abaddon_unique_10"	"The power is intoxicating, is it not Traxex?"
"DCG_VO_abaddon_unique_11"	"You defile my familial right!"
"DCG_VO_abaddon_unique_12"	"How dare you use my mist against me!"
"DCG_VO_abaddon_unique_13"	"¡SIENTO EL PODER!"
"DCG_VO_abaddon_unique_14"	"Feel the might of Avernus!"
"DCG_VO_abaddon_unique_15"	"Soon you will see the power of Avernus"
"DCG_VO_abaddon_unique_16"	"In time, no one will be able to stop us."
"DCG_VO_abaddon_unique_17"	"Fear my army!"
"DCG_VO_abaddon_unique_18"	"See how our power grows!"
"DCG_VO_abaddon_unique_19"	"Who can stand against this army?!"
"DCG_VO_abaddon_unique_20"	"We will destroy the enemies of Avernus."
"DCG_VO_abaddon_healed_01"	"Aaah."
"DCG_VO_abaddon_healed_02"	"Así mejor."
"DCG_VO_abaddon_healed_03"	"Bien."
"DCG_VO_abaddon_healed_04"	"Te lo agradezco."
"DCG_VO_abaddon_healed_05"	"My steed and I thank you."
"DCG_VO_abaddon_taunt_generic_01"	"For the house of Avernus!"
"DCG_VO_abaddon_taunt_generic_02"	"We ride to battle!"
"DCG_VO_abaddon_taunt_generic_03"	"I will not fail my House!"
"DCG_VO_abaddon_taunt_generic_04"	"Victory is ours to take!"
"DCG_VO_abaddon_taunt_generic_05"	"¡No fracasaremos!"
"DCG_VO_abaddon_taunt_generic_06"	"Glory awaits the House of Avernus."
"DCG_VO_abaddon_taunt_generic_07"	"Death to our enemies! "
"DCG_VO_abaddon_taunt_generic_08"	"Destroy their tower!"
"DCG_VO_abaddon_taunt_generic_09"	"Crush the ancient!"
"DCG_VO_abaddon_taunt_generic_10"	"Bring them low!"
"DCG_VO_abaddon_potential_kill_01"	"You thought you would survive?"
"DCG_VO_abaddon_potential_kill_02"	"Me parece que no."
"DCG_VO_abaddon_potential_kill_03"	"Esto aún no acaba."
"DCG_VO_abaddon_potential_kill_04"	"You thought you were so clever didn't you?"
"DCG_VO_abaddon_potential_kill_05"	"My victory is inevitable."
"DCG_VO_abaddon_potential_save_01"	"Justo lo que necesito."
"DCG_VO_abaddon_potential_save_02"	"You cannot kill me."
"DCG_VO_abaddon_potential_save_03"	"I fear no death."
"DCG_VO_abaddon_potential_save_04"	"The mist will protect me."
"DCG_VO_abaddon_potential_save_05"	"You dare try to kill the Lord of Avernus?"
"DCG_VO_abaddon_permanent_armor_01"	"None shall harm me."
"DCG_VO_abaddon_permanent_armor_02"	"The mist protects me."
"DCG_VO_abaddon_permanent_armor_03"	"I will be a force to be feared."
"DCG_VO_abaddon_permanent_armor_04"	"No one will get past me."
"DCG_VO_abaddon_permanent_armor_05"	"I fear no enemy."
"DCG_VO_abaddon_permanent_attack_01"	"I can barely contain my power."
"DCG_VO_abaddon_permanent_attack_02"	"Mi poder aumenta."
"DCG_VO_abaddon_permanent_attack_03"	"Fear the Lord of Avernus."
"DCG_VO_abaddon_permanent_attack_04"	"New power stirs within me."
"DCG_VO_abaddon_permanent_attack_05"	"Even now my strength grows."
"DCG_VO_abaddon_permanent_health_01"	"Sí..."
"DCG_VO_abaddon_permanent_health_02"	"I'll fight as along as I can."
"DCG_VO_abaddon_permanent_health_03"	"I feel stronger by the moment."
"DCG_VO_abaddon_permanent_health_04"	"The Lord of Avernus will never fall."
"DCG_VO_abaddon_permanent_health_05"	"I feel invigorated."
"DCG_VO_abaddon_cast_spell_01"	"behold my power!"
"DCG_VO_abaddon_cast_spell_02"	"The mists will not be denied."
"DCG_VO_abaddon_cast_spell_03"	"We will destroy our enemies!"
"DCG_VO_abaddon_cast_spell_04"	"No one will stop us!"
"DCG_VO_abaddon_cast_spell_05"	"Your fate was foretold in the mist."
"DCG_VO_abaddon_cast_spell_06"	"Pronto conocerás la derrota."
"DCG_VO_abaddon_cast_spell_07"	"The house of Avernus will show you no quarter."
"DCG_VO_abaddon_cast_spell_08"	"All who oppose us will be destroyed!"
"DCG_VO_abaddon_cast_spell_09"	"Gaze on my power."
"DCG_VO_abaddon_cast_spell_10"	"You should fear us."
"DCG_VO_abaddon_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_lycan_intro"	"My father was a good man. A regent over the lands of Slom, he ruled the small folk with fairness and justice. My mother was the picture of patience and compassion, a woman beloved by her people as if they were her children. And my siblings? Gods we were trouble. I remember the day we found Father's collection of ancient maps, Tressa thought it would be funny if we- it doesn't matter now. They're all dead. "
"DCG_VO_lycan_savage_wolf"	"My family was taken from me; but in my solitude I found a new family... and they will help me have my revenge."
"DCG_VO_lycan_savage_wolf_intro"	"The wolves follow me, but I am not their master... just their care taker."
"DCG_VO_lycan_unearthed_secrets_intro"	"For so long I was afraid to return home...but the time has come to confront the past."
"DCG_VO_lycan_equip_generic_weapon_01"	"I will have vengeance for the House of Ambry."
"DCG_VO_lycan_equip_generic_weapon_02"	"I'll tear my enemies apart!"
"DCG_VO_lycan_equip_generic_weapon_03"	"Necesitaba esto."
"DCG_VO_lycan_equip_generic_weapon_04"	"Maravilloso."
"DCG_VO_lycan_equip_generic_weapon_05"	"The wolves will feast on the bodies of our enemies."
"DCG_VO_lycan_equip_generic_armor_01"	"The last child of Slom must be protected."
"DCG_VO_lycan_equip_generic_armor_02"	"I won't be so easily killed."
"DCG_VO_lycan_equip_generic_armor_03"	"I must be ready for what's to come."
"DCG_VO_lycan_equip_generic_armor_04"	"We are at war, I must be ready."
"DCG_VO_lycan_equip_generic_armor_05"	"Thank you for the armor."
"DCG_VO_lycan_equip_generic_accessory_01"	"I am not accustomed to finery..."
"DCG_VO_lycan_equip_generic_accessory_02"	"I will use this."
"DCG_VO_lycan_equip_generic_accessory_03"	"Justo lo que necesito."
"DCG_VO_lycan_equip_generic_accessory_04"	"Perfecto."
"DCG_VO_lycan_equip_generic_accessory_05"	"Exquisito."
"DCG_VO_lycan_kill_rival_01"	"I will not be denied vengeance!"
"DCG_VO_lycan_kill_rival_02"	"Death to our enemies!"
"DCG_VO_lycan_kill_rival_03"	"¡Muere!"
"DCG_VO_lycan_kill_rival_04"	"I won't stop until we've won!"
"DCG_VO_lycan_kill_rival_05"	"You thought you could beat me?"
"DCG_VO_lycan_kill_rival_06"	"I'll give you a warrior's death."
"DCG_VO_lycan_kill_rival_07"	"No te sientas mal, era inevitable..."
"DCG_VO_lycan_kill_rival_08"	"I won't rest until my house is avenged."
"DCG_VO_lycan_kill_rival_09"	"Feel the wrath of house Ambry..."
"DCG_VO_lycan_kill_rival_10"	"The ghost of my father smiles on my victory."
"DCG_VO_lycan_use_include_01"	"My pack assembles..."
"DCG_VO_lycan_use_include_02"	"Wolves, to me!"
"DCG_VO_lycan_use_include_03"	"Come my friends... you must be hungry..."
"DCG_VO_lycan_unique_01"	"We must learn from our mistakes..."
"DCG_VO_lycan_unique_02"	"Sometimes wisdom can be found in the rubble..."
"DCG_VO_lycan_unique_03"	"House Ambry has fallen, but it is not dead."
"DCG_VO_lycan_unique_04"	"We must protect the tower!"
"DCG_VO_lycan_unique_05"	"I won't let this tower fall!"
"DCG_VO_lycan_unique_06"	"House Ambry will hold the line."
"DCG_VO_lycan_unique_07"	"Now is the time to strike!"
"DCG_VO_lycan_unique_08"	"Their destruction draws closer!"
"DCG_VO_lycan_unique_09"	"Take their tower!"
"DCG_VO_lycan_unique_10"	"This is the means through which I will have my revenge."
"DCG_VO_lycan_unique_11"	"A wicked blade for wicked deeds."
"DCG_VO_lycan_unique_12"	"Camino despejado"
"DCG_VO_lycan_unique_13"	"¡Este es nuestro momento!"
"DCG_VO_lycan_unique_14"	"There's no one to stop us!"
"DCG_VO_lycan_unique_15"	"Are you hungry my friend?"
"DCG_VO_lycan_unique_16"	"My wolves will tear your throats out..."
"DCG_VO_lycan_unique_17"	"The house of Ambry stands with the house of Avernus."
"DCG_VO_lycan_unique_18"	"You'll pay dearly for that."
"DCG_VO_lycan_unique_19"	"¡NO!"
"DCG_VO_lycan_unique_20"	"They were all I had left..."
"DCG_VO_lycan_healed_01"	"Aaah."
"DCG_VO_lycan_healed_02"	"thank you."
"DCG_VO_lycan_healed_03"	"My thanks."
"DCG_VO_lycan_healed_04"	"Te debo una."
"DCG_VO_lycan_healed_05"	"No lo olvidaré."
"DCG_VO_lycan_taunt_generic_01"	"Tear it apart, brick by brick!"
"DCG_VO_lycan_taunt_generic_02"	"We must be relentless!"
"DCG_VO_lycan_taunt_generic_03"	"¡No les tengan piedad!"
"DCG_VO_lycan_taunt_generic_04"	"Take them down!"
"DCG_VO_lycan_taunt_generic_05"	"¡Destruyan la Torre Ancestral!"
"DCG_VO_lycan_taunt_generic_06"	"¡Derriben la Torre Ancestral!"
"DCG_VO_lycan_taunt_generic_07"	"Rip them apart!"
"DCG_VO_lycan_taunt_generic_08"	"We can win this battle!"
"DCG_VO_lycan_taunt_generic_09"	"This battle is ours to lose!"
"DCG_VO_lycan_taunt_generic_10"	"We won't stop until they're destroyed!"
"DCG_VO_lycan_potential_kill_01"	"Nothing deters me from the hunt..."
"DCG_VO_lycan_potential_kill_02"	"You are my prey..."
"DCG_VO_lycan_potential_kill_03"	"No tienes escapatoria..."
"DCG_VO_lycan_potential_kill_04"	"You can't outrun me..."
"DCG_VO_lycan_potential_kill_05"	"No creas que vas a escaparte."
"DCG_VO_lycan_potential_save_01"	"Eso no bastará..."
"DCG_VO_lycan_potential_save_02"	"You can't outwit me..."
"DCG_VO_lycan_potential_save_03"	"My instincts will protect me..."
"DCG_VO_lycan_potential_save_04"	"Who do you think is hunting who?"
"DCG_VO_lycan_potential_save_05"	"Better men have tried to kill me..."
"DCG_VO_lycan_permanent_armor_01"	"My survival instincts are honed..."
"DCG_VO_lycan_permanent_armor_02"	"I'm the last of my house, I cannot die."
"DCG_VO_lycan_permanent_armor_03"	"Estoy protegido."
"DCG_VO_lycan_permanent_armor_04"	"Ambry will not fall again."
"DCG_VO_lycan_permanent_armor_05"	"I won't leave the battlefield..."
"DCG_VO_lycan_permanent_attack_01"	"I am stronger now..."
"DCG_VO_lycan_permanent_attack_02"	"I'm ready to rip the throat of my enemies..."
"DCG_VO_lycan_permanent_attack_03"	"La venganza será mía..."
"DCG_VO_lycan_permanent_attack_04"	"I have the strength to kill my enemies..."
"DCG_VO_lycan_permanent_attack_05"	"My revenge will be swift..."
"DCG_VO_lycan_permanent_health_01"	"Puedo sobrevivir a todo..."
"DCG_VO_lycan_permanent_health_02"	"¡No moriré en este lugar!"
"DCG_VO_lycan_permanent_health_03"	"The blood of house Ambry is strong."
"DCG_VO_lycan_permanent_health_04"	"No one is tougher than me..."
"DCG_VO_lycan_permanent_health_05"	"No temo a nadie..."
"DCG_VO_lycan_cast_spell_01"	"A gift from house Ambry..."
"DCG_VO_lycan_cast_spell_02"	"¡Que empiece la caza!"
"DCG_VO_lycan_cast_spell_03"	"Kill our enemies!"
"DCG_VO_lycan_cast_spell_04"	"For house Ambry!"
"DCG_VO_lycan_cast_spell_05"	"I will have satisfaction..."
"DCG_VO_lycan_cast_spell_06"	"I won't fail my family..."
"DCG_VO_lycan_cast_spell_07"	"I won't lose this battle..."
"DCG_VO_lycan_cast_spell_08"	"This is my dominion!"
"DCG_VO_lycan_cast_spell_09"	"¡No pueden detenernos!"
"DCG_VO_lycan_cast_spell_10"	"Justice comes for you..."
"DCG_VO_lycan_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_thunderhide_packmate_summon_01_01"	"<i>Bellowing exhale</i>"
"DCG_VO_thunderhide_packmate_summon_01_02"	"<i>Low roar</i>"
"DCG_VO_thunderhide_packmate_summon_01_03"	"<i>Bellowing exhale</i>"
"DCG_VO_thunderhide_packmate_summon_01_04"	"<i>Bellowing exhale</i>"
"DCG_VO_thunderhide_packmate_summon_03_01"	"<i>Rugido atronador</i>"
"DCG_VO_thunderhide_packmate_summon_03_02"	"<i>Rugido atronador</i>"
"DCG_VO_thunderhide_packmate_summon_03_03"	"<i>Rugido atronador</i>"
"DCG_VO_thunderhide_packmate_healed_01_01"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_packmate_healed_01_02"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_packmate_healed_01_03"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_packmate_healed_01_04"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_packmate_summon_03"	"<i>Big roar</i>"
"DCG_VO_thunderhide_packmate_healed_01"	"<i>Relaxed/soothing</i>"
"DCG_VO_thunderhide_packmate_healed_02"	"<i>Relaxed/soothing</i>"
"DCG_VO_thunderhide_packmate_healed_03"	"<i>Relaxed/soothing</i>"
"DCG_VO_thunderhide_packmate_death_01"	"<i>Screams</i>"
"DCG_VO_thunderhide_alpha_summon_01_01"	"<i>Loud roar</i>"
"DCG_VO_thunderhide_alpha_summon_01_02"	"<i>Loud roar</i>"
"DCG_VO_thunderhide_alpha_summon_01_04"	"<i>Loud roar</i>"
"DCG_VO_thunderhide_alpha_summon_02_01"	"<i>Roar that shakes the heavens</i>"
"DCG_VO_thunderhide_alpha_summon_02_02"	"<i>Roar that shakes the heavens</i>"
"DCG_VO_thunderhide_alpha_summon_02_03"	"<i>Roar that shakes the heavens</i>"
"DCG_VO_thunderhide_alpha_summon_02_04"	"<i>Roar that shakes the heavens</i>"
"DCG_VO_thunderhide_alpha_healed_01_01"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_alpha_healed_01_02"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_alpha_healed_01_03"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_alpha_healed_01_04"	"<i>Contented exhale</i>"
"DCG_VO_thunderhide_alpha_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_loyal_boar_summon_01_01"	"<i>Threatening snarl</i>"
"DCG_VO_loyal_boar_summon_01_02"	"<i>Threatening snarl</i>"
"DCG_VO_loyal_boar_summon_01_03"	"<i>Threatening snarl</i>"
"DCG_VO_loyal_boar_healed_01_03"	"<i>Contented exhale</i>"
"DCG_VO_loyal_boar_healed_02_01"	"<i>Contented exhale</i>"
"DCG_VO_loyal_boar_healed_02_02"	"<i>Contented exhale</i>"
"DCG_VO_loyal_boar_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_rampaging_hellbear_summon_02_05"	"<i>Simmering displeasure</i>"
"DCG_VO_rampaging_hellbear_summon_03_01"	"<i>Predatory growl</i>"
"DCG_VO_rampaging_hellbear_summon_03_02"	"<i>Predatory growl</i>"
"DCG_VO_rampaging_hellbear_summon_03_03"	"<i>Predatory growl</i>"
"DCG_VO_rampaging_hellbear_summon_03_04"	"<i>Predatory growl</i>"
"DCG_VO_rampaging_hellbear_summon_03_05"	"<i>Predatory growl</i>"
"DCG_VO_rampaging_hellbear_summon_02"	"<i>Hostile warning</i>"
"DCG_VO_rampaging_hellbear_summon_03"	"<i>Big roar</i>"
"DCG_VO_rampaging_hellbear_healed_01_01"	"<i>Contented exhale</i>"
"DCG_VO_rampaging_hellbear_healed_01_02"	"<i>Contented exhale</i>"
"DCG_VO_rampaging_hellbear_healed_01_03"	"<i>Contented exhale</i>"
"DCG_VO_rampaging_hellbear_death_01"	"<i>Screams</i>"
"DCG_VO_hellbear_crippler_summon_02_01"	"¡Grrr!"
"DCG_VO_hellbear_crippler_summon_03_01"	"<i>Menacing Growl</i>"
"DCG_VO_hellbear_crippler_summon_03_03"	"<i>Menacing Growl</i>"
"DCG_VO_hellbear_crippler_healed_01_03"	"<i>Contented exhale</i>"
"DCG_VO_hellbear_crippler_healed_01_04"	"<i>Contented exhale</i>"
"DCG_VO_hellbear_crippler_death_01"	"<i>Screams</i>"
"DCG_VO_savage_wolf_growls_01"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_02"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_03"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_04"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_05"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_06"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_07"	"<i>Snarls</i>"
"DCG_VO_savage_wolf_growls_12"	"<i>Pained whimper</i>"
"DCG_VO_savage_wolf_death_01"	"<i>Screams</i>"
"DCG_VO_hound_of_war_summon_01_03"	"<i>Aggressive Barking</i>"
"DCG_VO_hound_of_war_summon_01_04"	"<i>Aggressive Barking</i>"
"DCG_VO_hound_of_war_summon_03_02"	"<i>Violent snarls</i>"
"DCG_VO_hound_of_war_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_blood_golem_intro"	"The price was paid. I Obey. I Fight. I Kill. "
"DCG_VO_blood_golem_summon_01"	"Yes master."
"DCG_VO_blood_golem_summon_02"	"I serve."
"DCG_VO_blood_golem_summon_03"	"Muere."
"DCG_VO_blood_golem_ancient_attack_01"	"<i>Rugidos</i>"
"DCG_VO_blood_golem_ancient_attack_02"	"<i>Rugidos</i>"
"DCG_VO_blood_golem_ancient_protect_01"	"Coraza."
"DCG_VO_blood_golem_ancient_protect_02"	"¡Defender!"
"DCG_VO_blood_golem_healed_01"	"¡¡¡¡Ahhhh!!!!"
"DCG_VO_blood_golem_healed_02"	"<i>suspiro de alivio</i>"
"DCG_VO_blood_golem_healed_03"	"<i>suspiro de alivio</i>"
"DCG_VO_blood_golem_death_01"	"<i>screams</i>"
"DCG_VO_prowler_vanguard_intro"	"I don't know why the child is important... all I know is that we have been charged with her protection, and we won't let the shaman down."
"DCG_VO_prowler_vanguard_summon_01"	"Here to protect."
"DCG_VO_prowler_vanguard_summon_02"	"Stay by my side."
"DCG_VO_prowler_vanguard_summon_03"	"Puedo con lo que sea."
"DCG_VO_prowler_vanguard_ancient_attack_01"	"I'm here to help!"
"DCG_VO_prowler_vanguard_ancient_attack_02"	"What do you need me to do?"
"DCG_VO_prowler_vanguard_ancient_protect_01"	"I'll hold the line."
"DCG_VO_prowler_vanguard_ancient_protect_02"	"No pasarán por aquí."
"DCG_VO_prowler_vanguard_ancient_both_01"	"I'll give my life if it means victory."
"DCG_VO_prowler_vanguard_ancient_both_02"	"We can't give up!"
"DCG_VO_prowler_vanguard_hero_friend_01"	"The girl is safe in our care."
"DCG_VO_prowler_vanguard_hero_friend_02"	"Tell us what you need Shaman..."
"DCG_VO_prowler_vanguard_hero_friend_03"	"It was wise of you to trust The Prowlers..."
"DCG_VO_prowler_vanguard_hero_rival_01"	"The Ancients aren't welcome here!"
"DCG_VO_prowler_vanguard_hero_rival_02"	"What are you going to do to me Viper..."
"DCG_VO_prowler_vanguard_hero_rival_03"	"The Red Mist doesn't belong here!"
"DCG_VO_prowler_vanguard_unique_01"	"No one is getting past us..."
"DCG_VO_prowler_vanguard_unique_02"	"It's an honor to fight by your side."
"DCG_VO_prowler_vanguard_unique_03"	"They're not going to be able to move us..."
"DCG_VO_prowler_vanguard_unique_04"	"You're safe with me Enchantress..."
"DCG_VO_prowler_vanguard_unique_05"	"We work well together Lycan."
"DCG_VO_prowler_vanguard_unique_06"	"Thanks for your help Lycan..."
"DCG_VO_prowler_vanguard_unique_07"	"I'll protect you Luna."
"DCG_VO_prowler_vanguard_unique_08"	"I'll buy you as much time as I can."
"DCG_VO_prowler_vanguard_healed_01"	"Aaah."
"DCG_VO_prowler_vanguard_healed_02"	"Gracias."
"DCG_VO_prowler_vanguard_healed_03"	"Thanks for looking after me."
"DCG_VO_prowler_vanguard_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_troll_soothsayer_intro"	"The Red Mist Horde is just the beginning. Another force is coming. I've felt it in the winds and seen it in the bones. Something Dark. Something Seductive. Something Evil.  If we don't prepare for its arrival, it will certainly consume us all."
"DCG_VO_troll_soothsayer_summon_01"	"Dark times are coming..."
"DCG_VO_troll_soothsayer_summon_02"	"I know what your future holds."
"DCG_VO_troll_soothsayer_summon_03"	"I've come to bring wisdom..."
"DCG_VO_troll_soothsayer_ancient_attack_01"	"The end is near..."
"DCG_VO_troll_soothsayer_ancient_attack_02"	"I see victory in our future..."
"DCG_VO_troll_soothsayer_ancient_protect_01"	"The bones will tell us what to do..."
"DCG_VO_troll_soothsayer_ancient_protect_02"	"I shall consult the bones..."
"DCG_VO_troll_soothsayer_ancient_both_01"	"The future is... Malleable"
"DCG_VO_troll_soothsayer_ancient_both_02"	"We are being tested by the gods... we must not fail."
"DCG_VO_troll_soothsayer_hero_friend_01"	"I am at your service, my Chieftain."
"DCG_VO_troll_soothsayer_hero_friend_03"	"You walk a dangerous path Rix, be careful."
"DCG_VO_troll_soothsayer_hero_rival_01"	"It's time for your leadership to end, Chieftain!"
"DCG_VO_troll_soothsayer_hero_rival_02"	"Rix...I will save you from yourself."
"DCG_VO_troll_soothsayer_hero_rival_03"	"You befoul this place with your presence Shadow Fiend!"
"DCG_VO_troll_soothsayer_unique_01"	"Protect me Enchantress, and you'll be rewarded."
"DCG_VO_troll_soothsayer_unique_02"	"Treant - together we will do great things."
"DCG_VO_troll_soothsayer_unique_03"	"Don't kill me Lich, I'm more valuable to you alive."
"DCG_VO_troll_soothsayer_unique_08"	"Keep me safe, and I will show you the future."
"DCG_VO_troll_soothsayer_healed_01"	"aaah."
"DCG_VO_troll_soothsayer_healed_02"	"I knew this was not my time."
"DCG_VO_troll_soothsayer_healed_03"	"I saw your mercy in the bones."
"DCG_VO_troll_soothsayer_death_01"	"<i>Screams</i>"
"DCG_VO_roseleaf_rejuvinator_intro"	"The Treants of Roseleaf and the Vhoul have lived together peacefully for generations. But now interlopers have turned our home into a battlefield. We have made the call to our cousins in the Vale of Augury - the Vhoul must be protected... and those that would despoil this place must be destroyed."
"DCG_VO_roseleaf_rejuvinator_summon_01"	"Your deliverance is at hand."
"DCG_VO_roseleaf_rejuvinator_summon_02"	"I will protect you."
"DCG_VO_roseleaf_rejuvinator_summon_03"	"We will protect the weak."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_01"	"It's only a matter of time before they fall."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_02"	"¡Este es nuestro momento!"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_01"	"This will not fall!"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_02"	"Salvation has arrived."
"DCG_VO_roseleaf_rejuvinator_ancient_both_01"	"Together we will stand tall!"
"DCG_VO_roseleaf_rejuvinator_ancient_both_02"	"¡Este lugar está bajo mi protección!"
"DCG_VO_roseleaf_rejuvinator_hero_friend_01"	"It's an honor to stand with you Rooftrellen..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_02"	"Juntos protegeremos el bosque..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_03"	"Time to deal with these interlopers."
"DCG_VO_roseleaf_rejuvinator_hero_rival_01"	"I've waited for this moment Timbersaw..."
"DCG_VO_roseleaf_rejuvinator_hero_rival_02"	"¡Los Ingeniosos no son bienvenidos aquí!"
"DCG_VO_roseleaf_rejuvinator_hero_rival_03"	"You'll answer for what you've done Timbersaw..."
"DCG_VO_roseleaf_rejuvinator_unique_01"	"Greetings brother."
"DCG_VO_roseleaf_rejuvinator_unique_02"	"The Vhoul are under our protection."
"DCG_VO_roseleaf_rejuvinator_unique_03"	"You're obnoxious Mazzie... yet strangely endearing."
"DCG_VO_roseleaf_rejuvinator_unique_04"	"You have much to atone for Timbersaw..."
"DCG_VO_roseleaf_rejuvinator_unique_05"	"This is a temporary alliance Rizzrack..."
"DCG_VO_roseleaf_rejuvinator_unique_06"	"Rooftrellen, ¿Seguro que se puede confiar en los Ingeniosos?"
"DCG_VO_roseleaf_rejuvinator_unique_07"	"Be careful Rooftrellen, Timbersaw won't hesitate to betray us."
"DCG_VO_roseleaf_rejuvinator_unique_08"	"Your cause is a noble one Rix."
"DCG_VO_roseleaf_rejuvinator_healed_01"	"Aaah."
"DCG_VO_roseleaf_rejuvinator_healed_02"	"Gracias."
"DCG_VO_roseleaf_rejuvinator_healed_03"	"I feel renewed."
"DCG_VO_roseleaf_rejuvinator_death_01"	"<i>¡Aaaaaah!</i>"
"DCG_VO_roseleaf_rejuvinator_undead_moan_01"	"<i>moan</i>"
"DCG_VO_roseleaf_rejuvinator_undead_anger_01"	"<i>growl</i>"
"DCG_VO_champion_of_the_ancient_intro"	"Mi pueblo ha dedicado su vida a servir a la Torre Ancestral, ofreciéndonos a ser una marea de cuerpos que protegerán al Resplandor de Kanna y sus heréticos de la Oscuridad. Gracias a la bendición del Resplandor, me he convertido en la primera ola de esa marea, y conmigo la Oscuridad tendrá algo que temer."
"DCG_VO_champion_of_the_ancient_summon_01"	"Behold the Ancient's power!"
"DCG_VO_champion_of_the_ancient_summon_02"	"I serve the Ancient!"
"DCG_VO_champion_of_the_ancient_summon_03"	"The Radient's will is absolute."
"DCG_VO_champion_of_the_ancient_ancient_attack_01"	"Your Ancient will fall!"
"DCG_VO_champion_of_the_ancient_ancient_attack_02"	"¡Destruyan la Torre Ancestral!"
"DCG_VO_champion_of_the_ancient_ancient_protect_01"	"Protegeré al Ancestro aunque me cueste la vida."
"DCG_VO_champion_of_the_ancient_ancient_protect_02"	"Déjamelo a mí..."
"DCG_VO_champion_of_the_ancient_ancient_both_01"	"¡Por el Ancestro!"
"DCG_VO_champion_of_the_ancient_ancient_both_02"	"Por orden del Ancestro."
"DCG_VO_champion_of_the_ancient_hero_friend_01"	"What do you need of me, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_02"	"Thank you for your blessing, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_03"	"¡Por el Resplandor!"
"DCG_VO_champion_of_the_ancient_hero_rival_01"	"You're a heretic, Kanna..."
"DCG_VO_champion_of_the_ancient_hero_rival_02"	"Pagarás por darle la espalda al Resplandor..."
"DCG_VO_champion_of_the_ancient_hero_rival_03"	"Prellex is willing to forgive...I am not."
"DCG_VO_champion_of_the_ancient_unique_01"	"He visto el poder de la Oscuridad."
"DCG_VO_champion_of_the_ancient_unique_02"	"I will obey, Kanna."
"DCG_VO_champion_of_the_ancient_unique_03"	"I've seen your power Kanna...only you are fit to lead."
"DCG_VO_champion_of_the_ancient_unique_04"	"¡Contemplen el poder del Resplandor!"
"DCG_VO_champion_of_the_ancient_unique_05"	"I will hold the line!"
"DCG_VO_champion_of_the_ancient_unique_06"	"They won't get past me!"
"DCG_VO_champion_of_the_ancient_unique_07"	"You needed me for this?"
"DCG_VO_champion_of_the_ancient_unique_08"	"This is but a fraction of my power..."
"DCG_VO_champion_of_the_ancient_healed_01"	"Aaah."
"DCG_VO_champion_of_the_ancient_healed_02"	"Many blessings upon you."
