"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮尔庞特与我时常意见相左，但是他很聪明，知道激怒虚空假面有多危险。我不是很喜欢超维视界条约，因为操纵时空很好玩。但你知道还有什么更好玩吗？就是不让自己的时间线被抹去。"
"DCG_VO_lycan_equip_generic_accessory_03"	"正是我需要的。"
"DCG_VO_lycan_equip_generic_accessory_04"	"完美。"
"DCG_VO_lycan_equip_generic_accessory_05"	"精致。"
"DCG_VO_lycan_kill_rival_01"	"谁也阻挡不了我复仇的步伐！"
"DCG_VO_lycan_kill_rival_02"	"让敌人去死吧！"
"DCG_VO_lycan_kill_rival_03"	"去死吧！"
"DCG_VO_lycan_kill_rival_04"	"战斗不止，直到最终胜利！"
"DCG_VO_lycan_kill_rival_05"	"你觉得你能打败我？"
"DCG_VO_lycan_kill_rival_06"	"我会让你死得像个战士。"
"DCG_VO_lycan_kill_rival_07"	"你必死无疑。"
"DCG_VO_lycan_kill_rival_08"	"我会为了家族的复仇而战斗到底。"
"DCG_VO_lycan_kill_rival_09"	"感受安布里家族的愤怒……"
"DCG_VO_lycan_kill_rival_10"	"胜利会让父亲在九泉之下感到欣慰。"
"DCG_VO_lycan_use_include_01"	"我的狼群集结起来吧……"
"DCG_VO_lycan_use_include_02"	"狼群，靠过来！"
"DCG_VO_lycan_use_include_03"	"来吧，朋友们……你们一定饿了……"
"DCG_VO_lycan_unique_01"	"前车之鉴，后事之师……"
"DCG_VO_lycan_unique_02"	"吃一堑，长一智……"
"DCG_VO_lycan_unique_03"	"安布里家族沦陷了，但并没有灭亡。"
"DCG_VO_lycan_unique_04"	"护好塔！"
"DCG_VO_lycan_unique_05"	"我不会让这座塔倒下！"
"DCG_VO_lycan_unique_06"	"安布里家族会死守防线。"
"DCG_VO_lycan_unique_07"	"立即进攻！"
"DCG_VO_lycan_unique_08"	"他们的末日近了！"
"DCG_VO_lycan_unique_09"	"拆塔！"
"DCG_VO_lycan_unique_10"	"有了这个，我的大仇必报！"
"DCG_VO_lycan_unique_11"	"工欲善其事，必先利其器。"
"DCG_VO_lycan_unique_12"	"兵线上没有敌人！"
"DCG_VO_lycan_unique_13"	"时机成熟了！"
"DCG_VO_lycan_unique_14"	"没人能阻止我们！"
"DCG_VO_lycan_unique_15"	"你饿不饿，伙计？"
"DCG_VO_lycan_unique_16"	"我的狼群会撕碎你的喉咙……"
"DCG_VO_lycan_unique_17"	"安布里家族与魔霭家族并肩作战！"
"DCG_VO_lycan_unique_18"	"你会为此付出沉重的代价。"
"DCG_VO_lycan_unique_19"	"不！"
"DCG_VO_lycan_unique_20"	"除了他们，我一无所有……"
"DCG_VO_lycan_healed_01"	"啊……"
"DCG_VO_lycan_healed_02"	"谢谢你。"
"DCG_VO_lycan_healed_03"	"感谢。"
"DCG_VO_lycan_healed_04"	"我欠你一次。"
"DCG_VO_lycan_healed_05"	"我不会忘记的。"
"DCG_VO_lycan_taunt_generic_01"	"拆了它，片瓦不留！"
"DCG_VO_lycan_taunt_generic_02"	"我们必须紧咬不放！"
"DCG_VO_lycan_taunt_generic_03"	"不要放过他们！"
"DCG_VO_lycan_taunt_generic_04"	"干掉他们！"
"DCG_VO_lycan_taunt_generic_05"	"摧毁遗迹！"
"DCG_VO_lycan_taunt_generic_06"	"粉碎遗迹！"
"DCG_VO_lycan_taunt_generic_07"	"撕碎他们！"
"DCG_VO_lycan_taunt_generic_08"	"我们必胜！"
"DCG_VO_lycan_taunt_generic_09"	"胜利属于我们！"
"DCG_VO_lycan_taunt_generic_10"	"奋战到底，摧毁敌人！"
"DCG_VO_lycan_potential_kill_01"	"没人能阻止我大肆猎杀……"
"DCG_VO_lycan_potential_kill_02"	"你是我盯上的猎物……"
"DCG_VO_lycan_potential_kill_03"	"没人逃得出我的手掌心……"
"DCG_VO_lycan_potential_kill_04"	"你跑不掉的……"
"DCG_VO_lycan_potential_kill_05"	"躲也没用……"
"DCG_VO_lycan_potential_save_01"	"还早得很呢……"
"DCG_VO_lycan_potential_save_02"	"就凭你那点小聪明……"
"DCG_VO_lycan_potential_save_03"	"我直觉强着呢……"
"DCG_VO_lycan_potential_save_04"	"你觉得是谁在杀谁？"
"DCG_VO_lycan_potential_save_05"	"比你强的人也杀不了我……"
"DCG_VO_lycan_permanent_armor_01"	"我的生存本能更加敏锐了……"
"DCG_VO_lycan_permanent_armor_02"	"我是家族的最后血脉，我不能死。"
"DCG_VO_lycan_permanent_armor_03"	"我安全了……"
"DCG_VO_lycan_permanent_armor_04"	"安布里不会再次倒下。"
"DCG_VO_lycan_permanent_armor_05"	"我不会离开战场……"
"DCG_VO_lycan_permanent_attack_01"	"我更强壮了……"
"DCG_VO_lycan_permanent_attack_02"	"我要割开敌人的喉咙……"
"DCG_VO_lycan_permanent_attack_03"	"我将报仇雪恨……"
"DCG_VO_lycan_permanent_attack_04"	"敌人将被我踩在脚下……"
"DCG_VO_lycan_permanent_attack_05"	"我的复仇将会迅速凶猛……"
"DCG_VO_lycan_permanent_health_01"	"没有什么能打倒我……"
"DCG_VO_lycan_permanent_health_02"	"我不会死在这里……"
"DCG_VO_lycan_permanent_health_03"	"安布里家族的人都流着坚毅的血。"
"DCG_VO_lycan_permanent_health_04"	"没人比我更强大……"
"DCG_VO_lycan_permanent_health_05"	"利刃不足为惧。"
"DCG_VO_lycan_cast_spell_01"	"来自安布里家族的礼物……"
"DCG_VO_lycan_cast_spell_02"	"狩猎开始了……"
"DCG_VO_lycan_cast_spell_03"	"杀啊！"
"DCG_VO_lycan_cast_spell_04"	"为了安布里家族！"
"DCG_VO_lycan_cast_spell_05"	"我会报仇雪恨……"
"DCG_VO_lycan_cast_spell_06"	"我不会让家族失望……"
"DCG_VO_lycan_cast_spell_07"	"我不会输掉这场战斗……"
"DCG_VO_lycan_cast_spell_08"	"这是我的地盘！"
"DCG_VO_lycan_cast_spell_09"	"你没办法阻止我。"
"DCG_VO_lycan_cast_spell_10"	"正义得到伸张……"
"DCG_VO_lycan_death_01"	"<i>尖叫</i>"
"DCG_VO_thunderhide_packmate_summon_01_01"	"<i>怒吼的呼气</i>"
"DCG_VO_thunderhide_packmate_summon_01_02"	"<i>低声咆哮</i>"
"DCG_VO_thunderhide_packmate_summon_01_03"	"<i>怒吼的呼气</i>"
"DCG_VO_thunderhide_packmate_summon_01_04"	"<i>怒吼的呼气</i>"
"DCG_VO_thunderhide_packmate_summon_03_01"	"<i>高声咆哮</i>"
"DCG_VO_thunderhide_packmate_summon_03_02"	"<i>高声咆哮</i>"
"DCG_VO_thunderhide_packmate_summon_03_03"	"<i>高声咆哮</i>"
"DCG_VO_thunderhide_packmate_healed_01_01"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_packmate_healed_01_02"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_packmate_healed_01_03"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_packmate_healed_01_04"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_packmate_summon_03"	"<i>大声咆哮</i>"
"DCG_VO_thunderhide_packmate_healed_01"	"<i>放松/镇定</i>"
"DCG_VO_thunderhide_packmate_healed_02"	"<i>放松/镇定</i>"
"DCG_VO_thunderhide_packmate_healed_03"	"<i>放松/镇定</i>"
"DCG_VO_thunderhide_packmate_death_01"	"<i>尖叫</i>"
"DCG_VO_thunderhide_alpha_summon_01_01"	"<i>大声的咆哮</i>"
"DCG_VO_thunderhide_alpha_summon_01_02"	"<i>大声的咆哮</i>"
"DCG_VO_thunderhide_alpha_summon_01_04"	"<i>大声的咆哮</i>"
"DCG_VO_thunderhide_alpha_summon_02_01"	"<i>震撼天地的咆哮</i>"
"DCG_VO_thunderhide_alpha_summon_02_02"	"<i>震撼天地的咆哮</i>"
"DCG_VO_thunderhide_alpha_summon_02_03"	"<i>震撼天地的咆哮</i>"
"DCG_VO_thunderhide_alpha_summon_02_04"	"<i>震撼天地的咆哮</i>"
"DCG_VO_thunderhide_alpha_healed_01_01"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_alpha_healed_01_02"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_alpha_healed_01_03"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_alpha_healed_01_04"	"<i>自满的呼气</i>"
"DCG_VO_thunderhide_alpha_death_01"	"<i>尖叫</i>"
"DCG_VO_plague_ward_hiss_02"		"<i>邪恶的嘶嘶声</i>"
"DCG_VO_plague_ward_pain_01"		"<i>痛苦地抽搐</i>"
"DCG_VO_plague_ward_pain_08"		"<i>厌恶地缩后</i>"
"DCG_VO_loyal_boar_summon_01_01"	"<i>威胁的嚎叫</i>"
"DCG_VO_loyal_boar_summon_01_02"	"<i>威胁的嚎叫</i>"
"DCG_VO_loyal_boar_summon_01_03"	"<i>威胁的嚎叫</i>"
"DCG_VO_loyal_boar_healed_01_03"	"<i>自满的呼气</i>"
"DCG_VO_loyal_boar_healed_02_01"	"<i>自满的呼气</i>"
"DCG_VO_loyal_boar_healed_02_02"	"<i>自满的呼气</i>"
"DCG_VO_loyal_boar_death_01"	"<i>尖叫</i>"
"DCG_VO_rampaging_hellbear_summon_02_05"	"<i>不满意的嘶嘶声</i>"
"DCG_VO_rampaging_hellbear_summon_03_01"	"<i>掠食性的嗥叫</i>"
"DCG_VO_rampaging_hellbear_summon_03_02"	"<i>掠食性的嗥叫</i>"
"DCG_VO_rampaging_hellbear_summon_03_03"	"<i>掠食性的嗥叫</i>"
"DCG_VO_rampaging_hellbear_summon_03_04"	"<i>掠食性的嗥叫</i>"
"DCG_VO_rampaging_hellbear_summon_03_05"	"<i>掠食性的嗥叫</i>"
"DCG_VO_rampaging_hellbear_summon_02"	"<i>带有敌意的警告</i>"
"DCG_VO_rampaging_hellbear_summon_03"	"<i>大声咆哮</i>"
"DCG_VO_rampaging_hellbear_healed_01_01"	"<i>自满的呼气</i>"
"DCG_VO_rampaging_hellbear_healed_01_02"	"<i>自满的呼气</i>"
"DCG_VO_rampaging_hellbear_healed_01_03"	"<i>自满的呼气</i>"
"DCG_VO_rampaging_hellbear_death_01"	"<i>尖叫</i>"
"DCG_VO_hellbear_crippler_summon_02_01"	"<i>低吼</i>"
"DCG_VO_hellbear_crippler_summon_03_01"	"<i>威胁的嗥叫</i>"
"DCG_VO_hellbear_crippler_summon_03_03"	"<i>威胁的嗥叫</i>"
"DCG_VO_hellbear_crippler_healed_01_03"	"<i>自满的呼气</i>"
"DCG_VO_hellbear_crippler_healed_01_04"	"<i>自满的呼气</i>"
"DCG_VO_hellbear_crippler_death_01"	"<i>尖叫</i>"
"DCG_VO_savage_wolf_growls_01"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_02"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_03"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_04"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_05"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_06"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_07"	"<i>嚎叫</i>"
"DCG_VO_savage_wolf_growls_12"	"<i>痛苦的呜咽</i>"
"DCG_VO_savage_wolf_death_01"	"<i>尖叫</i>"
"DCG_VO_hound_of_war_summon_01_03"	"<i>狂吠</i>"
"DCG_VO_hound_of_war_summon_01_04"	"<i>狂吠</i>"
"DCG_VO_hound_of_war_summon_03_02"	"<i>暴怒嚎叫</i>"
"DCG_VO_hound_of_war_death_01"	"<i>尖叫</i>"
"DCG_VO_blood_golem_intro"	"钱款已付。我遵命、作战、杀人。"
"DCG_VO_blood_golem_summon_01"	"遵命，主人。"
"DCG_VO_blood_golem_summon_02"	"为主人服务。"
"DCG_VO_blood_golem_summon_03"	"去死！"
"DCG_VO_blood_golem_ancient_attack_01"	"<i>咆哮</i>"
"DCG_VO_blood_golem_ancient_attack_02"	"<i>咆哮</i>"
"DCG_VO_blood_golem_ancient_protect_01"	"保护。"
"DCG_VO_blood_golem_ancient_protect_02"	"防守。"
"DCG_VO_blood_golem_healed_01"	"啊……"
"DCG_VO_blood_golem_healed_02"	"<i>啊/舒缓</i>"
"DCG_VO_blood_golem_healed_03"	"<i>啊/舒缓</i>"
"DCG_VO_blood_golem_death_01"	"<i>尖叫</i>"
"DCG_VO_prowler_vanguard_intro"	"我不知道那孩子为何如此重要……我只知道保护她是我们的责任，而我们不会让萨满失望。"
"DCG_VO_prowler_vanguard_summon_01"	"我来保护你们。"
"DCG_VO_prowler_vanguard_summon_02"	"站在我身边。"
"DCG_VO_prowler_vanguard_summon_03"	"我已做好万全准备……"
"DCG_VO_prowler_vanguard_ancient_attack_01"	"我是来帮忙的！"
"DCG_VO_prowler_vanguard_ancient_attack_02"	"需要我做什么？"
"DCG_VO_prowler_vanguard_ancient_protect_01"	"我会坚守防线！"
"DCG_VO_prowler_vanguard_ancient_protect_02"	"他们别想通过！"
"DCG_VO_prowler_vanguard_ancient_both_01"	"我愿意为胜利献身。"
"DCG_VO_prowler_vanguard_ancient_both_02"	"我们不能放弃！"
"DCG_VO_prowler_vanguard_hero_friend_01"	"我们会保护这个女孩的安全。"
"DCG_VO_prowler_vanguard_hero_friend_02"	"萨满，告诉我们你需要什么……"
"DCG_VO_prowler_vanguard_hero_friend_03"	"相信潜行者是明智之举……"
"DCG_VO_prowler_vanguard_hero_rival_01"	"这里不欢迎遗迹！"
"DCG_VO_prowler_vanguard_hero_rival_02"	"冥界亚龙，你要对我做什么……"
"DCG_VO_prowler_vanguard_hero_rival_03"	"这里不是红雾部落该来的地方！"
"DCG_VO_prowler_vanguard_unique_01"	"没人能过我们这关！"
"DCG_VO_prowler_vanguard_unique_02"	"和你一起战斗是个荣耀。"
"DCG_VO_prowler_vanguard_unique_03"	"他们不可能撼动我们……"
"DCG_VO_prowler_vanguard_unique_04"	"魅惑魔女，跟我们在一起你会没事的。"
"DCG_VO_prowler_vanguard_unique_05"	"狼人，我们配合得不错。"
"DCG_VO_prowler_vanguard_unique_06"	"谢谢你的帮助，狼人……"
"DCG_VO_prowler_vanguard_unique_07"	"我会保护你的，露娜。"
"DCG_VO_prowler_vanguard_unique_08"	"我会尽量为你争取时间。"
"DCG_VO_prowler_vanguard_healed_01"	"啊……"
"DCG_VO_prowler_vanguard_healed_02"	"谢谢你。"
"DCG_VO_prowler_vanguard_healed_03"	"谢谢你的照顾。"
"DCG_VO_prowler_vanguard_death_01"	"<i>尖叫</i>"
"DCG_VO_troll_soothsayer_intro"	"红雾部落只是开端而已，还有其他势力正在聚集。我在风中感受到了，也在占卜中读到了。黑暗、诱惑、邪恶之物。如果我们不做好防御准备，它将吞噬我们所有人。"
"DCG_VO_troll_soothsayer_summon_01"	"黑暗将至……"
"DCG_VO_troll_soothsayer_summon_02"	"我知晓你的未来。"
"DCG_VO_troll_soothsayer_summon_03"	"我带来了智慧……"
"DCG_VO_troll_soothsayer_ancient_attack_01"	"结局将近……"
"DCG_VO_troll_soothsayer_ancient_attack_02"	"我在我们的未来看到了胜利……"
"DCG_VO_troll_soothsayer_ancient_protect_01"	"占卜会告诉我们该怎么做……"
"DCG_VO_troll_soothsayer_ancient_protect_02"	"让我占卜一下……"
"DCG_VO_troll_soothsayer_ancient_both_01"	"未来……仍有变数。"
"DCG_VO_troll_soothsayer_ancient_both_02"	"诸神正在考验我们……我们不能失败。"
"DCG_VO_troll_soothsayer_hero_friend_01"	"酋长，我为你效力。"
"DCG_VO_troll_soothsayer_hero_friend_03"	"瑞克斯，你所选之路充满险境，务必小心。"
"DCG_VO_troll_soothsayer_hero_rival_01"	"酋长，是时候终结你的权力了！"
"DCG_VO_troll_soothsayer_hero_rival_02"	"瑞克斯……我会帮助你解脱的。"
"DCG_VO_troll_soothsayer_hero_rival_03"	"影魔，你玷污了这里！"
"DCG_VO_troll_soothsayer_unique_01"	"魅惑魔女，保护我，你会得到回报的。"
"DCG_VO_troll_soothsayer_unique_02"	"树精，我们一起可以成就大事。"
"DCG_VO_troll_soothsayer_unique_03"	"巫妖，别杀我，我活着比死了更有价值。"
"DCG_VO_troll_soothsayer_unique_08"	"保证我的安全，我就会让你见证未来。"
"DCG_VO_troll_soothsayer_healed_01"	"啊……."
"DCG_VO_troll_soothsayer_healed_02"	"我本就知道，还不是我的时候。"
"DCG_VO_troll_soothsayer_healed_03"	"我在占卜中预见了你的怜悯。"
"DCG_VO_troll_soothsayer_death_01"	"<i>尖叫</i>"
"DCG_VO_roseleaf_rejuvinator_intro"	"玫叶城的树精与豺狼人们世代和平相处，但是现在这些入侵者把我们的家园变成了战场。我们向预兆之谷的表亲们发出请求，请他们务必保护豺狼人……还有，必须摧毁那些掠夺这片净地的人。"
"DCG_VO_roseleaf_rejuvinator_summon_01"	"你的解救已至。"
"DCG_VO_roseleaf_rejuvinator_summon_02"	"我会保护你。"
"DCG_VO_roseleaf_rejuvinator_summon_03"	"我们会保护弱小。"
"DCG_VO_roseleaf_rejuvinator_ancient_attack_01"	"他们倒下只是时间问题。"
"DCG_VO_roseleaf_rejuvinator_ancient_attack_02"	"这是我们的光荣时刻！"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_01"	"我们的遗迹不会倒下！"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_02"	"援军已至。"
"DCG_VO_roseleaf_rejuvinator_ancient_both_01"	"团结一心，其利断金！"
"DCG_VO_roseleaf_rejuvinator_ancient_both_02"	"这片土地由我保护！"
"DCG_VO_roseleaf_rejuvinator_hero_friend_01"	"鲁夫特伦，能与你并肩作战是我的荣幸……"
"DCG_VO_roseleaf_rejuvinator_hero_friend_02"	"我们会一起保护这片森林……"
"DCG_VO_roseleaf_rejuvinator_hero_friend_03"	"是时候处理这帮入侵者了。"
"DCG_VO_roseleaf_rejuvinator_hero_rival_01"	"伐木机，这一刻我等了很久了……"
"DCG_VO_roseleaf_rejuvinator_hero_rival_02"	"这里不欢迎基恩人！"
"DCG_VO_roseleaf_rejuvinator_hero_rival_03"	"伐木机……你要为你的所作所为付出代价。"
"DCG_VO_roseleaf_rejuvinator_unique_01"	"你好啊，兄弟。"
"DCG_VO_roseleaf_rejuvinator_unique_02"	"豺狼人在我们的保护之下。"
"DCG_VO_roseleaf_rejuvinator_unique_03"	"梅兹，你很讨人厌……但奇怪的是，又很惹人爱。"
"DCG_VO_roseleaf_rejuvinator_unique_04"	"伐木机，你有许多罪行得偿……"
"DCG_VO_roseleaf_rejuvinator_unique_05"	"这只是暂时与你结盟，瑞兹拉克。"
"DCG_VO_roseleaf_rejuvinator_unique_06"	"鲁夫特伦，我们该相信基恩人吗？"
"DCG_VO_roseleaf_rejuvinator_unique_07"	"鲁夫特伦，小心点。如果伐木机有机会背叛的话，他不会有丝毫犹豫。"
"DCG_VO_roseleaf_rejuvinator_unique_08"	"瑞克斯，你的事业相当崇高。"
"DCG_VO_roseleaf_rejuvinator_healed_01"	"啊……"
"DCG_VO_roseleaf_rejuvinator_healed_02"	"谢谢你。"
"DCG_VO_roseleaf_rejuvinator_healed_03"	"我觉得精神抖擞……"
"DCG_VO_roseleaf_rejuvinator_death_01"	"<i>尖叫</i>"
"DCG_VO_roseleaf_rejuvinator_undead_moan_01"	"<i>呻吟</i>"
"DCG_VO_roseleaf_rejuvinator_undead_anger_01"	"<i>低吼</i>"
"DCG_VO_champion_of_the_ancient_intro"	"许多人为了遗迹而奉献了一生……将自己化为保护天辉的血肉之海，不受卡娜和其夜魇异教徒的侵害。感谢天辉的祝福，我成为了血肉之海的怒涛……我，会让夜魇恐惧我的存在。"
"DCG_VO_champion_of_the_ancient_summon_01"	"见识遗迹的力量吧！"
"DCG_VO_champion_of_the_ancient_summon_02"	"我为遗迹效力！"
"DCG_VO_champion_of_the_ancient_summon_03"	"天辉的意志必将降临。"
"DCG_VO_champion_of_the_ancient_ancient_attack_01"	"你的遗迹将会倒塌！"
"DCG_VO_champion_of_the_ancient_ancient_attack_02"	"摧毁遗迹！"
"DCG_VO_champion_of_the_ancient_ancient_protect_01"	"我会不惜代价保护遗迹。"
"DCG_VO_champion_of_the_ancient_ancient_protect_02"	"这里交给我……"
"DCG_VO_champion_of_the_ancient_ancient_both_01"	"为了遗迹！"
"DCG_VO_champion_of_the_ancient_ancient_both_02"	"效忠遗迹……"
"DCG_VO_champion_of_the_ancient_hero_friend_01"	"普瑞蕾斯，需要我做什么……"
"DCG_VO_champion_of_the_ancient_hero_friend_02"	"感谢你的祝福，普瑞蕾斯……"
"DCG_VO_champion_of_the_ancient_hero_friend_03"	"为了天辉！"
"DCG_VO_champion_of_the_ancient_hero_rival_01"	"卡娜，你这个异教徒……"
"DCG_VO_champion_of_the_ancient_hero_rival_02"	"你会为背叛天辉而付出代价……"
"DCG_VO_champion_of_the_ancient_hero_rival_03"	"普瑞蕾斯能原谅你的过错……但我不能。"
"DCG_VO_champion_of_the_ancient_unique_01"	"我见识到了夜魇的力量。"
"DCG_VO_champion_of_the_ancient_unique_02"	"我会臣服于你，卡娜。"
"DCG_VO_champion_of_the_ancient_unique_03"	"我见识过你的力量，卡娜……只有你才有资格引领我们。"
"DCG_VO_champion_of_the_ancient_unique_04"	"见证天辉的力量！"
"DCG_VO_champion_of_the_ancient_unique_05"	"我会死守防线。"
"DCG_VO_champion_of_the_ancient_unique_06"	"没人能过得了我这关！"
"DCG_VO_champion_of_the_ancient_unique_07"	"这也得找我出手？"
"DCG_VO_champion_of_the_ancient_unique_08"	"简直就是九牛一毛……"
"DCG_VO_champion_of_the_ancient_healed_01"	"啊……"
"DCG_VO_champion_of_the_ancient_healed_02"	"你会有好报的。"
"DCG_VO_champion_of_the_ancient_healed_03"	"我欠你一个人情。"
"DCG_VO_champion_of_the_ancient_death_01"	"<i>尖叫</i>"
"DCG_VO_champion_of_the_ancient_undead_moan_01"	"<i>呻吟</i>"
"DCG_VO_champion_of_the_ancient_undead_anger_01"	"<i>咆哮</i>"
"DCG_VO_red_mist_pillager_intro"	"古铜军团以为他们能在玫叶城挡下我们，但他们的颓势已现。如果特蕾丝汀觉得自己能同时对付瑞克斯叛军和红雾，那肯定是在痴心妄想。石堂城必将陨落，只是早晚而已。"
"DCG_VO_red_mist_pillager_summon_01"	"来吧，兄弟们！"
"DCG_VO_red_mist_pillager_summon_02"	"这里将属于我们……"
"DCG_VO_red_mist_pillager_summon_03"	"我只是开了个头。"
"DCG_VO_red_mist_pillager_ancient_attack_01"	"<i>疯狂的笑声</i>"
"DCG_VO_red_mist_pillager_ancient_attack_02"	"一定易如反掌……"
"DCG_VO_red_mist_pillager_ancient_protect_01"	"我们马上会有大量援手……"
"DCG_VO_red_mist_pillager_ancient_protect_02"	"攻塔！"
"DCG_VO_red_mist_pillager_ancient_both_01"	"与红雾为敌，你毫无胜算！"
"DCG_VO_red_mist_pillager_ancient_both_02"	"我们还能突破他们的城墙！"
"DCG_VO_red_mist_pillager_hero_friend_01"	"我的可汗，今天真是打仗的好天气……"
"DCG_VO_red_mist_pillager_hero_friend_02"	"有你统率，我们会赢的。"
"DCG_VO_red_mist_pillager_hero_friend_03"	"我们与高地人的兄弟同生共死……"
"DCG_VO_red_mist_pillager_hero_rival_01"	"受死吧，古铜军团！"
"DCG_VO_red_mist_pillager_hero_rival_02"	"我们会拆毁石堂城！"
"DCG_VO_red_mist_pillager_hero_rival_03"	"石堂城必将陷落！"
"DCG_VO_red_mist_pillager_faction_ally_01"	"红雾出击！"
"DCG_VO_red_mist_pillager_faction_ally_02"	"红雾的力量无人能敌！"
"DCG_VO_red_mist_pillager_faction_ally_03"	"没有人能对抗红雾部落！"
"DCG_VO_red_mist_pillager_unique_01"	"斧王，你背叛了红雾部落……"
"DCG_VO_red_mist_pillager_unique_02"	"指挥官，这可真是个奇妙的时间点……"
"DCG_VO_red_mist_pillager_unique_03"	"瑞克斯，红雾会支持你的革命……"
"DCG_VO_red_mist_pillager_unique_04"	"有你们两个并肩作战，没有什么能阻止我们！"
"DCG_VO_red_mist_pillager_unique_05"	"对不起，索尔拉……你没有当可汗的资格……"
"DCG_VO_red_mist_pillager_unique_06"	"索尔拉，要领导我们，你还弱了点！"
"DCG_VO_red_mist_pillager_unique_07"	"你认为豺狼人能阻止我们？"
"DCG_VO_red_mist_pillager_unique_08"	"你没有任何胜算，瑞克斯……"
"DCG_VO_red_mist_pillager_healed_01"	"啊……"
"DCG_VO_red_mist_pillager_healed_02"	"很好。"
"DCG_VO_red_mist_pillager_healed_03"	"谢谢。"
"DCG_VO_red_mist_pillager_death_01"	"<i>尖叫</i>"
"DCG_VO_red_mist_pillager_undead_moan_01"	"<i>呻吟</i>"
"DCG_VO_stonehall_elite_intro"	"古铜军团是石堂城的第一道防线，但是有些时候对我们伟大国家的威胁不是来自外部……而是源于内部。瑞克斯的背叛让贝拉萨诺组织了石堂城精英。结束这次叛乱将是我的荣耀。"
"DCG_VO_stonehall_elite_summon_01"	"为了石堂城的荣耀而战！"
"DCG_VO_stonehall_elite_summon_02"	"我们为加拉尼乌斯大帝的意志而效力。"
"DCG_VO_stonehall_elite_summon_03"	"我会重铸秩序。"
"DCG_VO_stonehall_elite_ancient_attack_01"	"我会速战速决。"
"DCG_VO_stonehall_elite_ancient_attack_02"	"挺过时间的洪流，只有石堂城可以屹立不摇。"
"DCG_VO_stonehall_elite_ancient_protect_01"	"没有人能通过我这关！"
"DCG_VO_stonehall_elite_ancient_protect_02"	"我会誓死保卫这个地方。"
"DCG_VO_stonehall_elite_ancient_both_01"	"该见分晓了，对吧。"
"DCG_VO_stonehall_elite_ancient_both_02"	"我们不能失败！"
"DCG_VO_stonehall_elite_hero_friend_01"	"指挥官，贝拉萨诺说你需要些帮助。"
"DCG_VO_stonehall_elite_hero_friend_02"	"指挥官，问题很快就会解决的。"
"DCG_VO_stonehall_elite_hero_friend_03"	"豺狼人还是红雾都不重要。只要与军团为敌都必死无疑。"
"DCG_VO_stonehall_elite_hero_rival_01"	"受死吧，叛徒！"
"DCG_VO_stonehall_elite_hero_rival_02"	"我会将你的残骸带回石堂城。"
"DCG_VO_stonehall_elite_hero_rival_03"	"我不是为了红雾而来，但是我会照杀不误。"
"DCG_VO_stonehall_elite_faction_ally_01"	"我们不会让石堂城失望。"
"DCG_VO_stonehall_elite_faction_ally_02"	"军团团结一致，所向披靡！"
"DCG_VO_stonehall_elite_faction_ally_03"	"让他们尝尝石堂城的能耐！"
"DCG_VO_stonehall_elite_unique_01"	"你的叛乱到此结束！"
"DCG_VO_stonehall_elite_unique_02"	"这是你自找的。"
"DCG_VO_stonehall_elite_unique_03"	"瑞克斯，请原谅我对你的人的所作所为。"
"DCG_VO_stonehall_elite_unique_04"	"亲眼见识过玫叶城后，我怎么能对豺狼人下手呢？"
"DCG_VO_stonehall_elite_unique_05"	"高举牛头蛇的旗帜！"
"DCG_VO_stonehall_elite_unique_06"	"这里不欢迎高地人！"
"DCG_VO_stonehall_elite_unique_07"	"绝不放过红雾！"
"DCG_VO_stonehall_elite_unique_08"	"特蕾丝汀，你掌握不了局势的。我们会重铸秩序。"
"DCG_VO_stonehall_elite_healed_01"	"啊……"
"DCG_VO_stonehall_elite_healed_02"	"谢谢你。"
"DCG_VO_stonehall_elite_healed_03"	"非常感谢。"
"DCG_VO_stonehall_elite_death_01"	"<i>尖叫</i>"
"DCG_VO_assassins_shadow_intro"	"为了姐妹会中最崇高的存在……即使是死亡也解除不了我们的神圣职责。我们与魅影之纱深厚交融，哪怕我们的血肉之躯已腐，我们的灵魂也会长存。我早已将世间纷扰丢在脑后，而姐妹们的相伴虽然能抚慰心灵，但是也使我分心，无法专注于我的使命。我的名单上还有名字……他们不死我誓不罢休。"
"DCG_VO_assassins_shadow_summon_01"	"我更喜欢单枪匹马工作。"
"DCG_VO_assassins_shadow_summon_02"	"我还有未完成的任务。"
