"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont et moi ne sommes pas d’accord sur beaucoup de choses, mais je dois admettre qu’il a raison de craindre la colère du Sans-visage. Le traité de Claszureme ne m'enchante guère... la chronomancie c’est bien, mais vous savez ce qui est encore mieux ? Ne pas voir son existence entièrement effacée."
"DCG_VO_winter_wyvern_unique_01"	"C'est un petit trésor de ma collection..."
"DCG_VO_winter_wyvern_unique_02"	"Il est temps de voir si la légende est à la hauteur de sa réputation."
"DCG_VO_winter_wyvern_unique_03"	"D'abord je te tue, et ensuite je trouve Belplume."
"DCG_VO_winter_wyvern_unique_04"	"Tu es plus grossier que je le pensais, Découpeur."
"DCG_VO_winter_wyvern_unique_05"	"Très bien, Découpeur, montre-moi que ce que l'on raconte sur toi est vrai..."
"DCG_VO_winter_wyvern_unique_06"	"On dirait que Belplume a moins sublimé les choses que je ne le pensais..."
"DCG_VO_winter_wyvern_unique_07"	"Je vais aller droit au but, Découpeur. Après ce combat, je veux t'échanger quelque chose contre Belplume. Qu'est-ce que tu veux ? Une hache furtive ?"
"DCG_VO_winter_wyvern_unique_08"	"J'ai parcouru la moitié du monde et pourtant tu es encore une fois sur ma route, Rylai."
"DCG_VO_winter_wyvern_unique_09"	"Les forces des Landes de glace s'unissent..."
"DCG_VO_winter_wyvern_unique_10"	"Je me battrai à tes côtés, Protectrice des Landes de glace..."
"DCG_VO_winter_wyvern_unique_11"	"Commandante, ce défi est insurmontable... Laisse-moi t'aider."
"DCG_VO_winter_wyvern_unique_12"	"Ne te méprends pas, Mage-liche, notre relation reste professionnelle."
"DCG_VO_winter_wyvern_unique_13"	"Je suis lasse de tes avances, Mage-liche."
"DCG_VO_winter_wyvern_unique_14"	"Ton histoire m'intrigue, Rix."
"DCG_VO_winter_wyvern_unique_15"	"Jusqu'où es-tu prêt à aller pour la victoire, Rix ?"
"DCG_VO_winter_wyvern_unique_16"	"Je t'aiderai à gagner la guerre, Rix. Mais laisse-moi raconter ton histoire..."
"DCG_VO_winter_wyvern_unique_17"	"Protectrice des Landes de glace... essaie donc de me battre."
"DCG_VO_winter_wyvern_unique_18"	"Tu attaquerais donc ta voisine, Vierge de cristal ?"
"DCG_VO_winter_wyvern_unique_19"	"J'ai un grand respect pour les Oglodis..."
"DCG_VO_winter_wyvern_unique_20"	"Tu es une femme impressionnante, Sorla. Pourquoi n'écrit-on pas ton histoire plutôt que celle de Découpeur ?"
"DCG_VO_winter_wyvern_healed_01"	"Aaah"
"DCG_VO_winter_wyvern_healed_02"	"Merci bien..."
"DCG_VO_winter_wyvern_healed_03"	"Un grand merci."
"DCG_VO_winter_wyvern_healed_04"	"C'est tellement mieux."
"DCG_VO_winter_wyvern_healed_05"	"Parfait."
"DCG_VO_winter_wyvern_taunt_generic_01"	"Tout tombe sous mon ombre !"
"DCG_VO_winter_wyvern_taunt_generic_02"	"Rien ne peut nous arrêter !"
"DCG_VO_winter_wyvern_taunt_generic_03"	"Tu ne peux pas nous échapper."
"DCG_VO_winter_wyvern_taunt_generic_04"	"La victoire est à nous !"
"DCG_VO_winter_wyvern_taunt_generic_05"	"Nous serons bientôt victorieux !"
"DCG_VO_winter_wyvern_taunt_generic_06"	"Ils ne peuvent résister à notre assaut !"
"DCG_VO_winter_wyvern_taunt_generic_07"	"La gloire sera mienne !"
"DCG_VO_winter_wyvern_taunt_generic_08"	"La mort chevauche mes ailes..."
"DCG_VO_winter_wyvern_taunt_generic_09"	"Aucune échappatoire..."
"DCG_VO_winter_wyvern_taunt_generic_10"	"Écrasons-les !"
"DCG_VO_winter_wyvern_potential_kill_01"	"La fin est proche..."
"DCG_VO_winter_wyvern_potential_kill_02"	"Tu ne tiendras pas beaucoup plus longtemps..."
"DCG_VO_winter_wyvern_potential_kill_03"	"Tu ne survivras pas..."
"DCG_VO_winter_wyvern_potential_kill_04"	"Je suis plus maline que toi..."
"DCG_VO_winter_wyvern_potential_kill_05"	"Tu n'avais aucune chance."
"DCG_VO_winter_wyvern_potential_save_01"	"Tu pensais l'emporter ?"
"DCG_VO_winter_wyvern_potential_save_02"	"Mon travail ici n'est pas fini..."
"DCG_VO_winter_wyvern_potential_save_03"	"Je n'échouerai pas."
"DCG_VO_winter_wyvern_potential_save_04"	"Ce n'est pas aujourd'hui que je meurs..."
"DCG_VO_winter_wyvern_potential_save_05"	"Tu ne m'arrêteras pas !"
"DCG_VO_winter_wyvern_permanent_armor_01"	"Mes écailles durcissent."
"DCG_VO_winter_wyvern_permanent_armor_02"	"Rien ne transpercera ma peau..."
"DCG_VO_winter_wyvern_permanent_armor_03"	"Je suis plus résistante qu'ils ne le croient..."
"DCG_VO_winter_wyvern_permanent_armor_04"	"Je suis prête pour la suite..."
"DCG_VO_winter_wyvern_permanent_armor_05"	"Je survivrai au conflit..."
"DCG_VO_winter_wyvern_permanent_attack_01"	"Ma puissance augmente..."
"DCG_VO_winter_wyvern_permanent_attack_02"	"La puissance afflue en moi..."
"DCG_VO_winter_wyvern_permanent_attack_03"	"Mes serres sont encore plus acérées..."
"DCG_VO_winter_wyvern_permanent_attack_04"	"Nos ennemis seront mis en pièces..."
"DCG_VO_winter_wyvern_permanent_attack_05"	"Je détruirai quiconque s'opposera à nous..."
"DCG_VO_winter_wyvern_permanent_health_01"	"Rien ne m'arrêtera..."
"DCG_VO_winter_wyvern_permanent_health_02"	"Je suis toujours vivante pour une bonne raison..."
"DCG_VO_winter_wyvern_permanent_health_03"	"Je peux survivre à tout..."
"DCG_VO_winter_wyvern_permanent_health_04"	"Je ne quitterai pas ce champ de bataille..."
"DCG_VO_winter_wyvern_permanent_health_05"	"Je me battrai aussi longtemps que je pourrai..."
"DCG_VO_winter_wyvern_cast_spell_01"	"Tu n'as aucune idée de toute l'étendue de mon pouvoir..."
"DCG_VO_winter_wyvern_cast_spell_02"	"J'ai beaucoup appris au cours de mes voyages..."
"DCG_VO_winter_wyvern_cast_spell_03"	"Une guivre est capable de bien des choses..."
"DCG_VO_winter_wyvern_cast_spell_04"	"Rien n'est impossible pour moi..."
"DCG_VO_winter_wyvern_cast_spell_05"	"Je me suis fait beaucoup d'amis dans ma jeunesse..."
"DCG_VO_winter_wyvern_cast_spell_06"	"Une guivre prévoit tout..."
"DCG_VO_winter_wyvern_cast_spell_07"	"Tu vas être directement témoin mon pouvoir..."
"DCG_VO_winter_wyvern_cast_spell_08"	"Je sais faire beaucoup de choses..."
"DCG_VO_winter_wyvern_cast_spell_09"	"Toujours se montrer prévoyante..."
"DCG_VO_winter_wyvern_cast_spell_10"	"Ha ha ha ha ha"
"DCG_VO_winter_wyvern_buff_ally_01"	"Prends ce cadeau..."
"DCG_VO_winter_wyvern_buff_ally_02"	"Je protège mes alliés..."
"DCG_VO_winter_wyvern_buff_ally_03"	"Suis-moi et tu survivras..."
"DCG_VO_winter_wyvern_buff_ally_04"	"Fais-moi confiance."
"DCG_VO_winter_wyvern_buff_ally_05"	"Nous sommes alliés maintenant..."
"DCG_VO_winter_wyvern_buff_ally_06"	"Je suis sûre que tu me remercieras plus tard..."
"DCG_VO_winter_wyvern_buff_ally_07"	"Nous devons travailler ensemble..."
"DCG_VO_winter_wyvern_buff_ally_08"	"Je suis une amie puissante à avoir..."
"DCG_VO_winter_wyvern_buff_ally_09"	"N'oublie pas de qui ça vient..."
"DCG_VO_winter_wyvern_buff_ally_10"	"Que ta force augmente !"
"DCG_VO_winter_wyvern_debuff_enemy_01"	"Tes plans sont aussi pitoyables que ton corps."
"DCG_VO_winter_wyvern_debuff_enemy_02"	"Tu ne peux pas espérer me vaincre..."
"DCG_VO_winter_wyvern_debuff_enemy_03"	"Je peux en finir avec toi quand je veux..."
"DCG_VO_winter_wyvern_debuff_enemy_04"	"Je n'en ai pas tout à fait fini avec toi..."
"DCG_VO_winter_wyvern_debuff_enemy_05"	"Ceux qui s'opposent à moi souffriront..."
"DCG_VO_winter_wyvern_debuff_enemy_06"	"La mort est proche..."
"DCG_VO_winter_wyvern_debuff_enemy_07"	"Ça ne fait que commencer..."
"DCG_VO_winter_wyvern_debuff_enemy_08"	"C'est le début de ta fin..."
"DCG_VO_winter_wyvern_debuff_enemy_09"	"Il ne te reste pas beaucoup de temps..."
"DCG_VO_winter_wyvern_debuff_enemy_10"	"Tu n'es pas une menace."
"DCG_VO_winter_wyvern_single_target_damage_01"	"Meurs."
"DCG_VO_winter_wyvern_single_target_damage_02"	"Je vais m'en occuper."
"DCG_VO_winter_wyvern_single_target_damage_03"	"Ceux-ci sont pour moi."
"DCG_VO_winter_wyvern_single_target_damage_04"	"Ça ne sera pas long."
"DCG_VO_winter_wyvern_single_target_damage_05"	"Je vais les briser en deux."
"DCG_VO_winter_wyvern_single_target_damage_06"	"Tu m'appartiens."
"DCG_VO_winter_wyvern_single_target_damage_07"	"Je vais les tailler en pièces."
"DCG_VO_winter_wyvern_single_target_damage_08"	"Ton heure a sonné."
"DCG_VO_winter_wyvern_single_target_damage_09"	"Tu vas sentir la colère de la vouivre..."
"DCG_VO_winter_wyvern_single_target_damage_10"	"Tu ne devrais pas énerver une guivre..."
"DCG_VO_winter_wyvern_multi_damage_small_01"	"Je vais tous les tuer !"
"DCG_VO_winter_wyvern_multi_damage_small_02"	"Laissez-moi tout le troupeau..."
"DCG_VO_winter_wyvern_multi_damage_small_03"	"Ça ne sera pas difficile."
"DCG_VO_winter_wyvern_multi_damage_small_04"	"Je peux tous les abattre."
"DCG_VO_winter_wyvern_multi_damage_small_05"	"Laissez-les-moi tous."
"DCG_VO_winter_wyvern_multi_damage_small_06"	"Laissez-moi réduire leurs forces à néant."
"DCG_VO_winter_wyvern_multi_damage_small_07"	"Votre armée ne durera pas longtemps."
"DCG_VO_winter_wyvern_multi_damage_small_08"	"J'ai connu des situations plus délicates."
"DCG_VO_winter_wyvern_multi_damage_small_09"	"Il ne restera rien de vos amis..."
"DCG_VO_winter_wyvern_multi_damage_small_10"	"J'ai un message à vous faire passer..."
"DCG_VO_winter_wyvern_multi_damage_large_01"	"PARTEZ !"
"DCG_VO_winter_wyvern_multi_damage_large_02"	"VOUS ALLEZ TOUS MOURIR !"
"DCG_VO_winter_wyvern_multi_damage_large_03"	"C'est la fin pour vous..."
"DCG_VO_winter_wyvern_multi_damage_large_04"	"Votre armée va brûler !"
"DCG_VO_winter_wyvern_multi_damage_large_05"	"Vous ne pouvez pas vous cacher !"
"DCG_VO_winter_wyvern_multi_damage_large_06"	"Je ne montrerai aucune pitié..."
"DCG_VO_winter_wyvern_multi_damage_large_07"	"Tremblez face à moi."
"DCG_VO_winter_wyvern_multi_damage_large_08"	"La mort est venue vous chercher..."
"DCG_VO_winter_wyvern_multi_damage_large_09"	"Pleurez à la vue de mon ombre..."
"DCG_VO_winter_wyvern_multi_damage_large_10"	"Ma colère sera expéditive."
"DCG_VO_winter_wyvern_pleased_01"	"Fantastique !"
"DCG_VO_winter_wyvern_pleased_02"	"Comme c'est gentil."
"DCG_VO_winter_wyvern_pleased_03"	"C'est inattendu."
"DCG_VO_winter_wyvern_pleased_04"	"Une fin parfaite..."
"DCG_VO_winter_wyvern_pleased_05"	"Ça devrait être vite terminé..."
"DCG_VO_winter_wyvern_pleased_06"	"Tout ça prend une tournure agréable..."
"DCG_VO_winter_wyvern_pleased_07"	"Quelle belle journée !"
"DCG_VO_winter_wyvern_pleased_08"	"C'est merveilleux."
"DCG_VO_winter_wyvern_pleased_09"	"J'adore quand tout se passe bien..."
"DCG_VO_winter_wyvern_pleased_10"	"Prodigieux..."
"DCG_VO_winter_wyvern_concerned_01"	"Ciel..."
"DCG_VO_winter_wyvern_concerned_02"	"Je ne m'attendais pas à ça..."
"DCG_VO_winter_wyvern_concerned_03"	"Ça n'était pas censé se passer ainsi..."
"DCG_VO_winter_wyvern_concerned_04"	"Se pourrait-il que ce soit la fin ?"
"DCG_VO_winter_wyvern_concerned_05"	"Comment n'ai-je pas vu ça venir ?"
"DCG_VO_winter_wyvern_concerned_06"	"J'ai été trop prétentieuse..."
"DCG_VO_winter_wyvern_concerned_07"	"Je n'aurais peut-être pas dû les prendre à la légère..."
"DCG_VO_winter_wyvern_concerned_08"	"Comment est-ce possible ?"
"DCG_VO_winter_wyvern_concerned_09"	"Ce n'est pas possible !"
"DCG_VO_winter_wyvern_concerned_10"	"Je ne l'autoriserai pas..."
"DCG_VO_winter_wyvern_angry_01"	"Tu oses t'opposer à moi ?!"
"DCG_VO_winter_wyvern_angry_02"	"Quelle arrogance !"
"DCG_VO_winter_wyvern_angry_03"	"Tu crois que tu as gagné ?"
"DCG_VO_winter_wyvern_angry_04"	"Fini de jouer."
"DCG_VO_winter_wyvern_angry_05"	"Je vais aimer te faire souffrir..."
"DCG_VO_winter_wyvern_angry_06"	"Tu vas payer pour ça."
"DCG_VO_winter_wyvern_angry_07"	"Tu vas regretter ce moment..."
"DCG_VO_winter_wyvern_angry_08"	"Tu as commis une erreur fatale..."
"DCG_VO_winter_wyvern_angry_09"	"Oh, comme tu vas souffrir..."
"DCG_VO_winter_wyvern_angry_10"	"Je détruirai ta tour, brique par brique !"
"DCG_VO_winter_wyvern_arrogant_01"	"Nous allons les anéantir..."
"DCG_VO_winter_wyvern_arrogant_02"	"Leur tour ne tiendra pas longtemps."
"DCG_VO_winter_wyvern_arrogant_03"	"Nous allons détruire leurs défenses..."
"DCG_VO_winter_wyvern_arrogant_04"	"Rien ne peut résister à notre siège..."
"DCG_VO_winter_wyvern_arrogant_05"	"Tu ne peux pas me bloquer..."
"DCG_VO_winter_wyvern_arrogant_06"	"C'est moi qui dicte les règles du combat..."
"DCG_VO_winter_wyvern_arrogant_07"	"Je vole où je veux."
"DCG_VO_winter_wyvern_arrogant_08"	"Je me faufilerai entre tes défenses..."
"DCG_VO_winter_wyvern_arrogant_09"	"Ta défense laisse clairement à désirer..."
"DCG_VO_winter_wyvern_arrogant_10"	"Essaie de suivre le rythme."
"DCG_VO_winter_wyvern_enigmatic_01"	"Vaste est mon pouvoir."
"DCG_VO_winter_wyvern_enigmatic_02"	"Ma connaissance est sans limites..."
"DCG_VO_winter_wyvern_enigmatic_03"	"Je devrais écrire un livre là-dessus..."
"DCG_VO_winter_wyvern_enigmatic_04"	"On ne peut s'opposer à ma volonté..."
"DCG_VO_winter_wyvern_enigmatic_05"	"Le pouvoir de la guivre est indéniable..."
"DCG_VO_winter_wyvern_enigmatic_06"	"Réjouis-toi que je sois là..."
"DCG_VO_winter_wyvern_enigmatic_07"	"Sage décision de choisir mon camp..."
"DCG_VO_winter_wyvern_enigmatic_08"	"Laissez ça à la Vouivre de l'hiver..."
"DCG_VO_winter_wyvern_enigmatic_09"	"Tu peux me remercier d'être là..."
"DCG_VO_winter_wyvern_enigmatic_10"	"Je tente quelque chose de nouveau..."
"DCG_VO_winter_wyvern_death_01"	"<i>Cris</i>"
"DCG_VO_abaddon_intro"	"Enfant, j'ai été baptisé sur les fonts baptismaux d'Avernus... sa brume noire m'a enlacé... enveloppé... s'est unie à moi. Adulte, j'ai utilisé sa puissance pour défendre la Maison Avernus, et bâtir un héritage qui ne sera jamais oublié. Mais j'ai eu écho de rumeurs... ma fontaine familiale ne serait pas la seule source de la brume. Si c'est vrai, je dois trouver cette source et absorber son pouvoir. La bénédiction d'Avernus ne doit appartenir qu'à moi."
"DCG_VO_abaddon_mist_of_avernus_intro"	"Le vrai pouvoir attend ceux qui plongent dans la brume d'Avernus."
"DCG_VO_abaddon_avernus_blessing_intro"	"Une simple caresse de la brume d'Avernus suffit à vous donner la force nécessaire pour détruire vos ennemis."
"DCG_VO_abaddon_aphotic_shield_intro"	"Ceux qui ont l'audace de s'en prendre au Seigneur d'Avernus paieront pour leurs offenses."
"DCG_VO_abaddon_use_ability_01"	"Personne ne me blessera."
"DCG_VO_abaddon_use_ability_02"	"Mon pouvoir est sans égal."
"DCG_VO_abaddon_use_ability_03"	"La mort n'a aucun pouvoir sur moi."
"DCG_VO_abaddon_use_ability_04"	"Admire le pouvoir d'Avernus."
"DCG_VO_abaddon_use_ability_05"	"Je ne crains aucune lame."
"DCG_VO_abaddon_equip_generic_weapon_01"	"Voilà qui me sera utile."
"DCG_VO_abaddon_equip_generic_weapon_02"	"Mes ennemis vont souffrir."
"DCG_VO_abaddon_equip_generic_weapon_03"	"Nous n'épargnerons personne."
"DCG_VO_abaddon_equip_generic_weapon_04"	"Cela me convient."
"DCG_VO_abaddon_equip_generic_weapon_05"	"Au combat !"
"DCG_VO_abaddon_equip_generic_armor_01"	"Nul ennemi ne pourra me blesser."
"DCG_VO_abaddon_equip_generic_armor_02"	"Mes ennemis me regarderont avec effroi."
"DCG_VO_abaddon_equip_generic_armor_03"	"Merci."
"DCG_VO_abaddon_equip_generic_armor_04"	"Voici ce qu'il me fallait."
"DCG_VO_abaddon_equip_generic_armor_05"	"Parfait."
"DCG_VO_abaddon_equip_generic_accessory_01"	"Voilà qui convient au Seigneur d'Avernus."
"DCG_VO_abaddon_equip_generic_accessory_02"	"J'en tirerai avantage."
"DCG_VO_abaddon_equip_generic_accessory_03"	"Cela me donnera l'avantage dont j'ai besoin."
"DCG_VO_abaddon_equip_generic_accessory_04"	"Excellent."
"DCG_VO_abaddon_equip_generic_accessory_05"	"Je suis plus fort maintenant."
"DCG_VO_abaddon_kill_rival_01"	"Les ennemis de ma Maison seront terrassés."
"DCG_VO_abaddon_kill_rival_02"	"Ce champ de bataille est sous mon contrôle."
"DCG_VO_abaddon_kill_rival_03"	"Je vais t'anéantir !"
"DCG_VO_abaddon_kill_rival_04"	"Seul un fou s'opposerait à la Maison Avernus."
"DCG_VO_abaddon_kill_rival_05"	"Personne n'égale mon talent !"
"DCG_VO_abaddon_kill_rival_06"	"La victoire est à notre portée."
"DCG_VO_abaddon_kill_rival_07"	"Je vais te découper !"
"DCG_VO_abaddon_kill_rival_08"	"La mort vient te chercher."
"DCG_VO_abaddon_kill_rival_09"	"Je ne crains pas la mort... Mais ce n'est pas ton cas..."
"DCG_VO_abaddon_kill_rival_10"	"Nul ne pourra s'opposer à moi et y survivre."
"DCG_VO_abaddon_use_include_01"	"Un bouclier impénétrable."
"DCG_VO_abaddon_use_include_02"	"Les brumes me protégeront."
"DCG_VO_abaddon_use_include_03"	"Les brumes te protégeront."
"DCG_VO_abaddon_unique_01"	"Je peux leur montrer mon pouvoir."
"DCG_VO_abaddon_unique_02"	"Peut-être devrais-je leur rappeler ma puissance..."
"DCG_VO_abaddon_unique_03"	"Le pouvoir d'Avernus est indéniable."
"DCG_VO_abaddon_unique_04"	"Venez mes amis, et plongez dans la brume."
"DCG_VO_abaddon_unique_05"	"Sentez la force de la brume d'Avernus vous envahir."
"DCG_VO_abaddon_unique_06"	"Mes alliés recevront la bénédiction d'Avernus."
"DCG_VO_abaddon_unique_07"	"Je suis le seul à pouvoir contrôler la brume d'Avernus."
"DCG_VO_abaddon_unique_08"	"La brume me fait don de son pouvoir, je ne le gaspillerai pas."
"DCG_VO_abaddon_unique_09"	"Vierge de cristal, tu étais faible, te voici forte."
"DCG_VO_abaddon_unique_10"	"Ce pouvoir est enivrant, n'est-ce pas Traxex ?"
"DCG_VO_abaddon_unique_11"	"Tu souilles mon héritage familial !"
"DCG_VO_abaddon_unique_12"	"Comment oses-tu utiliser ma brume contre moi ?!"
"DCG_VO_abaddon_unique_13"	"QUELLE PUISSANCE !"
"DCG_VO_abaddon_unique_14"	"Sens la puissance d'Avernus !"
"DCG_VO_abaddon_unique_15"	"Tu verras bientôt le pouvoir d'Avernus."
"DCG_VO_abaddon_unique_16"	"Bientôt, plus personne ne pourra m'arrêter."
"DCG_VO_abaddon_unique_17"	"Crains mon armée !"
"DCG_VO_abaddon_unique_18"	"Regarde comme mon pouvoir grandit !"
"DCG_VO_abaddon_unique_19"	"Qui peut se dresser contre cette armée ?!"
"DCG_VO_abaddon_unique_20"	"Nous allons détruire les ennemis d'Avernus."
"DCG_VO_abaddon_healed_01"	"Aaah"
"DCG_VO_abaddon_healed_02"	"C'est bien mieux."
"DCG_VO_abaddon_healed_03"	"Parfait."
"DCG_VO_abaddon_healed_04"	"Un grand merci."
"DCG_VO_abaddon_healed_05"	"Mon destrier et moi te remercions."
"DCG_VO_abaddon_taunt_generic_01"	"Pour la Maison Avernus !"
"DCG_VO_abaddon_taunt_generic_02"	"Nous chevauchons vers la bataille !"
"DCG_VO_abaddon_taunt_generic_03"	"Je ne ferai pas honte à ma Maison !"
"DCG_VO_abaddon_taunt_generic_04"	"La victoire est à nous."
"DCG_VO_abaddon_taunt_generic_05"	"Nous n’échouerons pas !"
"DCG_VO_abaddon_taunt_generic_06"	"La gloire attend la Maison Avernus."
"DCG_VO_abaddon_taunt_generic_07"	"Mort à nos ennemis ! "
"DCG_VO_abaddon_taunt_generic_08"	"Détruisez leur tour !"
"DCG_VO_abaddon_taunt_generic_09"	"Écrasez l'Ancien !"
"DCG_VO_abaddon_taunt_generic_10"	"Mettons-les à genoux !"
"DCG_VO_abaddon_potential_kill_01"	"Tu pensais pouvoir survivre ?"
"DCG_VO_abaddon_potential_kill_02"	"Je ne crois pas, non."
"DCG_VO_abaddon_potential_kill_03"	"Ce n'est pas encore fini."
"DCG_VO_abaddon_potential_kill_04"	"Tu te croyais vraiment à la hauteur, n'est-ce pas ?"
"DCG_VO_abaddon_potential_kill_05"	"Ma victoire est inévitable."
"DCG_VO_abaddon_potential_save_01"	"C'est ce qu'il me fallait."
"DCG_VO_abaddon_potential_save_02"	"Tu ne peux pas me tuer."
"DCG_VO_abaddon_potential_save_03"	"Je ne crains aucune mort."
"DCG_VO_abaddon_potential_save_04"	"La brume me protégera."
"DCG_VO_abaddon_potential_save_05"	"Tu oses essayer de tuer le Seigneur d'Avernus ?"
"DCG_VO_abaddon_permanent_armor_01"	"Nul ne peut me blesser."
"DCG_VO_abaddon_permanent_armor_02"	"La brume me protège."
"DCG_VO_abaddon_permanent_armor_03"	"Nul ne pourra ignorer ma force."
"DCG_VO_abaddon_permanent_armor_04"	"J'empêcherai quiconque de passer."
"DCG_VO_abaddon_permanent_armor_05"	"Je ne crains personne."
"DCG_VO_abaddon_permanent_attack_01"	"Je peux à peine contenir toute ma puissance..."
"DCG_VO_abaddon_permanent_attack_02"	"Ma puissance augmente."
"DCG_VO_abaddon_permanent_attack_03"	"Craignez le Seigneur d'Avernus."
"DCG_VO_abaddon_permanent_attack_04"	"Une nouvelle force surgit en moi."
"DCG_VO_abaddon_permanent_attack_05"	"Et ma force continue de grandir..."
"DCG_VO_abaddon_permanent_health_01"	"Oui..."
"DCG_VO_abaddon_permanent_health_02"	"Je me battrai aussi longtemps que je pourrai."
"DCG_VO_abaddon_permanent_health_03"	"Plus fort à chaque instant qui passe."
"DCG_VO_abaddon_permanent_health_04"	"Le Seigneur d'Avernus ne tombera jamais."
"DCG_VO_abaddon_permanent_health_05"	"Je sens une vigueur nouvelle."
"DCG_VO_abaddon_cast_spell_01"	"Contemple mon pouvoir !"
"DCG_VO_abaddon_cast_spell_02"	"La brume s'imposera !"
"DCG_VO_abaddon_cast_spell_03"	"Nous détruirons nos ennemis !"
"DCG_VO_abaddon_cast_spell_04"	"Personne ne nous arrêtera !"
"DCG_VO_abaddon_cast_spell_05"	"J'ai vu ton destin dans la brume."
"DCG_VO_abaddon_cast_spell_06"	"Tu connaîtras bientôt la défaite."
"DCG_VO_abaddon_cast_spell_07"	"La Maison Avernus ne fera pas de quartier."
"DCG_VO_abaddon_cast_spell_08"	"Tous ceux qui s'opposent à nous seront détruits !"
"DCG_VO_abaddon_cast_spell_09"	"Contemplez ma puissance."
"DCG_VO_abaddon_cast_spell_10"	"Tu devrais nous craindre."
"DCG_VO_abaddon_death_01"	"<i>Cris</i>"
"DCG_VO_lycan_intro"	"Mon père était un homme bien. Régent des terres de Slom, il était juste avec le petit peuple. Ma mère était un exemple de patience et de compassion, une femme aimée comme une mère par tout son peuple. Et mes frères et sœurs ? Comme nous étions turbulents... Je me souviens du jour où nous avons trouvé la collection de cartes anciennes de Père. Tressa pensait que ce serait drôle si nous... Mais peu importe maintenant. Ils sont tous morts. "
"DCG_VO_lycan_savage_wolf"	"On m'a pris ma famille, mais j'en ai trouvé une nouvelle dans la solitude... Et elle m'aidera à prendre ma revanche."
"DCG_VO_lycan_savage_wolf_intro"	"Les loups me suivent mais je ne suis pas leur maître... Juste leur gardien."
"DCG_VO_lycan_unearthed_secrets_intro"	"Pendant si longtemps, j'ai craint de revenir chez moi... mais l'heure est venue d'affronter le passé."
"DCG_VO_lycan_equip_generic_weapon_01"	"La Maison Ambry aura sa vengeance."
"DCG_VO_lycan_equip_generic_weapon_02"	"Je vais déchirer mes ennemis !"
"DCG_VO_lycan_equip_generic_weapon_03"	"J'avais besoin de ça."
"DCG_VO_lycan_equip_generic_weapon_04"	"Fantastique !"
"DCG_VO_lycan_equip_generic_weapon_05"	"Les loups vont se repaître des corps de nos ennemis."
"DCG_VO_lycan_equip_generic_armor_01"	"Le dernier enfant de Slom doit être protégé."
"DCG_VO_lycan_equip_generic_armor_02"	"Je ne me laisse pas tuer si facilement."
"DCG_VO_lycan_equip_generic_armor_03"	"Je dois être prêt pour la suite."
"DCG_VO_lycan_equip_generic_armor_04"	"Nous sommes en guerre, je dois être préparé."
"DCG_VO_lycan_equip_generic_armor_05"	"Merci pour l'armure."
"DCG_VO_lycan_equip_generic_accessory_01"	"Je n'ai pas l'habitude des beaux objets..."
"DCG_VO_lycan_equip_generic_accessory_02"	"Je m'en servirai."
"DCG_VO_lycan_equip_generic_accessory_03"	"C'est ce qu'il me fallait."
"DCG_VO_lycan_equip_generic_accessory_04"	"Parfait."
"DCG_VO_lycan_equip_generic_accessory_05"	"Magnifique."
"DCG_VO_lycan_kill_rival_01"	"On ne m'enlèvera pas ma vengeance !"
"DCG_VO_lycan_kill_rival_02"	"Mort à nos ennemis !"
"DCG_VO_lycan_kill_rival_03"	"Meurs !"
"DCG_VO_lycan_kill_rival_04"	"Je continuerai jusqu'à notre victoire !"
"DCG_VO_lycan_kill_rival_05"	"Tu pensais pouvoir me battre ?!"
"DCG_VO_lycan_kill_rival_06"	"Je vais t'offrir une mort de guerrier."
"DCG_VO_lycan_kill_rival_07"	"C'était inévitable."
"DCG_VO_lycan_kill_rival_08"	"Je n'arrêterai pas tant que ma Maison ne sera pas vengée."
"DCG_VO_lycan_kill_rival_09"	"Sens la colère de la Maison Ambry..."
"DCG_VO_lycan_kill_rival_10"	"Le fantôme de mon père se réjouit de ma victoire."
"DCG_VO_lycan_use_include_01"	"Ma meute se réunit..."
"DCG_VO_lycan_use_include_02"	"Loups, venez à moi !"
"DCG_VO_lycan_use_include_03"	"Venez mes amis... Vous devez avoir faim..."
"DCG_VO_lycan_unique_01"	"Nous devons apprendre de nos erreurs..."
"DCG_VO_lycan_unique_02"	"Parfois, on trouve la sagesse au milieu des ruines..."
"DCG_VO_lycan_unique_03"	"La Maison Ambry est tombée, mais elle n'est pas morte."
"DCG_VO_lycan_unique_04"	"Nous devons protéger la tour !"
"DCG_VO_lycan_unique_05"	"Je ne laisserai pas tomber cette tour !"
"DCG_VO_lycan_unique_06"	"La Maison Ambry tiendra bon."
"DCG_VO_lycan_unique_07"	"C'est le moment de frapper !"
"DCG_VO_lycan_unique_08"	"Leur destruction approche !"
"DCG_VO_lycan_unique_09"	"Prenez leur tour !"
"DCG_VO_lycan_unique_10"	"C'est de cette manière que j'aurai ma revanche."
"DCG_VO_lycan_unique_11"	"Une lame folle pour un acte fou."
"DCG_VO_lycan_unique_12"	"La voie est libre !"
"DCG_VO_lycan_unique_13"	"C'est le moment !"
"DCG_VO_lycan_unique_14"	"Il n'y a personne pour nous arrêter !"
"DCG_VO_lycan_unique_15"	"Tu as faim, mon ami ?"
