"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont e eu discordamos em muitas coisas, mas ele teve a sabedoria de reconhecer os perigos de enfurecer o Vazio Sem Rosto. O Tratado de Claszureme não me anima muito, a cronomancia era bem divertida. Mas sabe o que também é legal? Não destruírem a sua linha temporal."
"DCG_VO_winter_wyvern_single_target_damage_02"	"Eu cuido desse aí."
"DCG_VO_winter_wyvern_single_target_damage_03"	"Deixa comigo."
"DCG_VO_winter_wyvern_single_target_damage_04"	"Isso não vai demorar."
"DCG_VO_winter_wyvern_single_target_damage_05"	"Eu os rasgarei ao meio."
"DCG_VO_winter_wyvern_single_target_damage_06"	"Você não escapa."
"DCG_VO_winter_wyvern_single_target_damage_07"	"Eu te rasgarei em duas metades."
"DCG_VO_winter_wyvern_single_target_damage_08"	"Hora de morrer."
"DCG_VO_winter_wyvern_single_target_damage_09"	"Você sentirá a ira da serpe..."
"DCG_VO_winter_wyvern_single_target_damage_10"	"Nunca enfureça um ancivorme..."
"DCG_VO_winter_wyvern_multi_damage_small_01"	"Eu matarei todos!"
"DCG_VO_winter_wyvern_multi_damage_small_02"	"Deixe o rebanho comigo."
"DCG_VO_winter_wyvern_multi_damage_small_03"	"Não será difícil."
"DCG_VO_winter_wyvern_multi_damage_small_04"	"Dou conta de todos eles."
"DCG_VO_winter_wyvern_multi_damage_small_05"	"Deixe todos comigo."
"DCG_VO_winter_wyvern_multi_damage_small_06"	"Deixe as forças deles comigo."
"DCG_VO_winter_wyvern_multi_damage_small_07"	"O seu exército não durará muito."
"DCG_VO_winter_wyvern_multi_damage_small_08"	"Já passei por situações piores."
"DCG_VO_winter_wyvern_multi_damage_small_09"	"Não restará nada dos seus amigos..."
"DCG_VO_winter_wyvern_multi_damage_small_10"	"Deixe-me enviar um recado..."
"DCG_VO_winter_wyvern_multi_damage_large_01"	"VÃO!"
"DCG_VO_winter_wyvern_multi_damage_large_02"	"TODOS VOCÊS MORRERÃO!"
"DCG_VO_winter_wyvern_multi_damage_large_03"	"É o fim da linha para vocês..."
"DCG_VO_winter_wyvern_multi_damage_large_04"	"O seu exército queimará!"
"DCG_VO_winter_wyvern_multi_damage_large_05"	"Não há como se esconder de mim!"
"DCG_VO_winter_wyvern_multi_damage_large_06"	"Não terei misericórdia..."
"DCG_VO_winter_wyvern_multi_damage_large_07"	"Encolham-se diante de mim."
"DCG_VO_winter_wyvern_multi_damage_large_08"	"A morte cai sobre todos vocês..."
"DCG_VO_winter_wyvern_multi_damage_large_09"	"Vejam a minha sombra e lamentem..."
"DCG_VO_winter_wyvern_multi_damage_large_10"	"A minha ira será veloz."
"DCG_VO_winter_wyvern_pleased_01"	"Maravilha."
"DCG_VO_winter_wyvern_pleased_02"	"Muito bom."
"DCG_VO_winter_wyvern_pleased_03"	"Um tanto inesperado."
"DCG_VO_winter_wyvern_pleased_04"	"Um final perfeito..."
"DCG_VO_winter_wyvern_pleased_05"	"Isto deve acabar logo..."
"DCG_VO_winter_wyvern_pleased_06"	"Que reviravolta mais encantadora..."
"DCG_VO_winter_wyvern_pleased_07"	"Que dia agradável."
"DCG_VO_winter_wyvern_pleased_08"	"Mas que deleite."
"DCG_VO_winter_wyvern_pleased_09"	"Adoro quando as coisas dão certo..."
"DCG_VO_winter_wyvern_pleased_10"	"Formidável..."
"DCG_VO_winter_wyvern_concerned_01"	"Minha nossa..."
"DCG_VO_winter_wyvern_concerned_02"	"Não esperava por essa..."
"DCG_VO_winter_wyvern_concerned_03"	"Não era isso que deveria acontecer..."
"DCG_VO_winter_wyvern_concerned_04"	"Será que este é o fim?"
"DCG_VO_winter_wyvern_concerned_05"	"Como eu não previ isso...?"
"DCG_VO_winter_wyvern_concerned_06"	"Fui muito imprudente..."
"DCG_VO_winter_wyvern_concerned_07"	"Talvez eu devesse tê-los levado a sério..."
"DCG_VO_winter_wyvern_concerned_08"	"Como isso foi acontecer?!"
"DCG_VO_winter_wyvern_concerned_09"	"Não pode ser!"
"DCG_VO_winter_wyvern_concerned_10"	"Não permitirei que aconteça..."
"DCG_VO_winter_wyvern_angry_01"	"Ousa se opor a mim?!"
"DCG_VO_winter_wyvern_angry_02"	"Quanta arrogância!"
"DCG_VO_winter_wyvern_angry_03"	"Você pensa que venceu?"
"DCG_VO_winter_wyvern_angry_04"	"Chega de brincadeira."
"DCG_VO_winter_wyvern_angry_05"	"Será um prazer ver você sofrer..."
"DCG_VO_winter_wyvern_angry_06"	"Você pagará por isso."
"DCG_VO_winter_wyvern_angry_07"	"Você se arrependerá deste momento..."
"DCG_VO_winter_wyvern_angry_08"	"Você cometeu um grande erro..."
"DCG_VO_winter_wyvern_angry_09"	"Ah, eu farei você sofrer..."
"DCG_VO_winter_wyvern_angry_10"	"Derrubarei a sua torre tijolo por tijolo!"
"DCG_VO_winter_wyvern_arrogant_01"	"Nós derrubaremos todos eles..."
"DCG_VO_winter_wyvern_arrogant_02"	"A torre deles não durará muito mais."
"DCG_VO_winter_wyvern_arrogant_03"	"Nós destruiremos as defesas deles..."
"DCG_VO_winter_wyvern_arrogant_04"	"Nada pode resistir ao nosso cerco..."
"DCG_VO_winter_wyvern_arrogant_05"	"Você não pode me impedir..."
"DCG_VO_winter_wyvern_arrogant_06"	"Eu dito os termos desta batalha..."
"DCG_VO_winter_wyvern_arrogant_07"	"Eu voo para onde quiser."
"DCG_VO_winter_wyvern_arrogant_08"	"Eu atravessarei as suas defesas..."
"DCG_VO_winter_wyvern_arrogant_09"	"As suas defesas deixam muito a desejar..."
"DCG_VO_winter_wyvern_arrogant_10"	"Tente me acompanhar."
"DCG_VO_winter_wyvern_enigmatic_01"	"O meu poder é vasto"
"DCG_VO_winter_wyvern_enigmatic_02"	"O meu conhecimento é infinito..."
"DCG_VO_winter_wyvern_enigmatic_03"	"Eu deveria escrever um livro sobre isso..."
"DCG_VO_winter_wyvern_enigmatic_04"	"A minha determinação é incontestável..."
"DCG_VO_winter_wyvern_enigmatic_05"	"O poder dos ancivormes é inegável..."
"DCG_VO_winter_wyvern_enigmatic_06"	"Fique feliz de eu estar aqui..."
"DCG_VO_winter_wyvern_enigmatic_07"	"Foi sábio da sua parte se alinhar comigo..."
"DCG_VO_winter_wyvern_enigmatic_08"	"Deixe isto com a Serpe Invernal..."
"DCG_VO_winter_wyvern_enigmatic_09"	"Sorte sua eu estar aqui..."
"DCG_VO_winter_wyvern_enigmatic_10"	"Hora de tentar algo novo..."
"DCG_VO_winter_wyvern_death_01"	"<i>Grito</i>"
"DCG_VO_abaddon_intro"	"Quando criança, eu fui batizado na Fonte de Averno... a neblina negra daquele lugar me abraçou... me envolveu... tornou-se uma comigo. Quando adulto, eu usei o poder da Fonte para defender a Casa Averno e construir um legado que nunca será esquecido. Mas certos boatos chegaram aos meus ouvidos... Boatos de que a fonte da minha família não é o único manancial da neblina... Se isso for verdade, eu terei de achar e consumir o outro manancial, pois as bênçãos da neblina devem ser só minhas."
"DCG_VO_abaddon_mist_of_avernus_intro"	"O verdadeiro poder aguarda aqueles que se banham na Neblina de Averno."
"DCG_VO_abaddon_avernus_blessing_intro"	"Mesmo o menor toque da Neblina de Averno pode ser suficiente para lhe conceder a força para destruir os seus inimigos."
"DCG_VO_abaddon_aphotic_shield_intro"	"Aqueles que ousarem atacar o Lorde de Averno pagarão pela transgressão."
"DCG_VO_abaddon_use_ability_01"	"Ninguém me fará mal."
"DCG_VO_abaddon_use_ability_02"	"O meu poder é incomparável."
"DCG_VO_abaddon_use_ability_03"	"A morte não tem influência sobre mim."
"DCG_VO_abaddon_use_ability_04"	"Contemple o poder de Averno."
"DCG_VO_abaddon_use_ability_05"	"Não temo espada alguma."
"DCG_VO_abaddon_equip_generic_weapon_01"	"Isto me servirá bem."
"DCG_VO_abaddon_equip_generic_weapon_02"	"Os nossos inimigos lamentarão."
"DCG_VO_abaddon_equip_generic_weapon_03"	"Não daremos trégua a eles."
"DCG_VO_abaddon_equip_generic_weapon_04"	"Muito apropriado."
"DCG_VO_abaddon_equip_generic_weapon_05"	"À batalha!"
"DCG_VO_abaddon_equip_generic_armor_01"	"Nenhum inimigo me fará mal."
"DCG_VO_abaddon_equip_generic_armor_02"	"Os meus inimigos me olharão com medo."
"DCG_VO_abaddon_equip_generic_armor_03"	"Obrigado."
"DCG_VO_abaddon_equip_generic_armor_04"	"Era disso que eu precisava."
"DCG_VO_abaddon_equip_generic_armor_05"	"Perfeito."
"DCG_VO_abaddon_equip_generic_accessory_01"	"Digno do Lorde de Averno."
"DCG_VO_abaddon_equip_generic_accessory_02"	"Usarei em meu benefício."
"DCG_VO_abaddon_equip_generic_accessory_03"	"Era a vantagem que me faltava."
"DCG_VO_abaddon_equip_generic_accessory_04"	"Excelente."
"DCG_VO_abaddon_equip_generic_accessory_05"	"Estou mais forte agora."
"DCG_VO_abaddon_kill_rival_01"	"Os inimigos da minha casa serão derrubados."
"DCG_VO_abaddon_kill_rival_02"	"Este campo de batalha está sob o meu controle."
"DCG_VO_abaddon_kill_rival_03"	"Acabarei com você!"
"DCG_VO_abaddon_kill_rival_04"	"Apenas um tolo se colocaria contra a Casa Averno."
"DCG_VO_abaddon_kill_rival_05"	"Habilidade nenhuma se equipara à minha!"
"DCG_VO_abaddon_kill_rival_06"	"A vitória está na mão."
"DCG_VO_abaddon_kill_rival_07"	"Eu retalharei você!"
"DCG_VO_abaddon_kill_rival_08"	"A morte chegou para você."
"DCG_VO_abaddon_kill_rival_09"	"Não temo a morte... Você, por outro lado..."
"DCG_VO_abaddon_kill_rival_10"	"Ninguém se colocará contra mim e viverá."
"DCG_VO_abaddon_use_include_01"	"Um escudo impenetrável."
"DCG_VO_abaddon_use_include_02"	"A neblina me protegerá."
"DCG_VO_abaddon_use_include_03"	"A neblina te protegerá."
"DCG_VO_abaddon_unique_01"	"Posso mostrar o meu poder a eles."
"DCG_VO_abaddon_unique_02"	"Talvez eu os lembre do meu poder."
"DCG_VO_abaddon_unique_03"	"O poder dos Averno é inquestionável."
"DCG_VO_abaddon_unique_04"	"Venham, meus amigos, e banhem-se na neblina."
"DCG_VO_abaddon_unique_05"	"Deixe que a Neblina de Averno te fortaleça."
"DCG_VO_abaddon_unique_06"	"Os meus aliados receberão as bênçãos de Averno."
"DCG_VO_abaddon_unique_07"	"Somente eu posso dominar de fato a Neblina de Averno."
"DCG_VO_abaddon_unique_08"	"A neblina me abençoou com poder, e eu não o desperdiçarei."
"DCG_VO_abaddon_unique_09"	"Você era fraca, Donzela, mas agora está forte."
"DCG_VO_abaddon_unique_10"	"O poder é intoxicante, não é mesmo, Traxex?"
"DCG_VO_abaddon_unique_11"	"Você macula o direito da minha família!"
"DCG_VO_abaddon_unique_12"	"Como ousa usar a minha neblina contra mim?!"
"DCG_VO_abaddon_unique_13"	"QUANTO PODER!"
"DCG_VO_abaddon_unique_14"	"Sinta o poder de Averno!"
"DCG_VO_abaddon_unique_15"	"Logo, você conhecerá o poder dos Averno."
"DCG_VO_abaddon_unique_16"	"Em tempo, ninguém será capaz de nos deter."
"DCG_VO_abaddon_unique_17"	"Tema o meu exército!"
"DCG_VO_abaddon_unique_18"	"Veja como o nosso poder cresce!"
"DCG_VO_abaddon_unique_19"	"Quem pode se opor a este exército?!"
"DCG_VO_abaddon_unique_20"	"Nós destruiremos os inimigos dos Averno."
"DCG_VO_abaddon_healed_01"	"Ahhh."
"DCG_VO_abaddon_healed_02"	"Bem melhor."
"DCG_VO_abaddon_healed_03"	"Ótimo."
"DCG_VO_abaddon_healed_04"	"Agradeço."
"DCG_VO_abaddon_healed_05"	"O meu corcel e eu agradecemos."
"DCG_VO_abaddon_taunt_generic_01"	"Pela casa Averno!"
"DCG_VO_abaddon_taunt_generic_02"	"Cavalgamos até a batalha!"
"DCG_VO_abaddon_taunt_generic_03"	"Não falharei com a minha casa!"
"DCG_VO_abaddon_taunt_generic_04"	"A vitória é nossa!"
"DCG_VO_abaddon_taunt_generic_05"	"Não vamos fracassar!"
"DCG_VO_abaddon_taunt_generic_06"	"A glória aguarda a casa Averno."
"DCG_VO_abaddon_taunt_generic_07"	"Morte aos nossos inimigos! "
"DCG_VO_abaddon_taunt_generic_08"	"Destruam a torre deles!"
"DCG_VO_abaddon_taunt_generic_09"	"Esmaguem o Ancestral!"
"DCG_VO_abaddon_taunt_generic_10"	"Derrubem os inimigos!"
"DCG_VO_abaddon_potential_kill_01"	"Você achou que ia sobreviver?"
"DCG_VO_abaddon_potential_kill_02"	"Acho que não."
"DCG_VO_abaddon_potential_kill_03"	"Ainda não acabou."
"DCG_VO_abaddon_potential_kill_04"	"Você pensou que era muito inteligente, não é mesmo?"
"DCG_VO_abaddon_potential_kill_05"	"A minha vitória é inevitável."
"DCG_VO_abaddon_potential_save_01"	"Justo o que eu precisava."
"DCG_VO_abaddon_potential_save_02"	"Você não pode me matar."
"DCG_VO_abaddon_potential_save_03"	"Não temo a morte."
"DCG_VO_abaddon_potential_save_04"	"A neblina me protegerá."
"DCG_VO_abaddon_potential_save_05"	"Você ousa tentar matar o Lorde de Averno?"
"DCG_VO_abaddon_permanent_armor_01"	"Ninguém me causará mal."
"DCG_VO_abaddon_permanent_armor_02"	"A neblina me protege."
"DCG_VO_abaddon_permanent_armor_03"	"Eu serei uma força a ser temida."
"DCG_VO_abaddon_permanent_armor_04"	"Ninguém passará por mim."
"DCG_VO_abaddon_permanent_armor_05"	"Não temo inimigo algum."
"DCG_VO_abaddon_permanent_attack_01"	"Mal posso conter o meu poder."
"DCG_VO_abaddon_permanent_attack_02"	"O meu poder cresce."
"DCG_VO_abaddon_permanent_attack_03"	"Tema o Lorde de Averno."
"DCG_VO_abaddon_permanent_attack_04"	"Um novo poder circula por mim."
"DCG_VO_abaddon_permanent_attack_05"	"Sinto a minha força aumentando."
"DCG_VO_abaddon_permanent_health_01"	"Isso..."
"DCG_VO_abaddon_permanent_health_02"	"Lutarei o quanto puder."
"DCG_VO_abaddon_permanent_health_03"	"Sinto-me mais forte a cada instante."
"DCG_VO_abaddon_permanent_health_04"	"O Lorde de Averno nunca cairá."
"DCG_VO_abaddon_permanent_health_05"	"Sinto-me revigorado."
"DCG_VO_abaddon_cast_spell_01"	"Contemplem o meu poder!"
"DCG_VO_abaddon_cast_spell_02"	"A neblina não será contida."
"DCG_VO_abaddon_cast_spell_03"	"Nós destruiremos os nossos inimigos!"
"DCG_VO_abaddon_cast_spell_04"	"Ninguém nos deterá!"
"DCG_VO_abaddon_cast_spell_05"	"O seu destino foi previsto na neblina."
"DCG_VO_abaddon_cast_spell_06"	"Logo você saberá o gosto da derrota."
"DCG_VO_abaddon_cast_spell_07"	"A casa Averno não terá misericórdia."
"DCG_VO_abaddon_cast_spell_08"	"Todos que se opuserem a nós serão destruídos!"
"DCG_VO_abaddon_cast_spell_09"	"Contemplem o meu poder."
"DCG_VO_abaddon_cast_spell_10"	"Você tem razão em nos temer."
"DCG_VO_abaddon_death_01"	"<i>Grito</i>"
"DCG_VO_lycan_intro"	"O meu pai foi um bom homem. Um regente das terras de Slom que comandou as pessoas com justiça e integridade. A minha mãe era a personificação da paciência e da compaixão, uma mulher amada pelo povo como se fossem todos filhos dela. Os meus irmãos? Céus, como demos trabalho. Lembro do dia em que encontramos a coleção de mapas antigos do nosso pai, e Tressa achou que seria legal se... bem, não importa agora. Estão todos mortos. "
"DCG_VO_lycan_savage_wolf"	"Minha família foi tirada de mim, mas eu encontrei uma nova família no meu exílio... E ela me ajudará na minha vingança."
"DCG_VO_lycan_savage_wolf_intro"	"Os lobos me seguem, mas não sou o mestre deles... sou apenas o guardião."
"DCG_VO_lycan_unearthed_secrets_intro"	"Por muito tempo, eu tive receio de voltar para casa... mas chegou a hora de confrontar o passado."
"DCG_VO_lycan_equip_generic_weapon_01"	"Vou vingar a casa Ambry."
"DCG_VO_lycan_equip_generic_weapon_02"	"Vou destroçar os meus inimigos!"
"DCG_VO_lycan_equip_generic_weapon_03"	"Eu estava precisando."
"DCG_VO_lycan_equip_generic_weapon_04"	"Maravilha."
"DCG_VO_lycan_equip_generic_weapon_05"	"Os lobos vão devorar os corpos dos nossos inimigos."
"DCG_VO_lycan_equip_generic_armor_01"	"O último filho de Slom deve ser protegido."
"DCG_VO_lycan_equip_generic_armor_02"	"Não vou ser morto tão facilmente."
"DCG_VO_lycan_equip_generic_armor_03"	"Tenho que estar pronto para o que vier."
"DCG_VO_lycan_equip_generic_armor_04"	"Estamos em guerra, tenho que me preparar."
"DCG_VO_lycan_equip_generic_armor_05"	"Obrigado pela armadura."
"DCG_VO_lycan_equip_generic_accessory_01"	"Não estou acostumado com luxo..."
"DCG_VO_lycan_equip_generic_accessory_02"	"Vou usar."
"DCG_VO_lycan_equip_generic_accessory_03"	"Justo o que eu precisava."
"DCG_VO_lycan_equip_generic_accessory_04"	"Perfeito."
"DCG_VO_lycan_equip_generic_accessory_05"	"Incrível."
"DCG_VO_lycan_kill_rival_01"	"A minha vingança não será negada!"
"DCG_VO_lycan_kill_rival_02"	"Morte aos nossos inimigos!"
"DCG_VO_lycan_kill_rival_03"	"Morra!"
"DCG_VO_lycan_kill_rival_04"	"Só pararei quando vencermos!"
"DCG_VO_lycan_kill_rival_05"	"Você achou que podia me vencer?"
"DCG_VO_lycan_kill_rival_06"	"Vou lhe dar uma morte de guerreiro."
"DCG_VO_lycan_kill_rival_07"	"Era inevitável."
"DCG_VO_lycan_kill_rival_08"	"Não vou descansar até que a minha casa seja vingada."
"DCG_VO_lycan_kill_rival_09"	"Sinta a ira da casa Ambry..."
"DCG_VO_lycan_kill_rival_10"	"O fantasma do meu pai sorri com a minha vitória."
"DCG_VO_lycan_use_include_01"	"A minha matilha se reúne..."
"DCG_VO_lycan_use_include_02"	"Lobos, comigo!"
"DCG_VO_lycan_use_include_03"	"Venham, amigos... Vocês devem estar famintos..."
"DCG_VO_lycan_unique_01"	"Devemos aprender com os nossos erros..."
"DCG_VO_lycan_unique_02"	"Às vezes a sabedoria pode ser encontrada nos escombros..."
"DCG_VO_lycan_unique_03"	"A casa Ambry caiu, mas não está morta."
"DCG_VO_lycan_unique_04"	"Devemos proteger a torre!"
"DCG_VO_lycan_unique_05"	"Não vou deixar que esta torre caia!"
"DCG_VO_lycan_unique_06"	"A casa Ambry vai impedir que avancem."
"DCG_VO_lycan_unique_07"	"Agora é a hora de atacar!"
"DCG_VO_lycan_unique_08"	"O fim deles se aproxima!"
"DCG_VO_lycan_unique_09"	"Tomem a torre deles!"
"DCG_VO_lycan_unique_10"	"É assim que eu vou ter a minha vingança."
"DCG_VO_lycan_unique_11"	"Uma lâmina perversa para atos perversos."
"DCG_VO_lycan_unique_12"	"O caminho está limpo!"
"DCG_VO_lycan_unique_13"	"É a nossa hora!"
"DCG_VO_lycan_unique_14"	"Não há quem possa nos impedir!"
"DCG_VO_lycan_unique_15"	"Está com fome, amigo?"
"DCG_VO_lycan_unique_16"	"Os meus lobos vão rasgar as suas gargantas..."
"DCG_VO_lycan_unique_17"	"A casa Ambry apoia a casa Averno."
"DCG_VO_lycan_unique_18"	"Você vai pagar caro por isso."
"DCG_VO_lycan_unique_19"	"NÃO!"
"DCG_VO_lycan_unique_20"	"Eles eram tudo que me restava..."
"DCG_VO_lycan_healed_01"	"Ahhh."
"DCG_VO_lycan_healed_02"	"Obrigado."
"DCG_VO_lycan_healed_03"	"Muito obrigado."
"DCG_VO_lycan_healed_04"	"Te devo uma."
"DCG_VO_lycan_healed_05"	"Não esquecerei disso."
"DCG_VO_lycan_taunt_generic_01"	"Vamos derrubar, tijolo por tijolo!"
"DCG_VO_lycan_taunt_generic_02"	"Devemos ser implacáveis!"
"DCG_VO_lycan_taunt_generic_03"	"Sem misericórdia!"
"DCG_VO_lycan_taunt_generic_04"	"Derrube-os!"
"DCG_VO_lycan_taunt_generic_05"	"Destruam o Ancestral!"
"DCG_VO_lycan_taunt_generic_06"	"Esmaguem o Ancestral!"
"DCG_VO_lycan_taunt_generic_07"	"Deixem-os em pedaços!"
"DCG_VO_lycan_taunt_generic_08"	"Nós podemos vencer esta batalha!"
"DCG_VO_lycan_taunt_generic_09"	"Essa batalha é nossa!"
"DCG_VO_lycan_taunt_generic_10"	"Não vamos parar até eles serem destruídos!"
"DCG_VO_lycan_potential_kill_01"	"Nada me faz hesitar da caçada..."
"DCG_VO_lycan_potential_kill_02"	"Você é a minha presa..."
"DCG_VO_lycan_potential_kill_03"	"Não há como escapar de mim..."
"DCG_VO_lycan_potential_kill_04"	"Você não pode correr de mim..."
"DCG_VO_lycan_potential_kill_05"	"Você não pode se esconder de mim..."
"DCG_VO_lycan_potential_save_01"	"Vai precisar se esforçar mais..."
"DCG_VO_lycan_potential_save_02"	"Você não pode me superar..."
"DCG_VO_lycan_potential_save_03"	"Os meus instintos vão me proteger..."
"DCG_VO_lycan_potential_save_04"	"Quem você acha que está caçando quem?"
"DCG_VO_lycan_potential_save_05"	"Homens mais habilidosos já tentaram me matar..."
"DCG_VO_lycan_permanent_armor_01"	"Os meus instintos de sobrevivência são aguçados..."
"DCG_VO_lycan_permanent_armor_02"	"Sou o último da minha casa, não posso morrer."
"DCG_VO_lycan_permanent_armor_03"	"Eu estou protegido..."
"DCG_VO_lycan_permanent_armor_04"	"Ambry não cairá novamente."
"DCG_VO_lycan_permanent_armor_05"	"Não abandonarei o campo de batalha..."
"DCG_VO_lycan_permanent_attack_01"	"Estou mais forte agora..."
"DCG_VO_lycan_permanent_attack_02"	"Estou pronto para rasgar a garganta dos meus inimigos..."
"DCG_VO_lycan_permanent_attack_03"	"A vingança vai ser minha..."
"DCG_VO_lycan_permanent_attack_04"	"Tenho a força para eliminar os meus inimigos..."
"DCG_VO_lycan_permanent_attack_05"	"A minha vingança será rápida..."
"DCG_VO_lycan_permanent_health_01"	"Eu sobrevivo a qualquer coisa..."
"DCG_VO_lycan_permanent_health_02"	"Eu não vou morrer aqui..."
"DCG_VO_lycan_permanent_health_03"	"O sangue da casa Ambry é forte."
"DCG_VO_lycan_permanent_health_04"	"Ninguém é mais forte que eu..."
"DCG_VO_lycan_permanent_health_05"	"Não temo espada alguma..."
"DCG_VO_lycan_cast_spell_01"	"Um presente da casa Ambry..."
"DCG_VO_lycan_cast_spell_02"	"A caçada começou..."
"DCG_VO_lycan_cast_spell_03"	"Mate os nossos inimigos!"
"DCG_VO_lycan_cast_spell_04"	"Pela casa Ambry!"
"DCG_VO_lycan_cast_spell_05"	"Eu vou ser recompensado..."
"DCG_VO_lycan_cast_spell_06"	"Não vou falhar com a minha família..."
"DCG_VO_lycan_cast_spell_07"	"Não vou perder esta batalha..."
"DCG_VO_lycan_cast_spell_08"	"Este é o meu domínio!"
"DCG_VO_lycan_cast_spell_09"	"Não há como nos deter!"
"DCG_VO_lycan_cast_spell_10"	"A justiça chegou para você..."
"DCG_VO_lycan_death_01"	"<i>Grito</i>"
"DCG_VO_thunderhide_packmate_summon_01_01"	"<i>Exalação profunda</i>"
"DCG_VO_thunderhide_packmate_summon_01_02"	"<i>Rugido baixo</i>"
"DCG_VO_thunderhide_packmate_summon_01_03"	"<i>Exalação profunda</i>"
"DCG_VO_thunderhide_packmate_summon_01_04"	"<i>Exalação profunda</i>"
"DCG_VO_thunderhide_packmate_summon_03_01"	"<i>Rugido poderoso</i>"
"DCG_VO_thunderhide_packmate_summon_03_02"	"<i>Rugido poderoso</i>"
"DCG_VO_thunderhide_packmate_summon_03_03"	"<i>Rugido poderoso</i>"
"DCG_VO_thunderhide_packmate_healed_01_01"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_packmate_healed_01_02"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_packmate_healed_01_03"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_packmate_healed_01_04"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_packmate_summon_03"	"<i>Rugido alto</i>"
"DCG_VO_thunderhide_packmate_healed_01"	"<i>Exalação acalmada</i>"
"DCG_VO_thunderhide_packmate_healed_02"	"<i>Exalação acalmada</i>"
"DCG_VO_thunderhide_packmate_healed_03"	"<i>Exalação acalmada</i>"
"DCG_VO_thunderhide_packmate_death_01"	"<i>Grito</i>"
"DCG_VO_thunderhide_alpha_summon_01_01"	"<i>Rugido estrondoso</i>"
"DCG_VO_thunderhide_alpha_summon_01_02"	"<i>Rugido estrondoso</i>"
"DCG_VO_thunderhide_alpha_summon_01_04"	"<i>Rugido estrondoso</i>"
"DCG_VO_thunderhide_alpha_summon_02_01"	"<i>Rugido que estremece os céus</i>"
"DCG_VO_thunderhide_alpha_summon_02_02"	"<i>Rugido que estremece os céus</i>"
"DCG_VO_thunderhide_alpha_summon_02_03"	"<i>Rugido que estremece os céus</i>"
"DCG_VO_thunderhide_alpha_summon_02_04"	"<i>Rugido que estremece os céus</i>"
"DCG_VO_thunderhide_alpha_healed_01_01"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_alpha_healed_01_02"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_alpha_healed_01_03"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_alpha_healed_01_04"	"<i>Exalação satisfeita</i>"
"DCG_VO_thunderhide_alpha_death_01"	"<i>Grito</i>"
"DCG_VO_plague_ward_hiss_02"		"<i>Chiado maligno</i>"
"DCG_VO_plague_ward_pain_01"		"<i>Contorção dolorosa</i>"
"DCG_VO_plague_ward_pain_08"		"<i>Retraimento enojado</i>"
"DCG_VO_loyal_boar_summon_01_01"	"<i>Grunhido ameaçador</i>"
"DCG_VO_loyal_boar_summon_01_02"	"<i>Grunhido ameaçador</i>"
"DCG_VO_loyal_boar_summon_01_03"	"<i>Grunhido ameaçador</i>"
"DCG_VO_loyal_boar_healed_01_03"	"<i>Exalação satisfeita</i>"
"DCG_VO_loyal_boar_healed_02_01"	"<i>Exalação satisfeita</i>"
"DCG_VO_loyal_boar_healed_02_02"	"<i>Exalação satisfeita</i>"
"DCG_VO_loyal_boar_death_01"	"<i>Grito</i>"
"DCG_VO_rampaging_hellbear_summon_02_05"	"<i>Desaprovação crescente</i>"
"DCG_VO_rampaging_hellbear_summon_03_01"	"<i>Rosnado predatório</i>"
"DCG_VO_rampaging_hellbear_summon_03_02"	"<i>Rosnado predatório</i>"
"DCG_VO_rampaging_hellbear_summon_03_03"	"<i>Rosnado predatório</i>"
"DCG_VO_rampaging_hellbear_summon_03_04"	"<i>Rosnado predatório</i>"
"DCG_VO_rampaging_hellbear_summon_03_05"	"<i>Rosnado predatório</i>"
"DCG_VO_rampaging_hellbear_summon_02"	"<i>Advertência hostil</i>"
"DCG_VO_rampaging_hellbear_summon_03"	"<i>Rugido alto</i>"
"DCG_VO_rampaging_hellbear_healed_01_01"	"<i>Exalação satisfeita</i>"
"DCG_VO_rampaging_hellbear_healed_01_02"	"<i>Exalação satisfeita</i>"
"DCG_VO_rampaging_hellbear_healed_01_03"	"<i>Exalação satisfeita</i>"
"DCG_VO_rampaging_hellbear_death_01"	"<i>Grito</i>"
"DCG_VO_hellbear_crippler_summon_02_01"	"<i>Rosnado</i>"
"DCG_VO_hellbear_crippler_summon_03_01"	"<i>Rosnado ameaçador</i>"
"DCG_VO_hellbear_crippler_summon_03_03"	"<i>Rosnado ameaçador</i>"
"DCG_VO_hellbear_crippler_healed_01_03"	"<i>Exalação satisfeita</i>"
"DCG_VO_hellbear_crippler_healed_01_04"	"<i>Exalação satisfeita</i>"
"DCG_VO_hellbear_crippler_death_01"	"<i>Grito</i>"
"DCG_VO_savage_wolf_growls_01"	"<i>Grunhido</i>"
"DCG_VO_savage_wolf_growls_02"	"<i>Grunhido</i>"
"DCG_VO_savage_wolf_growls_03"	"<i>Grunhido</i>"
"DCG_VO_savage_wolf_growls_04"	"<i>Grunhido</i>"
