"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"ピアポントとは意見が合わない点も多いけど、フェイスレスヴォイドを怒らせるのは危険だと気づいた彼は賢明だった。私はクラスズリーム協定はあまり好きじゃない。時間魔術は楽しかったからね。でも、世界の時系列がムチャクチャになるよりはましさ。"
"DCG_VO_axe_permanent_armor_02"	"アックスは止められない！"
"DCG_VO_axe_permanent_armor_03"	"アックスが最強なのは理由がある。"
"DCG_VO_axe_permanent_armor_04"	"アックスはもう無敵だ！"
"DCG_VO_axe_permanent_armor_05"	"アックスは誰も恐れない。"
"DCG_VO_axe_permanent_attack_01"	"ハッハッハッ。"
"DCG_VO_axe_permanent_attack_02"	"アックスはどんどん強くなる。"
"DCG_VO_axe_permanent_attack_03"	"アックスの斧に斬れないものはない！"
"DCG_VO_axe_permanent_attack_04"	"アックス、誰にも負けない！"
"DCG_VO_axe_permanent_attack_05"	"もう誰もアックスに挑戦できない。"
"DCG_VO_axe_permanent_health_01"	"アックスは長く戦う方がいい。"
"DCG_VO_axe_permanent_health_02"	"アックスは一秒ごとに強くなる。"
"DCG_VO_axe_permanent_health_03"	"アックスの伝説は続く！"
"DCG_VO_axe_permanent_health_04"	"アックスは青銅軍団を全部相手にできる。"
"DCG_VO_axe_permanent_health_05"	"アックスを止めるには、全軍団が必要。"
"DCG_VO_axe_cast_spell_01"	"みんな、アックスから目を離せない。"
"DCG_VO_axe_cast_spell_02"	"予想できなかっただろう？"
"DCG_VO_axe_cast_spell_03"	"アックスは無敵だ！"
"DCG_VO_axe_cast_spell_04"	"まだ終わっていない！"
"DCG_VO_axe_cast_spell_05"	"そろそろ終わらせる。"
"DCG_VO_axe_cast_spell_06"	"アックスのやることに驚いたか？"
"DCG_VO_axe_cast_spell_07"	"栄光が待っている！"
"DCG_VO_axe_cast_spell_08"	"アックスは力を見せつける！"
"DCG_VO_axe_cast_spell_09"	"エンシェントの死は近いぞ！"
"DCG_VO_axe_cast_spell_10"	"エンシェントはすぐに倒れる！"
"DCG_VO_axe_death_01"	"<i>叫び声</i>"
"DCG_VO_bloodseeker_intro"	"私の故郷は美しい場所だった… 清流のせせらぎが聞こえ、作物は豊かに実った。あれは間違いなく神々からの贈り物だ。だが贈り物を受け取った者は、感謝しなければならない… そしてフレイド双神に感謝を捧げる方法は一つしかない。血の捧げものだ。"
"DCG_VO_bloodseeker_blood_rage"	"私の役目は神聖なものだ。聖なる剣と鎧で身を固め、フレイド神の伝道者となるのだ… そして戦いで私が流す血は、我が民の名において、神へと捧げられる。 "
"DCG_VO_bloodseeker_equip_generic_weapon_01"	"血が流れるでしょう。"
"DCG_VO_bloodseeker_equip_generic_weapon_02"	"敵を抹殺する…"
"DCG_VO_bloodseeker_equip_generic_weapon_03"	"我が信念を行動に移す時だ…"
"DCG_VO_bloodseeker_equip_generic_weapon_04"	"深紅の贈り物を捧げよう…"
"DCG_VO_bloodseeker_equip_generic_weapon_05"	"フレイド双神に栄光をもたらす…"
"DCG_VO_bloodseeker_equip_generic_armor_01"	"私の命が続けば続くほど、より多くの血が流れる。"
"DCG_VO_bloodseeker_equip_generic_armor_02"	"フレイド神がお喜びになる。"
"DCG_VO_bloodseeker_equip_generic_armor_03"	"私をたたえよ。"
"DCG_VO_bloodseeker_equip_generic_armor_04"	"血が流れても、私は生き続ける。"
"DCG_VO_bloodseeker_equip_generic_armor_05"	"私が生き続ける限り、血はとめどなく流れる…"
"DCG_VO_bloodseeker_equip_generic_accessory_01"	"よし。"
"DCG_VO_bloodseeker_equip_generic_accessory_02"	"使命の遂行にこれが役立つだろう…"
"DCG_VO_bloodseeker_equip_generic_accessory_03"	"面白いおもちゃだな。"
"DCG_VO_bloodseeker_equip_generic_accessory_04"	"これは使えそうだ。"
"DCG_VO_bloodseeker_equip_generic_accessory_05"	"これが必要だったのだ。"
"DCG_VO_bloodseeker_kill_rival_01"	"フレイド神からの恵みだ。"
"DCG_VO_bloodseeker_kill_rival_02"	"お前を双神に差し出そう。"
"DCG_VO_bloodseeker_kill_rival_03"	"お前の血が大地への恵み…"
"DCG_VO_bloodseeker_kill_rival_04"	"お前の名誉ある死を、神々をお喜ばれになろう…"
"DCG_VO_bloodseeker_kill_rival_05"	"お前を生贄にしてやる！"
"DCG_VO_bloodseeker_kill_rival_06"	"お前の死を双神はお喜びになる…"
"DCG_VO_bloodseeker_kill_rival_07"	"俺を押し止めることはできん！"
"DCG_VO_bloodseeker_kill_rival_08"	"お前は役目を果たしたのだ…"
"DCG_VO_bloodseeker_kill_rival_09"	"お前の死に意味を与えてやったのだ…"
"DCG_VO_bloodseeker_kill_rival_10"	"お前が死ねば我が民は栄える…"
"DCG_VO_bloodseeker_use_include_01"	"フレイド双神が私を助けてくれる。"
"DCG_VO_bloodseeker_use_include_02"	"フレイド双神からの贈り物だ。"
"DCG_VO_bloodseeker_use_include_03"	"思う存分血を流せ！"
"DCG_VO_bloodseeker_unique_01"	"リッチ、反吐が出そうだ。お前の生贄はお前自身のためにしかならん…"
"DCG_VO_bloodseeker_unique_02"	"金に支配される人生など虚しいもの… 生きる目的を見つけろ、ゴンダーよ。"
"DCG_VO_bloodseeker_unique_03"	"エンチャントレス、我が故郷の山は壮観だったぞ。戦いが終わったら、お前にも見せてやろう…"
"DCG_VO_bloodseeker_unique_04"	"ダイアーの魔術師よ、お前の血がフレイド双神を喜ばせるだろう。"
"DCG_VO_bloodseeker_unique_05"	"レディアントの巫女よ、お前を生贄として差し出す…"
"DCG_VO_bloodseeker_unique_06"	"我々が協力し合えば、驚くほどの成果が出せる。"
"DCG_VO_bloodseeker_unique_07"	"ライカン、仕事に取りかかろう…"
"DCG_VO_bloodseeker_unique_08"	"その鎧からお前の肉を切り出してやろう…"
"DCG_VO_bloodseeker_unique_09"	"何度でも殺してやるぞ…"
"DCG_VO_bloodseeker_unique_10"	"お前にとって戦い続けることは、勇気と愚かさの証明だ…"
"DCG_VO_bloodseeker_unique_11"	"ソーラ、血を流すのが我々の運命だ。"
"DCG_VO_bloodseeker_unique_12"	"ソーラ、栄光を探す旅に幸運あれ…"
"DCG_VO_bloodseeker_unique_13"	"ソーラ… お前は素晴らしい。"
"DCG_VO_bloodseeker_unique_14"	"我々が出会ったのは偶然ではない。フレイド双神の思し召しだ。"
"DCG_VO_bloodseeker_unique_15"	"お前の子分達は弱そうだな…"
"DCG_VO_bloodseeker_unique_16"	"狂信者が何人かかってこようが、私は止められん…"
"DCG_VO_bloodseeker_unique_17"	"オムニナイト、血を止めたければ止めるがいい…"
"DCG_VO_bloodseeker_unique_18"	"お前の死が、我が神々の乾きを癒すであろう。"
"DCG_VO_bloodseeker_unique_19"	"お前の信心は悲しく空しい…"
"DCG_VO_bloodseeker_unique_20"	"血を求めぬ神など崇拝に値せぬ。"
"DCG_VO_bloodseeker_healed_01"	"おおお"
"DCG_VO_bloodseeker_healed_02"	"私の使命は終わらぬ..."
"DCG_VO_bloodseeker_healed_03"	"フレイドの神々が私を死なせるはずがない…"
"DCG_VO_bloodseeker_healed_04"	"やるべきことは山ほどある..."
"DCG_VO_bloodseeker_healed_05"	"私は敗北を知らない…"
"DCG_VO_bloodseeker_taunt_generic_01"	"フレイド双神のために、私は永遠に血を求める。"
"DCG_VO_bloodseeker_taunt_generic_02"	"海と大地を赤く染めよう。"
"DCG_VO_bloodseeker_taunt_generic_03"	"栄誉ある犠牲の時間だ…"
"DCG_VO_bloodseeker_taunt_generic_04"	" 血の匂いは希望のごとく上りたつ。"
"DCG_VO_bloodseeker_taunt_generic_05"	"フレイド双神に栄光あれ…"
"DCG_VO_bloodseeker_taunt_generic_06"	"ここ土地に潤いをもたらそう…"
"DCG_VO_bloodseeker_taunt_generic_07"	"喜べ。今日お前はフレイド双神に捧げられるのだ。"
"DCG_VO_bloodseeker_taunt_generic_08"	"お前の血がフレイド神の命となる。名誉に思え。"
"DCG_VO_bloodseeker_taunt_generic_09"	"エンシェントを破壊しろ！"
"DCG_VO_bloodseeker_taunt_generic_10"	"殲滅せよ！"
"DCG_VO_bloodseeker_potential_kill_01"	"死がお前に舞い降りる…"
"DCG_VO_bloodseeker_potential_kill_02"	"隠れても無駄だ…"
"DCG_VO_bloodseeker_potential_kill_03"	"逃げられないぞ…"
"DCG_VO_bloodseeker_potential_kill_04"	"恐れることは恥ではない…"
"DCG_VO_bloodseeker_potential_kill_05"	"きれいに死なせてやろう…"
"DCG_VO_bloodseeker_potential_save_01"	"今日は私の死ぬ日ではない…"
"DCG_VO_bloodseeker_potential_save_02"	"私は倒れない…"
"DCG_VO_bloodseeker_potential_save_03"	"まだ私の死ぬ時ではない…"
"DCG_VO_bloodseeker_potential_save_04"	"双神が私を守ってくれる…"
"DCG_VO_bloodseeker_potential_save_05"	"私はフレイド神に守られている…"
"DCG_VO_bloodseeker_permanent_armor_01"	"双神の恵みだ..."
"DCG_VO_bloodseeker_permanent_armor_02"	"私は守られている…"
"DCG_VO_bloodseeker_permanent_armor_03"	"私は神のしもべだ…"
"DCG_VO_bloodseeker_permanent_armor_04"	"私は死なない…"
"DCG_VO_bloodseeker_permanent_armor_05"	"奴らは尻尾を巻いて逃げるだろう…"
"DCG_VO_bloodseeker_permanent_attack_01"	"我が刃はかつてないほど鋭くなった…"
"DCG_VO_bloodseeker_permanent_attack_02"	"仕事の時間だ…"
"DCG_VO_bloodseeker_permanent_attack_03"	"フレイド双神に感謝を…"
"DCG_VO_bloodseeker_permanent_attack_04"	"私の体が深紅に染まる…"
"DCG_VO_bloodseeker_permanent_attack_05"	"仕事が少しやりやすくなった…"
"DCG_VO_bloodseeker_permanent_health_01"	"フレイド神が私に力を与えてくれる。"
"DCG_VO_bloodseeker_permanent_health_02"	"私は誰とでも戦えるぞ…"
"DCG_VO_bloodseeker_permanent_health_03"	"私を殺せる者はいない！"
"DCG_VO_bloodseeker_permanent_health_04"	"死など恐れてはない。"
"DCG_VO_bloodseeker_permanent_health_05"	"誰よりも長く生き残る…"
"DCG_VO_bloodseeker_cast_spell_01"	"フレイド双神の謎が、ここで具現化された。"
"DCG_VO_bloodseeker_cast_spell_02"	"私は神々の使者に過ぎない…"
"DCG_VO_bloodseeker_cast_spell_03"	"これを見て震えろ…"
"DCG_VO_bloodseeker_cast_spell_04"	"お前達自身を私に捧げるのだ…"
"DCG_VO_bloodseeker_cast_spell_05"	"私は双神のしもべだ…"
"DCG_VO_bloodseeker_cast_spell_06"	"多くの血が流されるだろう…"
"DCG_VO_bloodseeker_cast_spell_07"	"土を血で耕すか…"
"DCG_VO_bloodseeker_cast_spell_08"	"頂いた報酬に感謝する…"
"DCG_VO_bloodseeker_cast_spell_09"	"楽々と勝ってみせよう…"
"DCG_VO_bloodseeker_cast_spell_10"	"お前に勝ち目があるとでも？"
"DCG_VO_bloodseeker_buff_ally_01"	"恵みを与えよう…"
"DCG_VO_bloodseeker_buff_ally_02"	"自覚があろうがなかろうが、我々は皆双神のしもべなのだ…"
"DCG_VO_bloodseeker_buff_ally_03"	"我が狩りに加わるのだ…"
"DCG_VO_bloodseeker_buff_ally_04"	"力を合わせるだ…"
"DCG_VO_bloodseeker_buff_ally_05"	"私に続け…"
"DCG_VO_bloodseeker_buff_ally_06"	"よく聞け。私がお前を勝利に導いてやろう…"
"DCG_VO_bloodseeker_buff_ally_07"	"殺しの方法を教えてやろう…"
"DCG_VO_bloodseeker_buff_ally_08"	"フレイド双神の喜ばせ方を教えてやろう…"
"DCG_VO_bloodseeker_buff_ally_09"	"私は奪い、与える…"
"DCG_VO_bloodseeker_buff_ally_10"	"敵はお前を神とみなすだろう。"
"DCG_VO_bloodseeker_debuff_enemy_01"	"まだ傷は浅い…"
"DCG_VO_bloodseeker_debuff_enemy_02"	"じわじわといたぶってやろう…"
"DCG_VO_bloodseeker_debuff_enemy_03"	"これが楽しくないと言ったら嘘になる…"
"DCG_VO_bloodseeker_debuff_enemy_04"	"お前がもがく様を見るのは楽しいぞ…"
"DCG_VO_bloodseeker_debuff_enemy_05"	"逃げても無駄だ。"
"DCG_VO_bloodseeker_debuff_enemy_06"	"お前はここで死ぬ。"
"DCG_VO_bloodseeker_debuff_enemy_07"	"お前に救いの手は伸びない。"
"DCG_VO_bloodseeker_debuff_enemy_08"	"救いはやってこないぞ。"
"DCG_VO_bloodseeker_debuff_enemy_09"	"お前に慈悲は約束できない。 "
"DCG_VO_bloodseeker_debuff_enemy_10"	"お前の命運は尽きた。"
"DCG_VO_bloodseeker_single_target_damage_01"	"こいつは私が相手になろう。"
"DCG_VO_bloodseeker_single_target_damage_02"	"ここがお前の死に場所だ。"
"DCG_VO_bloodseeker_single_target_damage_03"	"双神のために！"
"DCG_VO_bloodseeker_single_target_damage_04"	"素早く殺してやる。"
"DCG_VO_bloodseeker_single_target_damage_05"	"長くはかかるまい。"
"DCG_VO_bloodseeker_single_target_damage_06"	"楽しみ過ぎないようにしないとな…"
"DCG_VO_bloodseeker_single_target_damage_07"	"きれいに殺してやる。"
"DCG_VO_bloodseeker_single_target_damage_08"	"仕事に専念しよう。"
"DCG_VO_bloodseeker_single_target_damage_09"	"死ね！"
"DCG_VO_bloodseeker_single_target_damage_10"	"時間の無駄だ。さっさと喉を出せ。"
"DCG_VO_bloodseeker_multi_damage_small_01"	"数が多いな… ありがたい。"
"DCG_VO_bloodseeker_multi_damage_small_02"	"こいつらをまとめて刈ってやろう。"
"DCG_VO_bloodseeker_multi_damage_small_03"	"数が多かろうと問題ない…"
"DCG_VO_bloodseeker_multi_damage_small_04"	"まとめて相手になるぞ！"
"DCG_VO_bloodseeker_multi_damage_small_05"	"少し力を弱めておこう…"
"DCG_VO_bloodseeker_multi_damage_small_06"	"私に仕事をさせてくれ…"
"DCG_VO_bloodseeker_multi_damage_small_07"	"我が使命を達成させてもらおう…"
"DCG_VO_bloodseeker_multi_damage_small_08"	"生贄は多ければ多いほどいい…"
"DCG_VO_bloodseeker_multi_damage_small_09"	"これがお前の呼ぶ軍隊か？"
"DCG_VO_bloodseeker_multi_damage_small_10"	"もっと強い敵を望んでいたが…"
"DCG_VO_bloodseeker_multi_damage_large_01"	"皆殺しだ！"
"DCG_VO_bloodseeker_multi_damage_large_02"	"我が神々の怒りを知るがいい…"
"DCG_VO_bloodseeker_multi_damage_large_03"	"もっと血を！"
"DCG_VO_bloodseeker_multi_damage_large_04"	"戦場を深紅に染めてやろう…"
"DCG_VO_bloodseeker_multi_damage_large_05"	"どんな大軍も私にはかなわない…"
"DCG_VO_bloodseeker_multi_damage_large_06"	"みんな殺してやる！"
"DCG_VO_bloodseeker_multi_damage_large_07"	"せめて勇ましく死ぬのだ…"
"DCG_VO_bloodseeker_multi_damage_large_08"	"運命を受け入れろ…"
"DCG_VO_bloodseeker_multi_damage_large_09"	"死ぬ覚悟はいいか？"
"DCG_VO_bloodseeker_multi_damage_large_10"	"双神にこの大虐殺を捧げよう…"
"DCG_VO_bloodseeker_pleased_01"	"すばらしい。"
"DCG_VO_bloodseeker_pleased_02"	"今日は神々の祝福があったぞ。"
"DCG_VO_bloodseeker_pleased_03"	"誇りを持つのは悪いことではない。"
"DCG_VO_bloodseeker_pleased_04"	"多くのことに感謝せねば。"
"DCG_VO_bloodseeker_pleased_05"	"計画通りだな…"
"DCG_VO_bloodseeker_pleased_06"	"我々は恵まれている。"
"DCG_VO_bloodseeker_pleased_07"	"フレイド双神をたたえよ。"
"DCG_VO_bloodseeker_pleased_08"	"これこそがフレイド双神の恵みだ。"
"DCG_VO_bloodseeker_pleased_09"	"我々が流した血を、神々はほめたたえてくれる。"
"DCG_VO_bloodseeker_pleased_10"	"フレイド双神は生贄がお気に召したようだ。"
"DCG_VO_bloodseeker_concerned_01"	"死ぬのなら、我が血でフレイド神がお喜びになることを願おう。"
"DCG_VO_bloodseeker_concerned_02"	"神々は決して私を見捨てない…"
"DCG_VO_bloodseeker_concerned_03"	"戦いで死ねるなら、最高の名誉だ…"
"DCG_VO_bloodseeker_concerned_04"	"戦場で死ねれば本望だ…"
"DCG_VO_bloodseeker_concerned_05"	"双神よ… 私に力を…"
"DCG_VO_bloodseeker_concerned_06"	"これが私の運命なのか…"
"DCG_VO_bloodseeker_concerned_07"	"これが私の運命ならば、それを受け入れよう。"
"DCG_VO_bloodseeker_concerned_08"	"これが最期か…"
"DCG_VO_bloodseeker_concerned_09"	"命乞いなどしないぞ…"
"DCG_VO_bloodseeker_concerned_10"	"双神をたたえよ…"
"DCG_VO_bloodseeker_angry_01"	"お前を生贄にしてやる！"
"DCG_VO_bloodseeker_angry_02"	"お前の肉を切り開いてやる！"
"DCG_VO_bloodseeker_angry_03"	"引き裂いてくれる！"
"DCG_VO_bloodseeker_angry_04"	"この野郎！"
"DCG_VO_bloodseeker_angry_05"	"神々を怒らせたな…"
"DCG_VO_bloodseeker_angry_06"	"誰が相手か分かっていないようだな…"
"DCG_VO_bloodseeker_angry_07"	"血が流れるぞ…"
"DCG_VO_bloodseeker_angry_08"	"逃げるんだな。"
"DCG_VO_bloodseeker_angry_09"	"どこに隠れても見つけてやるからな。"
"DCG_VO_bloodseeker_angry_10"	"お前を見せしめにしてやる…"
"DCG_VO_bloodseeker_arrogant_01"	"私を止められる者などいるものか。"
"DCG_VO_bloodseeker_arrogant_02"	"私に怖いものなどない。"
"DCG_VO_bloodseeker_arrogant_03"	"私に並ぶ戦士はいない…"
"DCG_VO_bloodseeker_arrogant_04"	"命乞いするがよい…"
"DCG_VO_bloodseeker_arrogant_05"	"哀れだな…"
"DCG_VO_bloodseeker_arrogant_06"	"お前を相手にしても時間の無駄だ…"
"DCG_VO_bloodseeker_arrogant_07"	"戦場はお前が来る場所ではない。"
"DCG_VO_bloodseeker_arrogant_08"	"理想的な生贄とは言えないが、もらえるものをもらっておこう。"
"DCG_VO_bloodseeker_arrogant_09"	"何であれ血は血だ…"
"DCG_VO_bloodseeker_arrogant_10"	"私の邪魔をするな！"
"DCG_VO_bloodseeker_enigmatic_01"	"我が民の繁栄のため、お前には死んでもらう…"
"DCG_VO_bloodseeker_enigmatic_02"	"向こうでは楽しいことが待っているぞ…"
"DCG_VO_bloodseeker_enigmatic_03"	"我が民の力を見せてやろう…"
"DCG_VO_bloodseeker_enigmatic_04"	"これが信心の力だ…"
"DCG_VO_bloodseeker_enigmatic_05"	"フレイドの神々が私の体を…"
"DCG_VO_bloodseeker_enigmatic_06"	"フレイド双神の意志は絶対だ…"
"DCG_VO_bloodseeker_enigmatic_07"	"我が神々よ、捧げものを受け取りたまえ！"
"DCG_VO_bloodseeker_enigmatic_08"	"我が神々がこの貢物を気に入ってくれるといいが…"
"DCG_VO_bloodseeker_enigmatic_09"	"私がここにいるのは喜ばしきことだ…"
"DCG_VO_bloodseeker_enigmatic_10"	"私なしではどうにもならないだろう…"
"DCG_VO_chen_intro"	"ラミュスクの信者は勢力を伸ばし、世に広く認められるようになった。そしてレディ・アンシュは、予言者にしてクレラの再来とたたえられている。もし彼女がフォールドの騎士に改宗すれば、強力な味方になるだろう。そしてもし私が真の神の光を見せれば…彼女は信者達を連れて私のもとへ来るはずだ。"
"DCG_VO_chen_hand_of_god"	"フォールドの騎士は私に新たな人生を与えてくれた。同じことがお前達の身にも起こるはずだ。"
"DCG_VO_chen_use_ability_01"	"私の声を聞け…"
"DCG_VO_chen_use_ability_02"	"お前にはもっと高貴な目的がある…"
"DCG_VO_chen_use_ability_03"	"私の仲間になれ。"
"DCG_VO_chen_use_ability_04"	"我々が戦う必要はない…"
"DCG_VO_chen_use_ability_05"	"我が子よ、こちらへ。"
"DCG_VO_chen_equip_generic_weapon_01"	"十分使えそうだ。"
"DCG_VO_chen_equip_generic_weapon_02"	"ちょうど探していたんだ…"
"DCG_VO_chen_equip_generic_weapon_03"	"敵を打ち倒してやろう…"
"DCG_VO_chen_equip_generic_weapon_04"	"上手くいきそうだな…"
"DCG_VO_chen_equip_generic_weapon_05"	"我々の仲間にならない者には死が待っている。"
"DCG_VO_chen_equip_generic_armor_01"	"我が理想の支援に感謝する。"
"DCG_VO_chen_equip_generic_armor_02"	"私は指導者として…生き残らねばならん。"
"DCG_VO_chen_equip_generic_armor_03"	"私は死ぬ運命ではない。"
"DCG_VO_chen_equip_generic_armor_04"	"まさに必要だった物だ。"
"DCG_VO_chen_equip_generic_armor_05"	"いいだろう。"
"DCG_VO_chen_equip_generic_accessory_01"	"これでいいだろう。"
"DCG_VO_chen_equip_generic_accessory_02"	"上手に使ってみせよう。"
"DCG_VO_chen_equip_generic_accessory_03"	"役に立ちそうだ。"
"DCG_VO_chen_equip_generic_accessory_04"	"これが必要だったんだ。"
"DCG_VO_chen_equip_generic_accessory_05"	"素晴らしい。"
"DCG_VO_chen_kill_rival_01"	"救っても無駄だった！"
"DCG_VO_chen_kill_rival_02"	"我々が負ける訳がない！"
"DCG_VO_chen_kill_rival_03"	"我が理想は正しきもの…"
"DCG_VO_chen_kill_rival_04"	"悔い改めるべきだったな…"
"DCG_VO_chen_kill_rival_05"	"味方でない者は敵だ！"
"DCG_VO_chen_kill_rival_06"	"異端者たちに死を！"
"DCG_VO_chen_kill_rival_07"	"悪人は裁かれるのだ！"
"DCG_VO_chen_kill_rival_08"	"我らの敵は倒れるだろう…"
"DCG_VO_chen_kill_rival_09"	"悔い改めよ！"
"DCG_VO_chen_kill_rival_10"	"お前達の悪影響をここから排除せねば。"
"DCG_VO_chen_use_include_01"	"我は神の手！"
"DCG_VO_chen_use_include_02"	"我が慈悲が尽きることはない！"
"DCG_VO_chen_use_include_03"	"光を浴びて救われるのだ！"
"DCG_VO_chen_unique_01"	"私の影響力は増大するだろう…"
"DCG_VO_chen_unique_02"	"信徒達を鼓舞せねば。"
"DCG_VO_chen_unique_03"	"価値ある改宗者を見つけねば…"
"DCG_VO_chen_unique_04"	"救われるのは最も強き者だけだ。"
"DCG_VO_chen_unique_05"	"我が意志は絶対なり…"
"DCG_VO_chen_unique_06"	"クォーラムではなく、私に答えろ…"
"DCG_VO_chen_unique_07"	"クォーラムに私からの伝言を…"
"DCG_VO_chen_unique_08"	"お前達、野蛮人に生きる目的を授けよう…"
"DCG_VO_chen_unique_09"	"レッドミストはもう私のものだ…"
"DCG_VO_chen_unique_10"	"飼い慣らせない獣はいない。"
"DCG_VO_chen_unique_11"	"私に仕えるのだ…"
"DCG_VO_chen_unique_12"	"新たな群れのリーダーを迎え入れよ。"
"DCG_VO_chen_unique_13"	"お前達にはもっと大きな使命ができた。"
"DCG_VO_chen_unique_14"	"時には神ですら正しき道を示されるべきことがある…"
"DCG_VO_chen_unique_15"	"セレメネ、お前の力ですら、我が神の力の前ではかすんでしまう。"
"DCG_VO_chen_unique_16"	"ビーストマスター、お前のペットですら、新たな主人が誰か分かっているぞ…"
"DCG_VO_chen_unique_17"	"仕えるべき主人に仕えるのだ…"
"DCG_VO_chen_unique_18"	"ガラニウスはお前を破滅に導く…だが私の導く先は救いだ。"
"DCG_VO_chen_unique_19"	"青銅軍団"
"DCG_VO_chen_unique_20"	"ドルイド、お前の秘密を私と分かち合え…"
"DCG_VO_chen_healed_01"	"おおお"
"DCG_VO_chen_healed_02"	"戦う準備は出来たぜ…"
"DCG_VO_chen_healed_03"	"仕事はまだ続く…"
"DCG_VO_chen_healed_04"	"あきらめないぞ…"
"DCG_VO_chen_healed_05"	"戦場は去らぬぞ。"
"DCG_VO_chen_taunt_generic_01"	"今日は我々の勝ちだ！"
"DCG_VO_chen_taunt_generic_02"	"改宗しろ！さもなくば死ね！"
"DCG_VO_chen_taunt_generic_03"	"エンシェントを破壊しろ！"
"DCG_VO_chen_taunt_generic_04"	"この戦いの決着は近い！"
"DCG_VO_chen_taunt_generic_05"	"敵を踏みつけて進軍せよ！"
"DCG_VO_chen_taunt_generic_06"	"今が攻撃の時だ！"
"DCG_VO_chen_taunt_generic_07"	"勝利は近いぞ！"
"DCG_VO_chen_taunt_generic_08"	"今すぐ終わらせるぞ！"
"DCG_VO_chen_taunt_generic_09"	"勝利か死のどちらかだ！"
"DCG_VO_chen_taunt_generic_10"	"私が皆を栄光に導く！"
"DCG_VO_chen_potential_kill_01"	"お前に生き残るすべはない！"
"DCG_VO_chen_potential_kill_02"	"潔く死ぬのだ。"
"DCG_VO_chen_potential_kill_03"	"勇ましく死と向き合え。"
"DCG_VO_chen_potential_kill_04"	"負けを認めてもいいのだぞ。"
"DCG_VO_chen_potential_kill_05"	"苦しませずに死なせてやろう。"
"DCG_VO_chen_potential_save_01"	"神よ、救いを！"
"DCG_VO_chen_potential_save_02"	"神が私を守ってくれる。"
"DCG_VO_chen_potential_save_03"	"まだ私の死ぬ時ではない…"
"DCG_VO_chen_potential_save_04"	"信仰が私の盾になる！"
"DCG_VO_chen_potential_save_05"	"お前の企みなどお見通しだ…"
"DCG_VO_chen_permanent_armor_01"	"信仰のみが与える鎧か…"
"DCG_VO_chen_permanent_armor_02"	"神は私を死なせはしない。"
"DCG_VO_chen_permanent_armor_03"	"どんな武器でも怖くはない。"
"DCG_VO_chen_permanent_armor_04"	"フォールドの騎士は、いつでも最前線に立つ準備ができている。"
"DCG_VO_chen_permanent_armor_05"	"戦いの備えは万全だ。"
"DCG_VO_chen_permanent_attack_01"	"我が信仰が私を強くする…"
"DCG_VO_chen_permanent_attack_02"	"私は日々強くなっている。"
"DCG_VO_chen_permanent_attack_03"	"強くなるには鍛錬が必要だ。"
"DCG_VO_chen_permanent_attack_04"	"我が剣は強く、我が信仰はもっと強い。"
"DCG_VO_chen_permanent_attack_05"	"指導者は強くあらねば。"
"DCG_VO_chen_permanent_health_01"	"もし私が死ぬとしても、最後まで戦い抜いてやる。"
"DCG_VO_chen_permanent_health_02"	"最後の瞬間まで戦うぞ。"
"DCG_VO_chen_permanent_health_03"	"死を恐れていない…だが、死が私を避けて通るだろう。"
"DCG_VO_chen_permanent_health_04"	"この戦いを耐え抜いてやる。"
"DCG_VO_chen_permanent_health_05"	"我が敵は死に、私は生き残る。"
"DCG_VO_chen_cast_spell_01"	"見よ！"
"DCG_VO_chen_cast_spell_02"	"私の力を見よ！"
"DCG_VO_chen_cast_spell_03"	"フォールドの騎士に不可能はなし！"
"DCG_VO_chen_cast_spell_04"	"何も恐れぬ！たとえ死でも！"
"DCG_VO_chen_cast_spell_05"	"我々は信仰で支えられている。"
"DCG_VO_chen_cast_spell_06"	"我が怒りは神の怒り。"
"DCG_VO_chen_cast_spell_07"	"私が恐れるのは神だけだ。"
"DCG_VO_chen_cast_spell_08"	"もう長くは持たないぞ！"
"DCG_VO_chen_cast_spell_09"	"私に太刀打ちできるのか？"
"DCG_VO_chen_cast_spell_10"	"私の力が分かっていないようだな。"
"DCG_VO_chen_buff_ally_01"	"忠誠を誓えば、ほうびが与えられる。"
"DCG_VO_chen_buff_ally_02"	"私への信仰に対するほうびだ。"
"DCG_VO_chen_buff_ally_03"	"フォールドの騎士を信じるのだ。"
"DCG_VO_chen_buff_ally_04"	"私の味方につけ、そうすえば負けることはない。"
"DCG_VO_chen_buff_ally_05"	"栄光に導いてやろう。"
"DCG_VO_chen_buff_ally_06"	"私に従えば、お前の力はより増大する。"
"DCG_VO_chen_buff_ally_07"	"同じ道を歩く者として、お前にほうびをやろう。"
"DCG_VO_chen_buff_ally_08"	"この恵みを受け取れ。"
"DCG_VO_chen_buff_ally_09"	"私は気前がいいのだ。"
"DCG_VO_chen_buff_ally_10"	"恵みを与えよう。"
"DCG_VO_chen_debuff_enemy_01"	"弱き者よ…"
"DCG_VO_chen_debuff_enemy_02"	"お前の力は今も弱まるばかりだ。"
"DCG_VO_chen_debuff_enemy_03"	"フォールドの騎士を相手に勝ち目はないぞ。"
"DCG_VO_chen_debuff_enemy_04"	"体も心もボロボロだな。"
"DCG_VO_chen_debuff_enemy_05"	"死がやってくるぞ。もはや時間の問題だ。"
