"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_disciple_of_nevermore_death_01"	"<i>Gritos</i>"
"DCG_VO_rebel_instigator_intro"	"No soy ningún cachorrito impresionable con delirios de convertirse en un héroe. Sé a qué nos enfrentamos y sé que mi mujer se quedará viuda, pero este es nuestro hogar. ¿Cómo puedo mirar a los ojos a mi hija y decirle que cuando se presentó nuestra única oportunidad de librarnos del yugo de la Legión de Bronce no hice nada? ¿Que muchos de nuestros hermanos murieron para nada? ¿Que las cosas podrían haber sido distintas si lo hubiese intentado? No. Sé lo que tengo que hacer. Y cuando termine, otros también lo sabrán."
"DCG_VO_rebel_instigator_summon_01"	"Empecemos una revuelta."
"DCG_VO_rebel_instigator_summon_02"	"Ha llegado nuestro momento."
"DCG_VO_rebel_instigator_summon_03"	"Es hora de usar mi estrategia."
"DCG_VO_rebel_instigator_ancient_attack_01"	"¡Por la Rebelión!"
"DCG_VO_rebel_instigator_ancient_attack_02"	"¡Podemos acabar con esto ahora!"
"DCG_VO_rebel_instigator_ancient_protect_01"	"¡Es ahora o nunca!"
"DCG_VO_rebel_instigator_ancient_protect_02"	"Haré lo que me corresponde..."
"DCG_VO_rebel_instigator_ancient_both_01"	"Esto aún no ha terminado."
"DCG_VO_rebel_instigator_ancient_both_02"	"Pronto habrá terminado."
"DCG_VO_rebel_instigator_hero_friend_01"	"¡Estoy aquí, Rix!"
"DCG_VO_rebel_instigator_hero_friend_02"	"¿Qué necesitas, Rix?"
"DCG_VO_rebel_instigator_hero_friend_03"	"Lucharé con mi gente."
"DCG_VO_rebel_instigator_hero_rival_01"	"Muere, Tresdin."
"DCG_VO_rebel_instigator_hero_rival_02"	"No temo a la Legión."
"DCG_VO_rebel_instigator_hero_rival_03"	"¡Fuera de Rosoideo!"
"DCG_VO_rebel_instigator_faction_ally_01"	"¡Basta de tiranos!"
"DCG_VO_rebel_instigator_faction_ally_02"	"¡Venid, hermanos!"
"DCG_VO_rebel_instigator_faction_ally_03"	"¡Los Vhoul permanecemos unidos!"
"DCG_VO_rebel_instigator_unique_01"	"¡No puedes matarnos a todos!"
"DCG_VO_rebel_instigator_unique_02"	"¡Muerte a los tiranos!"
"DCG_VO_rebel_instigator_unique_03"	"Tenías razón, comandante. ¡La rebelión estaba condenada al fracaso!"
"DCG_VO_rebel_instigator_unique_04"	"Rix, nos llevas directos a una masacre."
"DCG_VO_rebel_instigator_unique_05"	"¡Rix, te has vuelto loco!"
"DCG_VO_rebel_instigator_unique_06"	"Recuerda que los Vhoul te apoyaron, Sorla."
"DCG_VO_rebel_instigator_unique_07"	"Legión de Bronce. Niebla Roja. Da igual. Los Vhoul ya no tienen miedo."
"DCG_VO_rebel_instigator_unique_08"	"La rebelión te agradece tu apoyo, Hechicera."
"DCG_VO_rebel_instigator_healed_01"	"Aaah."
"DCG_VO_rebel_instigator_healed_02"	"¡Gracias!"
"DCG_VO_rebel_instigator_healed_03"	"Muy bien."
"DCG_VO_rebel_instigator_death_01"	"<i>Gritos</i>"
"DCG_VO_quoidge_pugilist_intro"	"Entiendo, entiendo. «Los Campos de Matanza Sin Fin» es un nombre terrible para un destino de vacaciones, pero te aseguro que Quoidge es una ciudad fantástica llena de gente encantadora. Si algún día viajas hasta aquí, pásate por las fosas de combate para saludar. Puede que tenga otro aspecto por todo el tema ese de serrar extremidades y tal, pero me acordaré de ti. Nunca olvido una cara."
"DCG_VO_quoidge_pugilist_summon_01"	"Vale, colega. ¡A por ellos!"
"DCG_VO_quoidge_pugilist_summon_02"	"¿Listo para un par de rondas?"
"DCG_VO_quoidge_pugilist_summon_03"	"Tú solo dame algo para que le dé un puñetazo."
"DCG_VO_quoidge_pugilist_ancient_attack_01"	"Los despacharé en un periquete..."
"DCG_VO_quoidge_pugilist_ancient_attack_02"	"Esto acabará enseguida..."
"DCG_VO_quoidge_pugilist_ancient_protect_01"	"No te preocupes. Las réplicas son mi especialidad."
"DCG_VO_quoidge_pugilist_ancient_protect_02"	"Aún no se ha terminado para nosotros."
"DCG_VO_quoidge_pugilist_ancient_both_01"	"Es hora de remangarse, ¿no crees?"
"DCG_VO_quoidge_pugilist_ancient_both_02"	"Me ocuparé de estos rufianes."
"DCG_VO_quoidge_pugilist_hero_friend_01"	"Pareces una señorita agradable, pero me estás dificultando el trabajo..."
"DCG_VO_quoidge_pugilist_hero_friend_02"	"Vamos a ser amigos muy rápido, Liche. Lo noto."
"DCG_VO_quoidge_pugilist_hero_friend_03"	"No te importa que eche un vistazo a los cadáveres después de que sacrifiques a tus compañeros, ¿verdad, Liche?"
"DCG_VO_quoidge_pugilist_hero_rival_01"	"Bien, un desafío decente."
"DCG_VO_quoidge_pugilist_hero_rival_02"	"La primera vez que boxeo con un robot."
"DCG_VO_quoidge_pugilist_hero_rival_03"	"Esa pequeña cosa de hojalata no es muy deportiva."
"DCG_VO_quoidge_pugilist_unique_01"	"Mientras sigas trayendo carne fresca, Kanna, tú y yo nos llevaremos muy bien."
"DCG_VO_quoidge_pugilist_unique_02"	"Bien... Un suministro estable de piezas frescas."
"DCG_VO_quoidge_pugilist_unique_09_not_in_script"	"Estás muy lejos de tu casa..."
"DCG_VO_quoidge_pugilist_unique_04"	"Tienes pinta de ser un buen tipo, León. Es una lástima que tenga que darte un puñetazo en la cara y robarte el brazo."
"DCG_VO_quoidge_pugilist_unique_05"	"Tienes unos ojos preciosos, Doncella. Cuando mueras, me aseguraré de darles un buen hogar..."
"DCG_VO_quoidge_pugilist_unique_06"	"El campo de batalla no es lugar para niños. Corre a casa con tus padres y deja los combates para los mayores."
"DCG_VO_quoidge_pugilist_unique_07"	"Rylai, ¿qué hace una chiquilla tan bonita como tú en un lugar tan desagradable como este?"
"DCG_VO_quoidge_pugilist_unique_08"	"Si me permites decirlo, tu capa es de una calidad extraordinaria."
"DCG_VO_quoidge_pugilist_unique_09_not_in_script'"	"Estás muy lejos de tu casa..."
"DCG_VO_quoidge_pugilist_healed_01"	"Aaah."
"DCG_VO_quoidge_pugilist_healed_02"	"Más combates en los que luchar..."
"DCG_VO_quoidge_pugilist_healed_03"	"Listo para otra ronda..."
"DCG_VO_rebel_decoy_intro"	"Nunca olvidaré el día que conocí a Rix. Eran los primeros días de la revolución, cuando la gente hasta tenía miedo de reunirse por la noche. Nos conocimos en la bodega del sastre y Rix habló. Vaya si habló. De pasión, de errores, de su amor por nuestra gente. Me quedé fascinado. Como todos. Cuando se volvió hacia mí y me preguntó qué daría para ayudar a la rebelión, solo había una respuesta: «Mi vida»."
"DCG_VO_rebel_decoy_summon_01"	"Estoy dispuesto a morir por lo que creo. ¿Y tú?"
"DCG_VO_rebel_decoy_summon_02"	"Daré mi vida por la rebelión."
"DCG_VO_rebel_decoy_summon_03"	"Llamaré su atención."
"DCG_VO_rebel_decoy_ancient_attack_01"	"¡Podemos ganar!"
"DCG_VO_rebel_decoy_ancient_attack_02"	"¡No denegarán a la rebelión!"
"DCG_VO_rebel_decoy_ancient_protect_01"	"Intentaré ganar algo de tiempo."
"DCG_VO_rebel_decoy_ancient_protect_02"	"¡Lucharemos hasta el final!"
"DCG_VO_rebel_decoy_ancient_both_01"	"¡No nos rendiremos!"
"DCG_VO_rebel_decoy_ancient_both_02"	"Intentaré mantenerlos ocupados."
"DCG_VO_rebel_decoy_use_ability_01"	"¡Eh, tú! ¡Por aquí!"
"DCG_VO_rebel_decoy_use_ability_02"	"Espero que esto funcione..."
"DCG_VO_rebel_decoy_use_ability_03"	"Con suerte, lograré sobrevivir a esto."
"DCG_VO_rebel_decoy_hero_friend_01"	"Haré lo que precises que haga, Rix."
"DCG_VO_rebel_decoy_hero_friend_02"	"Dime qué tengo que hacer, Rix."
"DCG_VO_rebel_decoy_hero_friend_03"	"Rix, ¿qué puedo hacer por la rebelión?"
"DCG_VO_rebel_decoy_hero_rival_01"	"¡Eres un monstruo, Tresdin!"
"DCG_VO_rebel_decoy_hero_rival_02"	"¡No nos postraremos ante Stonehall!"
"DCG_VO_rebel_decoy_hero_rival_03"	"¡Fuera de nuestro hogar!"
"DCG_VO_rebel_decoy_faction_ally_01"	"La rebelión no fracasará."
"DCG_VO_rebel_decoy_faction_ally_02"	"Recuperamos nuestro hogar."
"DCG_VO_rebel_decoy_faction_ally_03"	"¡Tenemos que alzarnos, hermanos!"
"DCG_VO_rebel_decoy_unique_01"	"No permitiré que mueras, Rix."
"DCG_VO_rebel_decoy_unique_02"	"¡Te protegeré, Rix!"
"DCG_VO_rebel_decoy_unique_03"	"¡Fuera de aquí, Rix!"
"DCG_VO_rebel_decoy_unique_04"	"Mi vida no significa nada. ¡Acaba con esto!"
"DCG_VO_rebel_decoy_unique_05"	"Yo creo en ti, Rix."
"DCG_VO_rebel_decoy_unique_06"	"Solo tú puedes terminar esto, Rix."
"DCG_VO_rebel_decoy_unique_07"	"Rix... Me has salvado."
"DCG_VO_rebel_decoy_unique_08"	"¡Ayúdame, Rix!"
"DCG_VO_rebel_decoy_healed_01"	"Aaah."
"DCG_VO_rebel_decoy_healed_02"	"Seguiré luchando."
"DCG_VO_rebel_decoy_healed_03"	"La rebelión vela por los suyos."
"DCG_VO_rebel_decoy_death_01"	"<i>Gritos</i>"
"DCG_VO_smeevil_blacksmith_intro"	"Necesito pocas cosas: un martillo, un yunque y un maestro que sepa apreciar mi habilidad. Las dos primeras son fáciles de encontrar. La tercera no tanto. Afortunadamente, los malos maestros tienden a morir en combate. Algunos dicen que es por culpa de los fallos en su armadura. Y yo digo: «¿te lo demuestro?»."
"DCG_VO_smeevil_blacksmith_summon_01"	"Estoy aquí para ayudar."
"DCG_VO_smeevil_blacksmith_summon_02"	"Tu armadura."
"DCG_VO_smeevil_blacksmith_summon_03"	"He hecho esto para ti."
"DCG_VO_smeevil_blacksmith_ancient_attack_01"	"Te protegeré para el empujón final."
"DCG_VO_smeevil_blacksmith_ancient_attack_02"	"La victoria casi está aquí, maestro."
"DCG_VO_smeevil_blacksmith_ancient_protect_01"	"Sobreviviremos."
"DCG_VO_smeevil_blacksmith_ancient_protect_02"	"Necesitarás esto."
"DCG_VO_smeevil_blacksmith_ancient_both_01"	"No te decepcionaré, maestro."
"DCG_VO_smeevil_blacksmith_ancient_both_02"	"No podemos perder la esperanza."
"DCG_VO_smeevil_blacksmith_hero_friend_01"	"La armadura está lista, comandante."
"DCG_VO_smeevil_blacksmith_hero_friend_02"	"Hay que proteger a los rebeldes."
"DCG_VO_smeevil_blacksmith_hero_friend_03"	"La Niebla Roja estará lista para la batalla."
"DCG_VO_smeevil_blacksmith_hero_rival_01"	"¡Te pararé los pies, Liche!"
"DCG_VO_smeevil_blacksmith_hero_rival_02"	"¡Esto es por todos los Smeevil que has matado, Liche!"
"DCG_VO_smeevil_blacksmith_hero_rival_03"	"Mereces morir por lo que has hecho, Liche."
"DCG_VO_smeevil_blacksmith_unique_02"	"Hola, primo."
"DCG_VO_smeevil_blacksmith_unique_03"	"Se necesita más armadura."
"DCG_VO_smeevil_blacksmith_unique_04"	"Es un honor servir a los Ancestros."
"DCG_VO_smeevil_blacksmith_unique_05"	"¡Todavía sigo siendo útil!"
"DCG_VO_smeevil_blacksmith_unique_06"	"Trabajar junto al representante del Cuórum es un sueño hecho realidad."
"DCG_VO_smeevil_blacksmith_unique_07"	"Hay que proteger a la Legión."
"DCG_VO_smeevil_blacksmith_unique_08"	"Rix, aquí está la armadura que habías pedido."
"DCG_VO_smeevil_blacksmith_healed_01"	"Aaah"
"DCG_VO_smeevil_blacksmith_healed_02"	"Gracias."
"DCG_VO_smeevil_blacksmith_healed_03"	"Estoy en deuda contigo, maestro."
"DCG_VO_smeevil_blacksmith_death_01"	"<i>Gritos</i>"
"DCG_VO_tyler_estate_censor_intro"	"En Rosa Llorona no existe la magia prohibida... pero hay quien se equivoca y se toma la... abertura de miras del Cuórum... como una licencia para comportarse como un irresponsable. La finca Tyler es lo que espera a quienes hacen un mal uso de la hospitalidad de la Rosa Llorona."
"DCG_VO_tyler_estate_censor_summon_01"	"La finca Tyler me ha enviado."
"DCG_VO_tyler_estate_censor_summon_02"	"Quienes abusen de la magia deben ser detenidos."
"DCG_VO_tyler_estate_censor_summon_03"	"¡Silencio!"
"DCG_VO_tyler_estate_censor_ancient_attack_01"	"Tu poder ancestral no bastará para salvarte."
"DCG_VO_tyler_estate_censor_ancient_attack_02"	"No permitiré que avancen."
"DCG_VO_tyler_estate_censor_ancient_protect_01"	"¡Ralentizaré su avance!"
"DCG_VO_tyler_estate_censor_ancient_protect_02"	"Haré lo que pueda."
"DCG_VO_tyler_estate_censor_ancient_both_01"	"¡Aquí se va a imponer el orden!"
"DCG_VO_tyler_estate_censor_ancient_both_02"	"Impediré que las cosas se desmadren."
"DCG_VO_tyler_estate_censor_hero_friend_03"	"La finca pagará con gusto tus servicios, Cazarrecompensas."
"DCG_VO_tyler_estate_censor_hero_rival_01"	"Te llevaré a la finca donde perteneces, León."
"DCG_VO_tyler_estate_censor_hero_rival_03"	"Eres un monstruo, Liche, y tu tiempo se está acabando."
"DCG_VO_tyler_estate_censor_unique_01"	"Tenemos maneras de tratar a quienes abusan de la magia."
"DCG_VO_tyler_estate_censor_unique_02"	"Solo los magos más oscuros tienen algo que temer de nosotros."
"DCG_VO_tyler_estate_censor_unique_03"	"La situación está bajo control."
"DCG_VO_tyler_estate_censor_unique_04"	"Silenciador manda recuerdos al Cuórum."
"DCG_VO_tyler_estate_censor_unique_05"	"Doncella, ¿por qué no estás en Icewrack?"
"DCG_VO_tyler_estate_censor_unique_06"	"Se te ha acabado el cuento."
"DCG_VO_tyler_estate_censor_unique_07"	"Me parece que no."
"DCG_VO_tyler_estate_censor_unique_08"	"¡Hay que detener tu ritual!"
"DCG_VO_tyler_estate_censor_healed_01"	"Aaah."
"DCG_VO_tyler_estate_censor_healed_02"	"El trabajo continúa."
"DCG_VO_tyler_estate_censor_healed_03"	"Gracias por tu ayuda."
"DCG_VO_tyler_estate_censor_death_01"	"<i>Gritos</i>"
"DCG_VO_smeevil_armsmaster_intro"	"Los Greevil fueron un terrible error. Los Smeevil fueron creados para corregir errores. Los Greevil hacen daño. Los Smeevil ayudan. Por ejemplo, yo hago espadas que se pueden usar para matar Greevil. Y para matar otra gente también, pero idealmente Greevil."
"DCG_VO_smeevil_armsmaster_summon_01"	"Tu arma."
"DCG_VO_smeevil_armsmaster_summon_02"	"Déjame que te ayude."
"DCG_VO_smeevil_armsmaster_summon_03"	"Vivo para servir."
"DCG_VO_smeevil_armsmaster_ancient_attack_01"	"Déjame que afile tu espada."
"DCG_VO_smeevil_armsmaster_ancient_attack_02"	"Una nueva arma para el empujón final."
"DCG_VO_smeevil_armsmaster_ancient_protect_01"	"Haré lo que pueda."
"DCG_VO_smeevil_armsmaster_ancient_protect_02"	"¡Protege la Torre Ancestral!"
"DCG_VO_smeevil_armsmaster_ancient_both_01"	"¡El combate final está aquí!"
"DCG_VO_smeevil_armsmaster_ancient_both_02"	"Ya casi ha terminado."
"DCG_VO_smeevil_armsmaster_hero_friend_01"	"Es un honor servir a la Legión."
"DCG_VO_smeevil_armsmaster_hero_friend_02"	"La rebelión es una causa justa, Rix."
"DCG_VO_smeevil_armsmaster_hero_friend_03"	"Gracias por permitirme que te sirva, mi Khan."
"DCG_VO_smeevil_armsmaster_hero_rival_01"	"No tratas bien a tus súbditos, Liche."
"DCG_VO_smeevil_armsmaster_hero_rival_02"	"Liche, he oído lo que haces a la gente que deja de serte útil."
"DCG_VO_smeevil_armsmaster_hero_rival_03"	"¡Solo piensas en ti, Liche!"
"DCG_VO_smeevil_armsmaster_unique_02"	"Trabajamos juntos."
"DCG_VO_smeevil_armsmaster_unique_03"	"Es un placer trabajar contigo, prima."
"DCG_VO_smeevil_armsmaster_unique_04"	"Es un honor servir al Ancestro."
"DCG_VO_smeevil_armsmaster_unique_05"	"Por favor, no me mates."
"DCG_VO_smeevil_armsmaster_unique_06"	"Mis servicios parecen servir de poco ante el Cuórum."
"DCG_VO_smeevil_armsmaster_unique_07"	"La Legión da sentido a mi vida."
"DCG_VO_smeevil_armsmaster_unique_08"	"Ayudaré a la rebelión en lo que pueda."
"DCG_VO_smeevil_armsmaster_healed_01"	"Aaah."
"DCG_VO_smeevil_armsmaster_healed_02"	"Gracias, maestro."
"DCG_VO_smeevil_armsmaster_healed_03"	"Has curado a un servidor que no se lo merece."
"DCG_VO_smeevil_armsmaster_death_01"	"<i>Gritos</i>"
"DCG_VO_inc_of_selemene_intro_proc"	"Como cualquier madre, he tenido que observar a mis hijos sufriendo, con la esperanza de que aprenderían a navegar en este mundo cruel e insensible. Sin embargo, a veces, solo a veces, los lamentos de mis seres queridos son demasiado altos como para ignorarlos."
"DCG_VO_inc_of_selemene_summon_01_proc"	"He oído los lamentos de mis hijas."
"DCG_VO_inc_of_selemene_summon_02_proc"	"Esta batalla debe terminar."
"DCG_VO_inc_of_selemene_summon_03_proc"	"Contempla el poder de Selemene."
"DCG_VO_inc_of_selemene_ancient_attack_01_proc"	"Mi furia será rápida."
"DCG_VO_inc_of_selemene_ancient_attack_02_proc"	"El conflicto acabará pronto."
"DCG_VO_inc_of_selemene_ancient_protect_01_proc"	"He venido a salvar a mis hijas."
"DCG_VO_inc_of_selemene_ancient_protect_02_proc"	"¿Quién se opone a Selemene?"
"DCG_VO_inc_of_selemene_ancient_both_01_proc"	"No pierdas la esperanza."
"DCG_VO_inc_of_selemene_ancient_both_02_proc"	"Este conflicto acabará pronto."
"DCG_VO_inc_of_selemene_hero_friend_02_proc"	"Has sido una sirviente leal, Luna."
"DCG_VO_inc_of_selemene_hero_friend_03_proc"	"Tu devoción será recompensada, Luna."
"DCG_VO_inc_of_selemene_hero_rival_01_proc"	"¡No volverás a acechar el bosque Noche Plateada!"
"DCG_VO_inc_of_selemene_hero_rival_02_proc"	"¡No hay lugar aquí para la tribu de Cerrotuétano!"
"DCG_VO_inc_of_selemene_hero_rival_03_proc"	"¡Largo, Centauro!"
"DCG_VO_inc_of_selemene_unique_01_proc"	"¡Mi furia no tiene parangón!"
"DCG_VO_inc_of_selemene_unique_03_proc"	"Puedes estar agradecido de que mis hijas me necesitasen, Adalid."
"DCG_VO_inc_of_selemene_unique_04_proc"	"Contemplad mi poder."
"DCG_VO_inc_of_selemene_unique_05_proc"	"Esto no va a acabar bien para ti."
"DCG_VO_inc_of_selemene_unique_06_proc"	"Tienes miedo. Deberías tenerlo."
"DCG_VO_inc_of_selemene_unique_07_proc"	"Las estrellas se han alineado y la luna se alza."
"DCG_VO_inc_of_selemene_unique_08_proc"	"He oído tus plegarias."
"DCG_VO_inc_of_selemene_healed_01_proc"	"Aaah."
"DCG_VO_inc_of_selemene_healed_02_proc"	"No me detendrás."
"DCG_VO_inc_of_selemene_healed_03_proc"	"La batalla continúa."
"DCG_VO_inc_of_selemene_death_01_proc"	"<i>Gritos</i>"
"DCG_VO_inc_of_selemene_tower_destroy_01_proc"	"He venido a salvar a quienes me ofrecen devoción."
"DCG_VO_inc_of_selemene_tower_destroy_02_proc"	"Soy la salvación de Noche Plateada."
"DCG_VO_inc_of_selemene_tower_destroy_03_proc"	"Aquí no encontrarás nada de piedad."
"DCG_VO_inc_of_selemene_tower_destroy_04_proc"	"No puedes impedir lo inevitable."
"DCG_VO_inc_of_selemene_tower_destroy_05_proc"	"Tus atrevimientos te saldrán caros."
"DCG_VO_inc_of_selemene_tower_saved_01_proc"	"La salvación está cerca..."
"DCG_VO_inc_of_selemene_tower_saved_02_proc"	"¡Aquí está tu salvación!"
"DCG_VO_inc_of_selemene_tower_saved_03_proc"	"Mi piedad solo es comparable a mi ira."
"DCG_VO_inc_of_selemene_tower_saved_04_proc"	"¡Vete de aquí o serás destruido!"
"DCG_VO_inc_of_selemene_tower_saved_05_proc"	"¿Cómo osas atacar a mis elegidos...?"
"DCG_VO_cursed_satyr_intro"	"No estoy orgullosa de lo que he hecho, éramos niños jugando... ¿Cómo iba a saber yo en lo que se convertiría, lo que estaba dispuesta a despertar? La muerte viene a por todos nosotros ahora, pero no hay duda de que yo seré la primera."
"DCG_VO_cursed_satyr_summon_01"	"No hay escapatoria."
"DCG_VO_cursed_satyr_summon_02"	"Viene a por mí, lo siento."
"DCG_VO_cursed_satyr_summon_03"	"La muerte viene a por todos nosotros."
"DCG_VO_cursed_satyr_ancient_attack_01"	"Con suerte, esto habrá acabado antes de que llegue."
"DCG_VO_cursed_satyr_ancient_attack_02"	"No tenemos mucho tiempo."
"DCG_VO_cursed_satyr_ancient_protect_01"	"Haré lo que pueda."
"DCG_VO_cursed_satyr_ancient_protect_02"	"No sé cuánto más podré contenerlos."
"DCG_VO_cursed_satyr_ancient_both_01"	"No huirás más. Esto se acaba aquí."
"DCG_VO_cursed_satyr_ancient_both_02"	"¡Tenemos que darnos prisa!"
"DCG_VO_cursed_satyr_hero_friend_01"	"¡Por favor, Sven! ¡Ayúdame!"
"DCG_VO_cursed_satyr_hero_friend_02"	"Contigo estaré a salvo, Sven."
"DCG_VO_cursed_satyr_hero_friend_03"	"Espero que estés listo para un combate, Ax."
"DCG_VO_cursed_satyr_hero_rival_01"	"Es hora de afrontar mis demonios."
"DCG_VO_cursed_satyr_hero_rival_02"	"No permitiré que sigas arruinándome la vida."
"DCG_VO_cursed_satyr_hero_rival_03"	"Es hora de acabar lo que he empezado."
"DCG_VO_cursed_satyr_unique_02"	"Hechicera, ¿puedo quedarme contigo?"
"DCG_VO_cursed_satyr_unique_03"	"Busco refugio en Rosoideo."
"DCG_VO_cursed_satyr_unique_04"	"Veamos si esa cosa me pilla aquí..."
"DCG_VO_cursed_satyr_unique_05"	"Aquí estamos a salvo... Por ahora."
"DCG_VO_cursed_satyr_unique_06"	"¡Necesito protección!"
"DCG_VO_cursed_satyr_unique_07"	"Es demasiado tarde. ¡Me han encontrado!"
"DCG_VO_cursed_satyr_unique_08"	"¡Estamos todos condenados!"
"DCG_VO_cursed_satyr_healed_01"	"Aaah."
"DCG_VO_cursed_satyr_healed_02"	"Gracias."
"DCG_VO_cursed_satyr_healed_03"	"Me has ganado algo de tiempo."
"DCG_VO_cursed_satyr_death_01"	"<i>Gritos</i>"
"DCG_VO_cursed_satyr_tower_destroy_01"	"¡Ha llegado el momento!"
"DCG_VO_cursed_satyr_tower_destroy_02"	"¡Acabemos este combate!"
"DCG_VO_cursed_satyr_tower_destroy_03"	"¡Rápido, antes de que venga!"
"DCG_VO_cursed_satyr_tower_destroy_04"	"¡Debemos darnos prisa y terminar esto!"
"DCG_VO_cursed_satyr_tower_destroy_05"	"No me gobernarán con el miedo."
"DCG_VO_cursed_satyr_tower_saved_01"	"¡Aún podemos pararles los pies!"
"DCG_VO_cursed_satyr_tower_saved_02"	"Mi vida está perdida de todos modos..."
"DCG_VO_cursed_satyr_tower_saved_03"	"Quiero que mi muerte signifique algo."
"DCG_VO_cursed_satyr_tower_saved_04"	"¡No es demasiado tarde!"
"DCG_VO_cursed_satyr_tower_saved_05"	"Con suerte, moriré antes de que venga a por mí."
"DCG_VO_emissary_intro"	"Los más críticos dicen que Rosa Llorona es un lugar donde la magia no está sujeta a la moralidad, una ciudad de placeres y horrores. Tienen razón. En parte. La ciudad se fundó con la idea de que la «magia buena» y la «magia mala» son etiquetas creadas por mentes inferiores. Pero en Rosa Llorona no reina el caos. El Cuórum se asegura de que así sea y en su nombre he viajado hasta aquí."
"DCG_VO_emissary_summon_01"	"Vengo con regalos de Rosa Llorona."
"DCG_VO_emissary_summon_02"	"Estoy aquí a petición del Cuórum."
"DCG_VO_emissary_summon_03"	"El Cuórum me ha pedido que entregue un mensaje..."
"DCG_VO_emissary_ancient_attack_01"	"El Cuórum te felicita por tus éxitos."
"DCG_VO_emissary_ancient_attack_02"	"El Cuórum desea que esta batalla termine."
"DCG_VO_emissary_ancient_protect_01"	"Ha llegado la ayuda de Rosa Llorona."
"DCG_VO_emissary_ancient_protect_02"	"Podemos cambiar las tornas del combate."
"DCG_VO_emissary_ancient_both_01"	"Tienes amigos en Rosa Llorona."
"DCG_VO_emissary_ancient_both_02"	"Creo que puedo ser de ayuda."
"DCG_VO_emissary_use_ability_01"	"Contempla lo que queda de Rosa Llorona."
"DCG_VO_emissary_use_ability_02"	"Un regalo del Cuórum."
"DCG_VO_emissary_use_ability_03"	"Acepta este obsequio."
"DCG_VO_emissary_hero_friend_03"	"Saludos, Doncella. Por favor, acepta esta ofrenda de paz."
"DCG_VO_emissary_unique_01"	"Nadie puede oponerse a la voluntad del Cuórum."
"DCG_VO_emissary_unique_03"	"Has olvidado tu lugar. La finca Tyler trabaja para nosotros."
"DCG_VO_emissary_unique_04"	"Un tributo a los Ancestros."
"DCG_VO_emissary_unique_05"	"Creo que el Resplandor puede necesitar nuestros servicios."
"DCG_VO_emissary_unique_06"	"Creo que la Oscuridad puede necesitar nuestros servicios."
"DCG_VO_emissary_unique_07"	"El Cuórum cree que es maravillo que vosotros dos estéis arreglando las cosas."
"DCG_VO_emissary_healed_01"	"Aaah."
"DCG_VO_emissary_healed_02"	"Gracias."
"DCG_VO_emissary_healed_03"	"Te lo agradezco."
"DCG_VO_emissary_death_01"	"<i>Gritos</i>"
"DCG_VO_emissary_tower_destroy_01"	"Enhorabuena por tu inminente victoria."
"DCG_VO_emissary_tower_destroy_02"	"Estoy aquí para hacer cumplir la voluntad del Cuórum."
"DCG_VO_emissary_tower_destroy_03"	"Recuerdos del Cuórum."
"DCG_VO_emissary_tower_destroy_04"	"He venido a acelerar lo inevitable."
"DCG_VO_emissary_tower_destroy_05"	"No se me necesitará aquí por mucho tiempo."
"DCG_VO_emissary_tower_saved_01"	"Esta batalla está lejos de acabarse."
"DCG_VO_emissary_tower_saved_02"	"Permite que el Cuórum te sea de ayuda."
"DCG_VO_emissary_tower_saved_03"	"Las tornas están empezando a cambiar."
"DCG_VO_emissary_tower_saved_04"	"El Cuórum hará lo que pueda."
"DCG_VO_emissary_tower_saved_05"	"El Cuórum ha decidido intervenir."
"DCG_VO_sis_o_veil_intro"	"Mi función no es preguntar, sino actuar. Da igual que seas un indigente en la calle, un rey en un trono o un mago loco encerrado en la finca Tyler. Si la Hermandad del Velo me da tu nombre, tu muerte es inevitable. La única pregunta es cuándo decidiré consumarla."
"DCG_VO_sis_o_veil_summon_01"	"Ataco desde las sombras."
"DCG_VO_sis_o_veil_summon_02"	"No puedes esconderte de mí."
"DCG_VO_sis_o_veil_summon_03"	"Tu muerte es inevitable."
"DCG_VO_sis_o_veil_ancient_attack_01"	"Tu tormento está a punto de terminar."
"DCG_VO_sis_o_veil_ancient_attack_02"	"Vas a morir."
"DCG_VO_sis_o_veil_ancient_protect_01"	"Voy donde se me necesita."
"DCG_VO_sis_o_veil_ancient_protect_02"	"Mi espada es tuya."
"DCG_VO_sis_o_veil_ancient_both_01"	"Todos tenemos una función que desempeñar."
"DCG_VO_sis_o_veil_ancient_both_02"	"No te fallaré."
"DCG_VO_sis_o_veil_use_ability_01"	"Tu nombre está en mi lista."
"DCG_VO_sis_o_veil_use_ability_02"	"Acabemos rápido."
"DCG_VO_sis_o_veil_use_ability_03"	"No sentirás nada."
"DCG_VO_sis_o_veil_hero_friend_01"	"Es un honor luchar a tu lado, hermana."
"DCG_VO_sis_o_veil_hero_friend_03"	"He venido en tu ayuda, hermana."
"DCG_VO_sis_o_veil_hero_rival_01"	"Lo siento, Mortred... Tu nombre estaba en mi lista."
"DCG_VO_sis_o_veil_hero_rival_02"	"Esto no me complace nada, hermana."
